alpha,y_window,n,p_rel_l2,q_rel_l2,p_max_abs_err,q_max_abs_err,p_rmse,q_rmse,p_error_energy_fraction,q_error_energy_fraction,qdef_reference_rel_l2,qdef_prediction_rel_l2,dp_pred_vs_q_ref_rel_l2
0.105,500.0,4407,0.00292811344953747,0.0029114328866785867,0.04241858445758001,0.005331765667554213,0.0008542480368922327,0.00012118832575692535,0.003271702583706225,0.011076915774916986,0.0,0.004739396439367813,0.0039495300020592344
0.105,2000.0,4418,0.003176713366077463,0.0029448335531215204,0.04241858445758001,0.005331765667554213,0.0009256207098902686,0.00012242593402751463,0.0038508324697331007,0.011332527859663249,0.0,0.004760587487510124,0.003950430821618432
0.1075,5.0,3289,0.0002493400012758365,0.0008140115364782903,0.00018566923833012326,6.0200177094150745e-05,7.593961765969083e-05,3.306727312841015e-05,1.9295830411087086e-05,0.0006154813112148038,0.0,0.004202307188577574,0.00421980650102089
0.1075,10.0,3807,0.0002714747124312143,0.0007692823172177714,0.00020716157274592843,6.249570122198341e-05,8.180891660362586e-05,3.254515371927224e-05,2.5920713213211508e-05,0.0006900964016063129,0.0,0.0038207566490829144,0.0038322847452717805
0.1075,20.0,4102,0.00032341331481681285,0.0007664428070650388,0.0007587694582901514,9.201447494634143e-05,9.639953865361199e-05,3.286281481964242e-05,3.8780049094972775e-05,0.0007581574500319015,0.0,0.0037116991457473458,0.0036978471166669875
0.1075,50.0,4290,0.0004809268985143635,0.0009653594962537307,0.0012461631908197194,0.0004177814885581012,0.0001416811373848426,4.1484378033340516e-05,8.760807726853772e-05,0.0012635158384451128,0.0,0.0038513852134725163,0.0037810314900286086
0.1075,100.0,4355,0.0006029670556331526,0.0012096065162460368,0.0026636384296930544,0.0007475960340291083,0.00017664211344325243,5.186053509649427e-05,0.00013824182272160148,0.0020045476211530207,0.0,0.003997146798977003,0.0038474091546431295
0.1075,500.0,4407,0.003088659379037018,0.0029292199594636937,0.03705829269008983,0.004718597791132048,0.0008998923988493146,0.0001249103122482252,0.0036306719088518347,0.011767761834685185,0.0,0.004770261639467641,0.003890136696337625
0.1075,2000.0,4418,0.003252024580105205,0.002962170593728352,0.03705829269008983,0.004718597791132048,0.0009463097496992266,0.0001261580728873826,0.00402490031183344,0.0120340007979704,0.0,0.0047904990962367704,0.0038909683999110447
0.11,5.0,3289,0.00023207309074953065,0.0008270873365228313,0.00018028246819330897,9.193903725138572e-05,7.06415017563285e-05,3.441603274278897e-05,1.6697309895924365e-05,0.0006667142193353527,0.0,0.0037093093475443297,0.0036381407598973796
0.11,10.0,3807,0.00025324231978374466,0.0007741167589400078,0.00018028246819330897,9.193903725138572e-05,7.624903962657388e-05,3.354260316358428e-05,2.2517201822098474e-05,0.0007330450017146727,0.0,0.003393914302958486,0.003324083260357838
0.11,20.0,4102,0.00033053117248488126,0.0007838273041581689,0.000817516526152496,0.00013651271242001934,9.841128606280256e-05,3.4418649015209923e-05,4.0415528121986225e-05,0.0008316441308695245,0.0,0.003300818538400285,0.0032170193906280262
0.11,50.0,4290,0.0004888583734486684,0.000991401830821792,0.0012888708956845592,0.0005610836260472003,0.00014383372824096227,4.3626568267829025e-05,9.029039546651792e-05,0.0013973771199295628,0.0,0.0034937511635857207,0.003364124444203614
