_M_key,_a_key,Mach_seeded,alpha_seeded,cr_reference,ci_reference,seeded_cr,seeded_ci,seeded_technical,seeded_error,seeded_recovery,atlas_chart,Mach_generic,alpha_generic,generic_cr_reference,generic_ci_reference,generic_cr,generic_ci,generic_technical,generic_error,generic_recovery,Mach,alpha,generic_minus_seeded_error
1.1,0.22,1.1,0.22,0.1849469655531981,0.0697945900466464,0.1849464937499999,0.0697973016666666,True,2.7523592410480157e-06,True,C02,1.1,0.22,0.1849469655531981,0.0697945900466464,0.7617187499999999,8.30070891203704e-06,True,0.5809783279206531,False,1.1,0.22,0.580975575561412
1.1,0.23,1.1,0.23,0.1904221496469428,0.0641319550045144,0.19042481125,0.0641342723333333,True,3.529042885689244e-06,True,C02,1.1,0.23,0.1904221496469428,0.0641319550045144,0.7614583333333332,6.355787037037038e-05,True,0.574619076076017,False,1.1,0.23,0.5746155470331313
1.1,0.245,1.1,0.245,0.1980230022868483,0.0557002486180792,0.198021763125,0.05570189125,True,2.0576106807464234e-06,True,C02,1.1,0.245,0.1980230022868483,0.0557002486180792,0.7614583333333332,1.2171874999999996e-05,True,0.566180655058794,False,1.1,0.245,0.5661785974481133
1.1,0.26,1.1,0.26,0.2049911138976746,0.0473401459935351,0.2049910191666666,0.047339595625,True,5.584617160620522e-07,True,C02,1.1,0.26,0.2049911138976746,0.0473401459935351,0.7614583333333332,3.3981770833333346e-05,True,0.558474385697248,False,1.1,0.26,0.558473827235532
1.1,0.27,1.1,0.27,0.2093312368277515,0.0418049284949206,0.20933412625,0.041799909,True,5.79172601113047e-06,True,C02,1.1,0.27,0.2093312368277515,0.0418049284949206,0.7614583333333332,1.7705729166666663e-05,True,0.5537061519273185,False,1.1,0.27,0.5537003602013074
1.1,0.28,1.1,0.28,0.2134540034479028,0.0362992172070976,0.2134533387499999,0.0363024286666666,True,3.2795267746252785e-06,True,C02,1.1,0.28,0.2134540034479028,0.0362992172070976,0.7614583333333332,1e-06,True,0.5492051585205598,False,1.1,0.28,0.5492018789937853
1.1,0.29,1.1,0.29,0.2173791244470361,0.0308221720963001,0.217379428125,0.0308178857499999,True,4.297090284252119e-06,True,C02,1.1,0.29,0.2173791244470361,0.0308221720963001,0.7617187499999999,8.30070891203704e-06,True,0.5452110807907514,False,1.1,0.29,0.5452067837004672
1.1,0.305,1.1,0.305,0.222933531423503,0.0226586211744938,0.222933991875,0.0226608696666666,True,2.2951541630606873e-06,True,C02,1.1,0.305,0.222933531423503,0.0226586211744938,0.7617187499999999,8.037760416666667e-06,True,0.5392611247675114,False,1.1,0.305,0.5392588296133484
1.1,0.31,1.1,0.31,0.2247036667495888,0.0199509324746749,0.224706864375,0.019948971,True,3.751291933543362e-06,True,C02,1.1,0.31,0.2247036667495888,0.0199509324746749,0.7617187499999999,1e-06,True,0.5373855221758305,False,1.1,0.31,0.5373817708838969
1.1,0.315,1.1,0.315,0.2264359667445679,0.0172498403916324,0.226436613125,0.017250769875,True,1.132142656046641e-06,True,C02,1.1,0.315,0.2264359667445679,0.0172498403916324,0.7617187499999999,7.871202256944448e-06,True,0.5355604014032489,False,1.1,0.315,0.5355592692605928
1.1,0.325,1.1,0.325,0.2297932172060339,0.0118671046042683,0.229794394375,0.0118676888333333,True,1.3141728863041557e-06,True,C02,1.1,0.325,0.2297932172060339,0.0118671046042683,0.7614583333333332,1e-06,True,0.5317975179945222,False,1.1,0.325,0.531796203821636
1.1,0.335,1.1,0.335,0.2330167931103344,0.0065097464852899,0.2330137762499999,0.0065081300056315,True,3.422638275369449e-06,True,C02,1.1,0.335,0.2330167931103344,0.0065097464852899,0.7614583333333332,1e-06,True,0.5284816223995543,False,1.1,0.335,0.528478199761279
1.1,0.345,1.1,0.345,0.2361168831795016,0.0011771278177396,0.2361211325,0.0011752607421061,True,4.641411005205588e-06,True,C02,1.1,0.345,0.2361168831795016,0.0011771278177396,0.7617187499999999,8.300708912037036e-06,True,0.5256031664307238,False,1.1,0.345,0.5255985250197186
1.15,0.21,1.15,0.21,0.2140730510339401,0.0668142840877893,0.2140748362499999,0.0668147116666666,True,1.8357069691319555e-06,True,C02,1.15,0.21,0.2140730510339401,0.0668142840877893,0.7614583333333332,6.355787037037038e-05,True,0.5514402113815596,False,1.15,0.21,0.5514383756745905
1.15,0.225,1.15,0.225,0.2216542831076967,0.0587506164605508,0.221654964375,0.058750584875,True,6.819991096718873e-07,True,C02,1.15,0.225,0.2216542831076967,0.0587506164605508,0.7614583333333332,3.823958333333333e-05,True,0.5429876203363885,False,1.15,0.225,0.5429869383372788
1.15,0.24,1.15,0.24,0.2285948360142919,0.0507385639093399,0.228585769375,0.0507388153749999,True,9.07012585511183e-06,True,C02,1.15,0.24,0.2285948360142919,0.0507385639093399,0.7617187499999999,2.390400752314816e-05,True,0.5355306568184472,False,1.15,0.24,0.5355215866925921
1.15,0.245,1.15,0.245,0.2307824625023916,0.048079054596058,0.230780359375,0.0480797163333333,True,2.2047768700766893e-06,True,C02,1.15,0.245,0.2307824625023916,0.048079054596058,0.7614583333333332,1.770572916666667e-05,True,0.532847795469854,False,1.15,0.245,0.5328455906929839
1.15,0.255,1.15,0.255,0.2349869062470309,0.0427764608549247,0.2349879406249999,0.0427763616666666,True,1.0391227517950416e-06,True,C02,1.15,0.255,0.2349869062470309,0.0427764608549247,0.7614583333333332,1.0110243055555554e-05,True,0.528205570098371,False,1.15,0.255,0.5282045309756191
1.15,0.27,1.15,0.27,0.2409053276374326,0.0348628766548256,0.2408961893749999,0.0348613562499999,True,9.263879917346696e-06,True,C02,1.15,0.27,0.2409053276374326,0.0348628766548256,0.7617187499999999,2.53356963734568e-05,True,0.5219772745752843,False,1.15,0.27,0.5219680106953669
1.15,0.28,1.15,0.28,0.2446187068139639,0.0296134911601608,0.244622385625,0.0296117016666666,True,4.090958030236701e-06,True,C02,1.15,0.28,0.2446187068139639,0.0296134911601608,0.7614583333333332,1e-06,True,0.5176872600068422,False,1.15,0.28,0.517683169048812
1.15,0.295,1.15,0.295,0.2498796478668118,0.0217781061290199,0.2498749018749999,0.021779503625,True,4.947467361500544e-06,True,C02,1.15,0.295,0.2498796478668118,0.0217781061290199,0.7614583333333332,1e-06,True,0.5120419843870312,False,1.15,0.295,0.5120370369196697
1.15,0.305,1.15,0.305,0.2532006740129504,0.0165798894695289,0.2531981687499999,0.0165767793333333,True,3.993656170257516e-06,True,C02,1.15,0.305,0.2532006740129504,0.0165798894695289,0.7617187499999999,7.871202256944448e-06,True,0.508788035821423,False,1.15,0.305,0.5087840421652527
1.15,0.315,1.15,0.315,0.2563867015239384,0.0114016668043197,0.2563870656249999,0.0113984369999999,True,3.250262378209432e-06,True,C02,1.15,0.315,0.2563867015239384,0.0114016668043197,0.7617187499999999,1e-06,True,0.5054606358764209,False,1.15,0.315,0.5054573856140426
1.15,0.325,1.15,0.325,0.2594484009759462,0.0062432011009221,0.2594504987499998,0.0062453186666666,True,2.9807282100817333e-06,True,C02,1.15,0.325,0.2594484009759462,0.0062432011009221,0.7617187499999999,1e-06,True,0.5023091364720823,False,1.15,0.325,0.5023061557438723
1.15,0.335,1.15,0.335,0.2623955037838868,0.0011041412933339,0.262393126875,0.0011060957732421,True,3.077285746859782e-06,True,C02,1.15,0.335,0.2623955037838868,0.0011041412933339,0.7617187499999999,8.30070891203704e-06,True,0.4993244487088365,False,1.15,0.335,0.4993213714230897
1.2,0.21,1.2,0.21,0.2448068539706601,0.0584207255229755,0.24480333375,0.05841996475,True,3.601489832848586e-06,True,C02,1.2,0.21,0.2448068539706601,0.0584207255229755,0.7614583333333332,6.355787037037038e-05,True,0.5199368328403681,False,1.2,0.21,0.5199332313505353
1.2,0.22,1.2,0.22,0.2494856439968795,0.0533524111085035,0.2494891331249999,0.0533481676666666,True,5.493706732591509e-06,True,C02,1.2,0.22,0.2494856439968795,0.0533524111085035,0.7614583333333332,1e-06,True,0.5147449928786774,False,1.2,0.22,0.5147394991719447
1.2,0.235,1.2,0.235,0.2560225128206299,0.0457721821085441,0.25602556125,0.045769803375,True,3.866690432179373e-06,True,C02,1.2,0.235,0.2560225128206299,0.0457721821085441,0.7614583333333332,1e-06,True,0.5075040588694472,False,1.2,0.235,0.507500192179015
1.2,0.245,1.2,0.245,0.2600948465164141,0.0407339128760973,0.2600917875000001,0.040734186375,True,3.071218499383011e-06,True,C02,1.2,0.245,0.2600948465164141,0.0407339128760973,0.7614583333333332,5.668576388888889e-05,True,0.5030109170969922,False,1.2,0.245,0.5030078458784928
1.2,0.255,1.2,0.255,0.263963097096914,0.035708125553459,0.263967666875,0.0357100416666666,True,4.955235774367939e-06,True,C02,1.2,0.255,0.263963097096914,0.035708125553459,0.7614583333333332,3.136747685185185e-05,True,0.4987728352113689,False,1.2,0.255,0.4987678799755945
1.2,0.27,1.2,0.27,0.2694219816973155,0.0281934209134859,0.269426515625,0.0281947942832031,True,4.73736684541294e-06,True,C02,1.2,0.27,0.2694219816973155,0.0281934209134859,0.7614583333333332,3.604340277777777e-05,True,0.4928413631581296,False,1.2,0.27,0.4928366257912842
1.2,0.28,1.2,0.28,0.2728551179959058,0.0231999783501148,0.272858934375,0.0232046913333333,True,6.064401059332795e-06,True,C02,1.2,0.28,0.2728551179959058,0.0231999783501148,0.7614583333333332,1e-06,True,0.4891536513556467,False,1.2,0.28,0.4891475869545874
1.2,0.29,1.2,0.29,0.2761394710534925,0.0182199207352464,0.2761438506250001,0.018219857477539,True,4.380028324953712e-06,True,C02,1.2,0.29,0.2761394710534925,0.0182199207352464,0.7614583333333332,3.823958333333333e-05,True,0.48565931640822957,False,1.2,0.29,0.4856549363799046
1.2,0.305,1.2,0.305,0.2808134170882979,0.010775474028804,0.2808141812499999,0.0107776643457031,True,2.319791202960928e-06,True,C02,1.2,0.305,0.2808134170882979,0.010775474028804,0.7617187499999999,2.390400752314816e-05,True,0.48102550398168853,False,1.2,0.305,0.48102318419048556
1.2,0.325,1.2,0.325,0.2866288204509615,0.0008989707890822,0.286637200625,0.0008990770389811,True,8.380847567891704e-06,True,C02,1.2,0.325,0.2866288204509615,0.0008989707890822,0.7617187499999999,1e-06,True,0.4750907781787059,False,1.2,0.325,0.475082397331138
1.25,0.055,1.25,0.055,0.1315006710691934,0.1227178308038424,0.1314950793749999,0.1227181096249999,True,5.598641370124509e-06,True,C10,1.25,0.055,0.1315006710691934,0.1227178308038424,0.7614583333333332,3.136747685185185e-05,True,0.641793288005558,False,1.25,0.055,0.6417876893641878
1.25,0.06,1.25,0.06,0.1415835703820256,0.1205332173435139,0.1415849456249999,0.120533495625,True,1.403115755696782e-06,True,C10,1.25,0.06,0.1415835703820256,0.1205332173435139,0.7614583333333332,3.604340277777777e-05,True,0.6314778623765396,False,1.25,0.06,0.6314764592607839
1.25,0.065,1.25,0.065,0.1506951271590784,0.1183283201500585,0.15069764375,0.11832813125,True,2.523670560664966e-06,True,C10,1.25,0.065,0.1506951271590784,0.1183283201500585,0.7614583333333332,6.355787037037038e-05,True,0.622107907049353,False,1.25,0.065,0.6221053833787924
1.25,0.07,1.25,0.07,0.1590167354190658,0.1161052740495865,0.159014508125,0.1161025016666666,True,3.5562544776889127e-06,True,C10,1.25,0.07,0.1590167354190658,0.1161052740495865,0.7614583333333332,3.823958333333333e-05,True,0.6135205256446489,False,1.25,0.07,0.6135169693901712
1.25,0.085,1.25,0.085,0.1803996647081534,0.1093447708499076,0.1803998906249999,0.1093439616666666,True,8.401285253059205e-07,True,C10,1.25,0.085,0.1803996647081534,0.1093447708499076,0.7614583333333332,1e-06,True,0.5912573353525042,False,1.25,0.085,0.5912564952239789
1.25,0.1,1.25,0.1,0.1979011052414519,0.1024759826612526,0.1978971368749999,0.10247643125,True,3.993640464746045e-06,True,C10,1.25,0.1,0.1979011052414519,0.1024759826612526,0.7614583333333332,5.668576388888889e-05,True,0.5727883219057064,False,1.25,0.1,0.5727843282652416
1.25,0.11,1.25,0.11,0.208004018994648,0.0978506750682412,0.2080009518749999,0.0978538523333333,True,4.41613364847068e-06,True,C10,1.25,0.11,0.208004018994648,0.0978506750682412,0.7614583333333332,1e-06,True,0.5620375761201954,False,1.25,0.11,0.562033159986547
1.3,0.05,1.3,0.05,0.1615554191173152,0.1092546527199461,0.161551943125,0.1092541483333333,True,3.512396394249785e-06,True,C10,1.3,0.05,0.1615554191173152,0.1092546527199461,0.7614583333333332,1e-06,True,0.6097703396505292,False,1.3,0.05,0.6097668272541349
1.3,0.065,1.3,0.065,0.1871969256061416,0.1041639159691191,0.1872003818749999,0.104164855,True,3.581560193017115e-06,True,C10,1.3,0.065,0.1871969256061416,0.1041639159691191,0.7614583333333332,6.355787037037038e-05,True,0.5836206378814097,False,1.3,0.065,0.5836170563212167
1.3,0.08,1.3,0.08,0.2075007810240294,0.0986490553402817,0.2074992725,0.098649229375,True,1.518529825354322e-06,True,C10,1.3,0.08,0.2075007810240294,0.0986490553402817,0.7614583333333332,3.823958333333333e-05,True,0.5626660312696742,False,1.3,0.08,0.5626645127398489
1.3,0.095,1.3,0.095,0.2242597404193372,0.0928297172883899,0.2242560112499999,0.0928338316666666,True,5.552910277508906e-06,True,C10,1.3,0.095,0.2242597404193372,0.0928297172883899,0.7614583333333332,3.398177083333332e-05,True,0.5451544522050806,False,1.3,0.095,0.5451488992948031
1.3,0.105,1.3,0.105,0.2339703702103566,0.0888207778196162,0.2339655762499999,0.0888226816666666,True,5.1581672610587465e-06,True,C10,1.3,0.105,0.2339703702103566,0.0888207778196162,0.7614583333333332,5.668576388888889e-05,True,0.5349043047855424,False,1.3,0.105,0.5348991466182813
1.3,0.115,1.3,0.115,0.2427464613915576,0.0847285306293376,0.242748008125,0.0847241387499999,True,4.656284834375752e-06,True,C10,1.3,0.115,0.2427464613915576,0.0847285306293376,0.7614583333333332,3.136747685185185e-05,True,0.5255812168822434,False,1.3,0.115,0.525576560597409
1.35,0.06,1.35,0.06,0.2124067462550743,0.0921176882388758,0.212403078125,0.092120631,True,4.702661084540098e-06,True,C10,1.35,0.06,0.2124067462550743,0.0921176882388758,0.7614583333333332,1e-06,True,0.5567253627465281,False,1.35,0.06,0.5567206600854435
1.35,0.07,1.35,0.07,0.2260138733706609,0.0895122772162717,0.2260224206249999,0.08951514875,True,9.016721282604698e-06,True,C10,1.35,0.07,0.2260138733706609,0.0895122772162717,0.7614583333333332,1.976736111111111e-05,True,0.542871696651146,False,1.35,0.07,0.5428626799298634
1.35,0.085,1.35,0.085,0.2433356910903244,0.0850637216319111,0.2433417156249999,0.0850632816666666,True,6.0405784054649895e-06,True,C10,1.35,0.085,0.2433356910903244,0.0850637216319111,0.7614583333333332,3.823958333333333e-05,True,0.5250527640175509,False,1.35,0.085,0.5250467234391454
1.35,0.095,1.35,0.095,0.2533052843780958,0.0818233107467824,0.2533086406249999,0.0818232968749999,True,3.3562755708899386e-06,True,C10,1.35,0.095,0.2533052843780958,0.0818233107467824,0.7614583333333332,0.0001109392361111,True,0.5146809038816206,False,1.35,0.095,0.5146775476060497
1.35,0.105,1.35,0.105,0.2622761714474776,0.0784113579145111,0.262275600625,0.078413171875,True,1.9016547941846967e-06,True,C10,1.35,0.105,0.2622761714474776,0.0784113579145111,0.7614583333333332,1e-06,True,0.5053028942855149,False,1.35,0.105,0.5053009926307207
1.35,0.11,1.35,0.11,0.2664395072019244,0.0766507552701587,0.2664370725,0.076651681875,True,2.6050662165506257e-06,True,C10,1.35,0.11,0.2664395072019244,0.0766507552701587,0.7614583333333332,3.136747685185185e-05,True,0.5009133346301924,False,1.35,0.11,0.5009107295639759
1.4,0.055,1.4,0.055,0.2358953607948584,0.080102566612191,0.23589698375,0.0801034233333333,True,1.8351987650751095e-06,True,C10,1.4,0.055,0.2358953607948584,0.080102566612191,0.7614583333333332,0.0001178113425925,True,0.5316145212266263,False,1.4,0.055,0.5316126860278613
1.4,0.065,1.4,0.065,0.2492077677030013,0.0787065106241082,0.249216315625,0.078707408125,True,8.594910025508941e-06,True,C10,1.4,0.065,0.2492077677030013,0.0787065106241082,0.7614583333333332,6.355787037037038e-05,True,0.5182522127366382,False,1.4,0.065,0.5182436178266128
1.4,0.08,1.4,0.08,0.2661290557451206,0.0756907205857265,0.2661270437499999,0.07569420625,True,4.024671389472827e-06,True,C10,1.4,0.08,0.2661290557451206,0.0756907205857265,0.7614583333333332,1.2171874999999996e-05,True,0.5010771756636121,False,1.4,0.08,0.5010731509922226
1.4,0.09,1.4,0.09,0.275856408505958,0.0732297072154944,0.2758553375000001,0.0732270216666666,True,2.891232655533702e-06,True,C10,1.4,0.09,0.275856408505958,0.0732297072154944,0.7614583333333332,3.3981770833333346e-05,True,0.491087409347279,False,1.4,0.09,0.4910845181146235
1.4,0.1,1.4,0.1,0.2846022594703237,0.0704955574151523,0.2845957593749998,0.0704962116666666,True,6.5329384095896675e-06,True,C10,1.4,0.1,0.2846022594703237,0.0704955574151523,0.7614583333333332,1.770572916666667e-05,True,0.4820361425850927,False,1.4,0.1,0.4820296096466831
1.4,0.115,1.4,0.115,0.2962218237406611,0.0659925696254854,0.2962151793749999,0.0659942816666666,True,6.861390532933442e-06,True,C10,1.4,0.115,0.2962218237406611,0.0659925696254854,0.7614583333333332,3.136747685185185e-05,True,0.4698892316779194,False,1.4,0.115,0.4698823702873865
1.25,0.12,1.25,0.12,0.2171187822126098,0.0931959386996336,0.217119144375,0.0931934033333333,True,2.5611020818256057e-06,True,C11,1.25,0.12,0.2171187822126098,0.0931959386996336,0.7614583333333332,3.604340277777777e-05,True,0.5522538483397212,False,1.25,0.12,0.5522512872376394
1.25,0.125,1.25,0.125,0.2213574976778959,0.0908591657147537,0.2213578812499999,0.0908560123333333,True,3.176624299707785e-06,True,C11,1.25,0.125,0.2213574976778959,0.0908591657147537,0.7614583333333332,6.355787037037038e-05,True,0.5476794272925839,False,1.25,0.125,0.5476762506682842
1.25,0.13,1.25,0.13,0.2254063308428138,0.0885168779525414,0.2254090225,0.088515694375,True,2.940386744036606e-06,True,C11,1.25,0.13,0.2254063308428138,0.0885168779525414,0.7614583333333332,3.823958333333333e-05,True,0.5433049041024431,False,1.25,0.13,0.543301963715699
1.25,0.135,1.25,0.135,0.2292797469069861,0.0861695821740407,0.229281558125,0.0861735683333333,True,4.378353183550033e-06,True,C11,1.25,0.135,0.2292797469069861,0.0861695821740407,0.7614583333333332,3.3981770833333326e-05,True,0.5391042473469914,False,1.25,0.135,0.5390998689938078
1.25,0.14,1.25,0.14,0.2329906146711097,0.0838177442773477,0.2329906443749999,0.0838155756249999,True,2.1688557643836057e-06,True,C11,1.25,0.14,0.2329906146711097,0.0838177442773477,0.7614583333333332,1.770572916666667e-05,True,0.5350706272341359,False,1.25,0.14,0.5350684583783715
1.25,0.15,1.25,0.15,0.2399695757908944,0.0791021284512497,0.239971896875,0.079097335,True,5.325843248585733e-06,True,C11,1.25,0.15,0.2399695757908944,0.0791021284512497,0.7614583333333332,1.0110243055555554e-05,True,0.5274524353791552,False,1.25,0.15,0.5274471095359066
1.25,0.165,1.25,0.165,0.249471908602467,0.072004408591219,0.2494767774999999,0.072000765,True,6.081276194769546e-06,True,C11,1.25,0.165,0.249471908602467,0.072004408591219,0.7614583333333332,1e-06,True,0.5170247479158507,False,1.25,0.165,0.517018666639656
1.25,0.175,1.25,0.175,0.2552531931688245,0.0672601587494335,0.2552535281250001,0.067262549,True,2.4136058937247745e-06,True,C11,1.25,0.175,0.2552531931688245,0.0672601587494335,0.7614583333333332,1.9767361111111115e-05,True,0.510651460551152,False,1.25,0.175,0.5106490469452583
1.25,0.185,1.25,0.185,0.2606507009450217,0.0625085633894292,0.2606476662500001,0.0625122316666667,True,4.760843598071869e-06,True,C11,1.25,0.185,0.2606507009450217,0.0625085633894292,0.7614583333333332,3.823958333333333e-05,True,0.5046888407868997,False,1.25,0.185,0.5046840799433017
1.25,0.2,1.25,0.2,0.2681174439846895,0.0553716212071203,0.2681197975,0.05537090375,True,2.460442853654343e-06,True,C11,1.25,0.2,0.2681174439846895,0.0553716212071203,0.7614583333333332,3.398177083333332e-05,True,0.49643477662397023,False,1.25,0.2,0.49643231618111655
1.3,0.125,1.3,0.125,0.2507348468934173,0.0805663184923582,0.250732488125,0.080563269,True,3.855281064869226e-06,True,C11,1.3,0.125,0.2507348468934173,0.0805663184923582,0.7614583333333332,5.668576388888889e-05,True,0.5170302511105284,False,1.3,0.125,0.5170263958294635
1.3,0.14,1.3,0.14,0.2614849500675949,0.0742149320251794,0.261484390625,0.0742150616666666,True,5.742673003136977e-07,True,C11,1.3,0.14,0.2614849500675949,0.0742149320251794,0.7614583333333332,1e-06,True,0.5054513742001566,False,1.3,0.14,0.5054507999328564
1.3,0.15,1.3,0.15,0.2679572274581126,0.0699210503103882,0.26795869125,0.069918715,True,2.7561497235690285e-06,True,C11,1.3,0.15,0.2679572274581126,0.0699210503103882,0.7614583333333332,1e-06,True,0.4984296890590216,False,1.3,0.15,0.498426932909298
1.3,0.165,1.3,0.165,0.2767939145626458,0.0634079026984927,0.27679278125,0.0634040249999999,True,4.039918706371077e-06,True,C11,1.3,0.165,0.2767939145626458,0.0634079026984927,0.7614583333333332,1e-06,True,0.4887944702348262,False,1.3,0.165,0.48879043031611985
1.3,0.18,1.3,0.18,0.2847433722614646,0.0568244575691361,0.2847442712499999,0.056827330375,True,3.010181708503559e-06,True,C11,1.3,0.18,0.2847433722614646,0.0568244575691361,0.7614583333333332,1.2171874999999996e-05,True,0.48008831470422747,False,1.3,0.18,0.48008530452251896
1.3,0.19,1.3,0.19,0.2896217231739951,0.0524040829124998,0.289618988125,0.0524065023333333,True,3.651587350077898e-06,True,C11,1.3,0.19,0.2896217231739951,0.0524040829124998,0.7614583333333332,1e-06,True,0.47473768523826876,False,1.3,0.19,0.4747340336509187
1.3,0.205,1.3,0.205,0.2963941012868269,0.0457359573632657,0.2963893175,0.0457374142499999,True,5.000713485234032e-06,True,C11,1.3,0.205,0.2963941012868269,0.0457359573632657,0.7614583333333332,1e-06,True,0.46730763556144295,False,1.3,0.205,0.4673026348479577
1.35,0.12,1.35,0.12,0.2742053174866416,0.0730358087275012,0.2742069208333333,0.073036068125,True,1.6241944699276705e-06,True,C11,1.35,0.12,0.2742053174866416,0.0730358087275012,0.7614583333333332,3.136747685185185e-05,True,0.4926917392183634,False,1.35,0.12,0.4926901150238935
1.35,0.13,1.35,0.13,0.2813135711090627,0.0693127042819089,0.281316184375,0.06931403875,True,2.934274006509828e-06,True,C11,1.35,0.13,0.2813135711090627,0.0693127042819089,0.7614583333333332,0.0001178113425925,True,0.48510506686725585,False,1.35,0.13,0.48510213259324936
1.35,0.14,1.35,0.14,0.2878537618589696,0.065498137605778,0.287850465625,0.065499505,True,3.5686027154567e-06,True,C11,1.35,0.14,0.2878537618589696,0.065498137605778,0.7614583333333332,1e-06,True,0.4781120843023797,False,1.35,0.14,0.4781085156996643
1.35,0.15,1.35,0.15,0.2938988427909336,0.0616057159092201,0.293895645625,0.0616068066666666,True,3.378109206956973e-06,True,C11,1.35,0.15,0.2938988427909336,0.0616057159092201,0.7614583333333332,1e-06,True,0.47160048581243424,False,1.35,0.15,0.47159710770322727
1.35,0.16,1.35,0.16,0.2995091787227976,0.0576466978458383,0.299504254375,0.057646075,True,4.963581183971568e-06,True,C11,1.35,0.16,0.2995091787227976,0.0576466978458383,0.7614583333333332,3.3981770833333326e-05,True,0.4655279223622657,False,1.35,0.16,0.46552295878108174
1.35,0.175,1.35,0.175,0.3072180313716652,0.0516035602251204,0.30722007875,0.0516052323333333,True,2.6434265492921993e-06,True,C11,1.35,0.175,0.3072180313716652,0.0516035602251204,0.7614583333333332,1e-06,True,0.45716198020834425,False,1.35,0.175,0.457159336781795
1.35,0.19,1.35,0.19,0.3142004177558614,0.0454576540431336,0.3141972137499999,0.0454585083333333,True,3.3159410889748763e-06,True,C11,1.35,0.19,0.3142004177558614,0.0454576540431336,0.7614583333333332,3.136747685185185e-05,True,0.44955888441661,False,1.35,0.19,0.44955556847552103
1.35,0.195,1.35,0.195,0.3163863053741663,0.0433899218473674,0.31638521625,0.043384752,True,5.283324072198857e-06,True,C11,1.35,0.195,0.3163863053741663,0.0433899218473674,0.7614583333333332,1.1513020833333332e-05,True,0.44718094371742567,False,1.35,0.195,0.4471756603933535
1.35,0.205,1.35,0.205,0.3205673791062923,0.0392299223989418,0.3205680512499999,0.039232305,True,2.4755938613192824e-06,True,C11,1.35,0.205,0.3205673791062923,0.0392299223989418,0.7614583333333332,1.976736111111111e-05,True,0.4426310763800046,False,1.35,0.205,0.4426286007861433
1.4,0.13,1.4,0.13,0.3063854824913954,0.0611151985503771,0.3063840991666667,0.061115067,True,1.3895656899819068e-06,True,C11,1.4,0.13,0.3063854824913954,0.0611151985503771,0.7614583333333332,1.2171874999999996e-05,True,0.45915670466878783,False,1.4,0.13,0.45915531510309787
1.4,0.145,1.4,0.145,0.3153782841847528,0.0559501968448136,0.3153716393749999,0.0559522666666666,True,6.959716887564769e-06,True,C11,1.4,0.145,0.3153782841847528,0.0559501968448136,0.7614583333333332,0.0001109392361111,True,0.4495613783886367,False,1.4,0.145,0.4495544186717491
1.4,0.16,1.4,0.16,0.3234118947756643,0.0505600727271105,0.3234161487500001,0.0505563123333333,True,5.677751228186973e-06,True,C11,1.4,0.16,0.3234118947756643,0.0505600727271105,0.7614583333333332,5.668576388888889e-05,True,0.440948153899996,False,1.4,0.16,0.4409424761487678
1.4,0.17,1.4,0.17,0.3283163310618344,0.0468651382343523,0.3283184874999999,0.046866613625,True,2.612853445006529e-06,True,C11,1.4,0.17,0.3283163310618344,0.0468651382343523,0.7614583333333332,1.0110243055555556e-05,True,0.4356688969617045,False,1.4,0.17,0.4356662841082595
1.4,0.18,1.4,0.18,0.3329061267127761,0.0431021730901373,0.33290383625,0.0431030483333333,True,2.451993144545705e-06,True,C11,1.4,0.18,0.3329061267127761,0.0431021730901373,0.7614583333333332,1e-06,True,0.4307141800789645,False,1.4,0.18,0.43071172808582
1.4,0.195,1.4,0.195,0.3392727143507565,0.0373503591752265,0.339281405625,0.03735040875,True,8.69141562884378e-06,True,C11,1.4,0.195,0.3392727143507565,0.0373503591752265,0.7614583333333332,1.9767361111111115e-05,True,0.42383283256597,False,1.4,0.195,0.4238241411503411
1.4,0.205,1.4,0.205,0.3432124396512809,0.0334556201732537,0.3432084581249999,0.0334599366249999,True,5.872334050750897e-06,True,C11,1.4,0.205,0.3432124396512809,0.0334556201732537,0.7614583333333332,1.2171874999999996e-05,True,0.41958085253735855,False,1.4,0.205,0.4195749802033078
1.25,0.21,1.25,0.21,0.2727260864318847,0.0506097964643259,0.27272653625,0.0506115518749999,True,1.8121266432658442e-06,True,C12,1.25,0.21,0.2727260864318847,0.0506097964643259,0.7617187499999999,2.390400752314816e-05,True,0.4916022350834983,False,1.25,0.21,0.4916004229568551
1.25,0.22,1.25,0.22,0.2770736728867821,0.0458466775087439,0.27707805375,0.04584624225,True,4.4024325898520685e-06,True,C12,1.25,0.22,0.2770736728867821,0.0458466775087439,0.7614583333333332,1e-06,True,0.4865494069692783,False,1.25,0.22,0.4865450045366884
1.25,0.23,1.25,0.23,0.2811853643047579,0.0410836573707542,0.2811866437499999,0.0410852783333333,True,2.0650665389277568e-06,True,C12,1.25,0.23,0.2811853643047579,0.0410836573707542,0.7614583333333332,3.136747685185185e-05,True,0.48202428910279604,False,1.25,0.23,0.4820222240362571
1.25,0.24,1.25,0.24,0.2850832400495695,0.036322018907998,0.2850787718749999,0.0363246623333333,True,5.1915586760977866e-06,True,C12,1.25,0.24,0.2850832400495695,0.036322018907998,0.7614583333333332,3.604340277777777e-05,True,0.47775506435775233,False,1.25,0.24,0.4777498727990762
