source_path,destination_path,category,subcategory,experiment,file_type,git_tracked,required_for_article,required_for_reproduction,anchor_budget,action,dependency_reason,notes,layer,scope_group,size_bytes,content_sha256,duplicate_of,refinement_reason,actual_destination,migration_status,sha256_source,sha256_destination,validation_status
assets/pinn_subsonic/comparaisons_modales/Fig_supp_10_bidirectional_continuation_overlap.png,assets/pinn_subsonic/png/comparaisons_modales/Fig_supp_10_bidirectional_continuation_overlap.png,pinn_subsonic,scientific_figure,atlas_overlap,png,false,false,true,,COPY,name/content/dependency audit match,untracked source: copy only,SUPPORTING,overlap 195,190340,,,second-pass scope classification,assets/pinn_subsonic/png/comparaisons_modales/Fig_supp_10_bidirectional_continuation_overlap.png,COPY_ALREADY_PRESENT,9f74206fc39d08d853ed2333d029fd1db351a8bc0a257fd23a4a7552a5bff1d0,9f74206fc39d08d853ed2333d029fd1db351a8bc0a257fd23a4a7552a5bff1d0,SHA256_OK
assets/pinn_subsonic/comparaisons_modales/Fig_supp_direct_pinn_modal_error_heatmaps.pdf,assets/pinn_subsonic/pdf/comparaisons_modales/Fig_supp_direct_pinn_modal_error_heatmaps.pdf,pinn_subsonic,scientific_figure,subsonic_general,pdf,false,false,false,,ARCHIVE,name/content/dependency audit match,untracked source: copy only,ARCHIVE,obsolete development outputs,29854,,,second-pass scope classification,archive/assets/assets/pinn_subsonic/comparaisons_modales/Fig_supp_direct_pinn_modal_error_heatmaps.pdf,COPY,7b1b7605e661d728cac9ad43f5eaa78e7a7636261a4baba4d7c000fd2d89aac0,7b1b7605e661d728cac9ad43f5eaa78e7a7636261a4baba4d7c000fd2d89aac0,SHA256_OK
assets/pinn_subsonic/comparaisons_modales/Fig_supp_direct_pinn_modal_error_heatmaps.png,assets/pinn_subsonic/png/comparaisons_modales/Fig_supp_direct_pinn_modal_error_heatmaps.png,pinn_subsonic,scientific_figure,subsonic_general,png,false,false,false,,ARCHIVE,name/content/dependency audit match,untracked source: copy only,ARCHIVE,obsolete development outputs,265098,,,second-pass scope classification,archive/assets/assets/pinn_subsonic/comparaisons_modales/Fig_supp_direct_pinn_modal_error_heatmaps.png,COPY,9438ba443696b33e75aa65983fafb80f539f30402a58f1450fe2934aa659a3c3,9438ba443696b33e75aa65983fafb80f539f30402a58f1450fe2934aa659a3c3,SHA256_OK
assets/pinn_subsonic/comparaisons_modales/Fig_supp_modal_overlap_defect.pdf,assets/pinn_subsonic/pdf/comparaisons_modales/Fig_supp_modal_overlap_defect.pdf,pinn_subsonic,scientific_figure,atlas_overlap,pdf,false,false,true,,COPY,name/content/dependency audit match,untracked source: copy only,SUPPORTING,overlap 195,30268,,,second-pass scope classification,assets/pinn_subsonic/pdf/comparaisons_modales/Fig_supp_modal_overlap_defect.pdf,COPY_ALREADY_PRESENT,271c3c54babd73606ce0103e3539126b66911a95b3970e1c0b8c3c6b533d734a,271c3c54babd73606ce0103e3539126b66911a95b3970e1c0b8c3c6b533d734a,SHA256_OK
assets/pinn_subsonic/comparaisons_modales/Fig_supp_modal_overlap_defect.png,assets/pinn_subsonic/png/comparaisons_modales/Fig_supp_modal_overlap_defect.png,pinn_subsonic,scientific_figure,atlas_overlap,png,false,false,true,,COPY,name/content/dependency audit match,untracked source: copy only,SUPPORTING,overlap 195,379593,,,second-pass scope classification,assets/pinn_subsonic/png/comparaisons_modales/Fig_supp_modal_overlap_defect.png,COPY_ALREADY_PRESENT,906280243d1450dfe431b01cae7b4f469b7eb1eae08f081b11f824a5a59446f8,906280243d1450dfe431b01cae7b4f469b7eb1eae08f081b11f824a5a59446f8,SHA256_OK
assets/pinn_subsonic/data/ci_supervision_budget_summary.csv,assets/pinn_subsonic/csv/data/Table_ci_supervision_budget_summary.csv,pinn_subsonic,scientific_data,subsonic_general,csv,true,false,false,,ARCHIVE,name/content/dependency audit match,absent from dirty original; present at branch HEAD/new worktree; tracked file deleted in original; retain HEAD version unless explicitly rejected; source path absent in authorized d9ab6177 state; migrated destination preserved by archive policy,ARCHIVE,obsolete development outputs,1516,,,second-pass scope classification,archive/csv/assets/pinn_subsonic/data/ci_supervision_budget_summary.csv,GIT_MV,6685915d7aa4ce5fbe160a7d2ef3a82dd022f9256d42996b6f74bb6c44357422,6685915d7aa4ce5fbe160a7d2ef3a82dd022f9256d42996b6f74bb6c44357422,DESTINATION_PRESERVED_SOURCE_MISSING
assets/pinn_subsonic/data/comparison_summary.csv,assets/pinn_subsonic/csv/data/Table_comparison_summary.csv,pinn_subsonic,scientific_data,subsonic_general,csv,true,false,false,,ARCHIVE,name/content/dependency audit match,absent from dirty original; present at branch HEAD/new worktree; tracked file deleted in original; retain HEAD version unless explicitly rejected; source path absent in authorized d9ab6177 state; migrated destination preserved by archive policy,ARCHIVE,obsolete development outputs,505,,,second-pass scope classification,archive/csv/assets/pinn_subsonic/data/comparison_summary.csv,GIT_MV,266d296494bbf0f811e023b412f236e06b564926a53f428e0ad6be624b0fcf6b,266d296494bbf0f811e023b412f236e06b564926a53f428e0ad6be624b0fcf6b,DESTINATION_PRESERVED_SOURCE_MISSING
assets/pinn_subsonic/data/comparison_summary_model_saved.csv,assets/pinn_subsonic/csv/data/Table_comparison_summary_model_saved.csv,pinn_subsonic,scientific_data,subsonic_general,csv,true,false,false,,ARCHIVE,name/content/dependency audit match,absent from dirty original; present at branch HEAD/new worktree; tracked file deleted in original; retain HEAD version unless explicitly rejected; source path absent in authorized d9ab6177 state; migrated destination preserved by archive policy,ARCHIVE,obsolete development outputs,512,,,second-pass scope classification,archive/csv/assets/pinn_subsonic/data/comparison_summary_model_saved.csv,GIT_MV,171f7fff093e343d761d0237cacd00121a48841ce3cb7c79771612a04f3dbba3,171f7fff093e343d761d0237cacd00121a48841ce3cb7c79771612a04f3dbba3,DESTINATION_PRESERVED_SOURCE_MISSING
assets/pinn_subsonic/data/modefocus_lowalpha_summary.csv,assets/pinn_subsonic/csv/data/Table_modefocus_lowalpha_summary.csv,pinn_subsonic,scientific_data,subsonic_general,csv,true,false,false,,ARCHIVE,name/content/dependency audit match,absent from dirty original; present at branch HEAD/new worktree; tracked file deleted in original; retain HEAD version unless explicitly rejected; source path absent in authorized d9ab6177 state; migrated destination preserved by archive policy,ARCHIVE,obsolete development outputs,303,,,second-pass scope classification,archive/csv/assets/pinn_subsonic/data/modefocus_lowalpha_summary.csv,GIT_MV,3179e86943e16b6e9827e3fca24ee8b23a5364067086978c44a342eced92c049,3179e86943e16b6e9827e3fca24ee8b23a5364067086978c44a342eced92c049,DESTINATION_PRESERVED_SOURCE_MISSING
assets/pinn_subsonic/frozen_fixed_mach_alpha_sweep_best/KH_PINN_M05_highalpha_two_stage_862263.err,assets/pinn_subsonic/csv/KH_PINN_M05_highalpha_two_stage_862263.err,pinn_subsonic,support_file,fixed_Mach,log,true,false,false,,ARCHIVE,name/content/dependency audit match,absent from dirty original; present at branch HEAD/new worktree; tracked file deleted in original; retain HEAD version unless explicitly rejected; source path absent in authorized d9ab6177 state; migrated destination preserved by archive policy,ARCHIVE,obsolete development outputs,791,,,second-pass scope classification,archive/miscellaneous/assets/pinn_subsonic/frozen_fixed_mach_alpha_sweep_best/KH_PINN_M05_highalpha_two_stage_862263.err,GIT_MV,df00cde7ca5f3e9ac8e339b1201691565d2130d74bf77dc00fcba3c8bb864702,df00cde7ca5f3e9ac8e339b1201691565d2130d74bf77dc00fcba3c8bb864702,DESTINATION_PRESERVED_SOURCE_MISSING
assets/pinn_subsonic/frozen_fixed_mach_alpha_sweep_best/KH_PINN_M05_highalpha_two_stage_862263.out,assets/pinn_subsonic/csv/KH_PINN_M05_highalpha_two_stage_862263.out,pinn_subsonic,support_file,fixed_Mach,log,true,false,false,,ARCHIVE,name/content/dependency audit match,absent from dirty original; present at branch HEAD/new worktree; tracked file deleted in original; retain HEAD version unless explicitly rejected; source path absent in authorized d9ab6177 state; migrated destination preserved by archive policy,ARCHIVE,obsolete development outputs,6397,,,second-pass scope classification,archive/miscellaneous/assets/pinn_subsonic/frozen_fixed_mach_alpha_sweep_best/KH_PINN_M05_highalpha_two_stage_862263.out,GIT_MV,0f8d4537e344a76c9b0b60358626bd26981ed22b28932936b063d4e2bff8c039,0f8d4537e344a76c9b0b60358626bd26981ed22b28932936b063d4e2bff8c039,DESTINATION_PRESERVED_SOURCE_MISSING
assets/pinn_subsonic/frozen_fixed_mach_alpha_sweep_best/README.md,assets/pinn_subsonic/csv/canonical_source/source_tree/assets/pinn_subsonic/frozen_fixed_mach_alpha_sweep_best/README.md,documentation,protocol_or_metadata,fixed_Mach,markdown,true,false,true,,MOVE,name/content/dependency audit match,absent from dirty original; present at branch HEAD/new worktree; tracked file deleted in original; retain HEAD version unless explicitly rejected; source path absent in authorized d9ab6177 state; migrated destination preserved by archive policy,SUPPORTING,active supporting software,823,a1fcf2333f36fed10852f64889588b4aec5ba23f24e6612a5d987aa68510a406,,destination collision resolved conceptually,assets/pinn_subsonic/csv/fixed_mach/A4/stage1_pressure_overlap/README.md,GIT_MV_ALREADY_APPLIED,a1fcf2333f36fed10852f64889588b4aec5ba23f24e6612a5d987aa68510a406,a1fcf2333f36fed10852f64889588b4aec5ba23f24e6612a5d987aa68510a406,DESTINATION_PRESERVED_SOURCE_MISSING
assets/pinn_subsonic/frozen_fixed_mach_alpha_sweep_best/classic_two_stage_repair_summary.csv,assets/pinn_subsonic/csv/frozen_fixed_mach_alpha_sweep_best/Table_classic_two_stage_repair_summary.csv,pinn_subsonic,scientific_data,fixed_Mach,csv,true,false,false,,ARCHIVE,name/content/dependency audit match,absent from dirty original; present at branch HEAD/new worktree; tracked file deleted in original; retain HEAD version unless explicitly rejected; source path absent in authorized d9ab6177 state; migrated destination preserved by archive policy,ARCHIVE,obsolete development outputs,4096,,,second-pass scope classification,archive/csv/assets/pinn_subsonic/frozen_fixed_mach_alpha_sweep_best/classic_two_stage_repair_summary.csv,GIT_MV,7c63212f7662f200e28bf0e27ea52abbdef7e68b9f24851c73594d1adb275132,7c63212f7662f200e28bf0e27ea52abbdef7e68b9f24851c73594d1adb275132,DESTINATION_PRESERVED_SOURCE_MISSING
assets/pinn_subsonic/frozen_fixed_mach_alpha_sweep_best/stage_b_pressure_overlap/config.csv,assets/pinn_subsonic/csv/frozen_fixed_mach_alpha_sweep_best/stage_b_pressure_overlap/Table_config.csv,pinn_subsonic,scientific_data,fixed_Mach,csv,true,false,true,,MOVE,name/content/dependency audit match,absent from dirty original; present at branch HEAD/new worktree; tracked file deleted in original; retain HEAD version unless explicitly rejected; source path absent in authorized d9ab6177 state; migrated destination preserved by archive policy,SUPPORTING,overlap 195,4020,,,second-pass scope classification,assets/pinn_subsonic/csv/fixed_mach/A4/stage1_pressure_overlap/Table_config.csv,GIT_MV_ALREADY_APPLIED,140e44436760f3f4e1bd6976f571d263b91c8b739529fa9fc1ea6d68cf76a72b,140e44436760f3f4e1bd6976f571d263b91c8b739529fa9fc1ea6d68cf76a72b,DESTINATION_PRESERVED_SOURCE_MISSING
assets/pinn_subsonic/frozen_fixed_mach_alpha_sweep_best/stage_b_pressure_overlap/history.csv,assets/pinn_subsonic/csv/frozen_fixed_mach_alpha_sweep_best/stage_b_pressure_overlap/Table_history.csv,pinn_subsonic,scientific_data,fixed_Mach,csv,true,false,true,,MOVE,name/content/dependency audit match,absent from dirty original; present at branch HEAD/new worktree; tracked file deleted in original; retain HEAD version unless explicitly rejected; source path absent in authorized d9ab6177 state; migrated destination preserved by archive policy,SUPPORTING,overlap 195,414422,,,second-pass scope classification,assets/pinn_subsonic/csv/fixed_mach/A4/stage1_pressure_overlap/Table_history.csv,GIT_MV_ALREADY_APPLIED,ce39de2cb718b26b57cc4ef7fc067615dce12a568e41dbb7e645fa43d714d4d0,ce39de2cb718b26b57cc4ef7fc067615dce12a568e41dbb7e645fa43d714d4d0,DESTINATION_PRESERVED_SOURCE_MISSING
assets/pinn_subsonic/frozen_fixed_mach_alpha_sweep_best/stage_b_pressure_overlap/model_best.pt,models_saved/supporting/overlap_195/model_best.pt,checkpoint,model_checkpoint,fixed_Mach,checkpoint,true,false,true,,MOVE,subsonic model state,absent from dirty original; present at branch HEAD/new worktree; tracked file deleted in original; retain HEAD version unless explicitly rejected; source path absent in authorized d9ab6177 state; migrated destination preserved by archive policy,SUPPORTING,supporting checkpoints,343775,ae8be222f09c2d811ccc192dc6d33ffa5d097ba93fe0f560d8e60b7c90c9ba3b,,second-pass scope classification,models_saved/supporting/overlap_195/model_best.pt,GIT_MV_ALREADY_APPLIED,ae8be222f09c2d811ccc192dc6d33ffa5d097ba93fe0f560d8e60b7c90c9ba3b,ae8be222f09c2d811ccc192dc6d33ffa5d097ba93fe0f560d8e60b7c90c9ba3b,DESTINATION_PRESERVED_SOURCE_MISSING
assets/pinn_subsonic/frozen_fixed_mach_alpha_sweep_best/stage_b_pressure_overlap/stage_summary.csv,assets/pinn_subsonic/csv/frozen_fixed_mach_alpha_sweep_best/stage_b_pressure_overlap/Table_stage_summary.csv,pinn_subsonic,scientific_data,fixed_Mach,csv,true,false,true,,MOVE,name/content/dependency audit match,absent from dirty original; present at branch HEAD/new worktree; tracked file deleted in original; retain HEAD version unless explicitly rejected; source path absent in authorized d9ab6177 state; migrated destination preserved by archive policy,SUPPORTING,overlap 195,1257,,,second-pass scope classification,assets/pinn_subsonic/csv/fixed_mach/A4/stage1_pressure_overlap/Table_stage_summary.csv,GIT_MV_ALREADY_APPLIED,c9f9680da2475a827aa20ab7fb6c030cae06d42643d4645f1f14627dbdd508e3,c9f9680da2475a827aa20ab7fb6c030cae06d42643d4645f1f14627dbdd508e3,DESTINATION_PRESERVED_SOURCE_MISSING
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/ci_anchor_metrics.csv,assets/pinn_subsonic/csv/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Table_ci_anchor_metrics.csv,pinn_subsonic,scientific_data,atlas,csv,false,false,false,,ARCHIVE,name/content/dependency audit match,untracked source: copy only,ARCHIVE,obsolete development outputs,130,,,second-pass scope classification,archive/csv/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/ci_anchor_metrics.csv,COPY,183aaccce4a13debcea733fea50bf56001739be180029796b0956dbb5942698a,183aaccce4a13debcea733fea50bf56001739be180029796b0956dbb5942698a,SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/ci_anchor_points.csv,assets/pinn_subsonic/csv/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Table_ci_anchor_points.csv,pinn_subsonic,scientific_data,atlas,csv,false,false,false,,ARCHIVE,name/content/dependency audit match,untracked source: copy only,ARCHIVE,obsolete development outputs,1977,,,second-pass scope classification,archive/csv/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/ci_anchor_points.csv,COPY,1265378759ca6ef7b0f7fc502fe5ae049ce017fff0675b8a1c737350defdbc78,1265378759ca6ef7b0f7fc502fe5ae049ce017fff0675b8a1c737350defdbc78,SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/ci_prefit_history.csv,assets/pinn_subsonic/csv/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Table_ci_prefit_history.csv,pinn_subsonic,scientific_data,atlas,csv,false,false,false,,ARCHIVE,name/content/dependency audit match,untracked source: copy only,ARCHIVE,obsolete development outputs,147895,,,second-pass scope classification,archive/csv/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/ci_prefit_history.csv,COPY,7abbf79fb3d1bdc8e82cfce64cb0edccf94ecf257edc5a97341ac169e68c8ca6,7abbf79fb3d1bdc8e82cfce64cb0edccf94ecf257edc5a97341ac169e68c8ca6,SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/diagnostics_summary.csv,assets/pinn_subsonic/csv/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Table_diagnostics_summary.csv,pinn_subsonic,scientific_data,atlas,csv,false,false,false,,ARCHIVE,name/content/dependency audit match,untracked source: copy only,ARCHIVE,obsolete development outputs,2900,,,second-pass scope classification,archive/csv/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/diagnostics_summary.csv,COPY,031169a1689efaef9f1622bcd5ed963f71db432b096d2d3d8a74be685f17477d,031169a1689efaef9f1622bcd5ed963f71db432b096d2d3d8a74be685f17477d,SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/fields_vs_classic_M0680_eta0025_a0018.csv,assets/pinn_subsonic/csv/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Table_fields_vs_classic_M0680_eta0025_a0018.csv,pinn_subsonic,scientific_data,atlas,csv,false,false,false,,ARCHIVE,name/content/dependency audit match,untracked source: copy only,ARCHIVE,obsolete development outputs,2951642,,,second-pass scope classification,archive/csv/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/fields_vs_classic_M0680_eta0025_a0018.csv,COPY,3299401ff0b702c7ba1b93cc964ee4381325562e8399427590a7575be318f38f,3299401ff0b702c7ba1b93cc964ee4381325562e8399427590a7575be318f38f,SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/fields_vs_classic_M0680_eta0040_a0029.csv,assets/pinn_subsonic/csv/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Table_fields_vs_classic_M0680_eta0040_a0029.csv,pinn_subsonic,scientific_data,atlas,csv,false,false,false,,ARCHIVE,name/content/dependency audit match,untracked source: copy only,ARCHIVE,obsolete development outputs,2980061,,,second-pass scope classification,archive/csv/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/fields_vs_classic_M0680_eta0040_a0029.csv,COPY,906f069101447343c7f2d0af4bd80af66cb1f118ef54b96799917e8bf49c7634,906f069101447343c7f2d0af4bd80af66cb1f118ef54b96799917e8bf49c7634,SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/fields_vs_classic_M0680_eta0055_a0040.csv,assets/pinn_subsonic/csv/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Table_fields_vs_classic_M0680_eta0055_a0040.csv,pinn_subsonic,scientific_data,atlas,csv,false,false,false,,ARCHIVE,name/content/dependency audit match,untracked source: copy only,ARCHIVE,obsolete development outputs,3006764,,,second-pass scope classification,archive/csv/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/fields_vs_classic_M0680_eta0055_a0040.csv,COPY,40aee7ea05225fafb0f5451a81d409e786dd6e29507f94b5f206985e42389129,40aee7ea05225fafb0f5451a81d409e786dd6e29507f94b5f206985e42389129,SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/fields_vs_classic_M0770_eta0025_a0016.csv,assets/pinn_subsonic/csv/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Table_fields_vs_classic_M0770_eta0025_a0016.csv,pinn_subsonic,scientific_data,atlas,csv,false,false,false,,ARCHIVE,name/content/dependency audit match,untracked source: copy only,ARCHIVE,obsolete development outputs,2952038,,,second-pass scope classification,archive/csv/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/fields_vs_classic_M0770_eta0025_a0016.csv,COPY,3bc4e2959f4575f7eaefdf2be6706f4b110fe64541c19beda35366d66fb9f303,3bc4e2959f4575f7eaefdf2be6706f4b110fe64541c19beda35366d66fb9f303,SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/fields_vs_classic_M0770_eta0040_a0026.csv,assets/pinn_subsonic/csv/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Table_fields_vs_classic_M0770_eta0040_a0026.csv,pinn_subsonic,scientific_data,atlas,csv,false,false,false,,ARCHIVE,name/content/dependency audit match,untracked source: copy only,ARCHIVE,obsolete development outputs,2968101,,,second-pass scope classification,archive/csv/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/fields_vs_classic_M0770_eta0040_a0026.csv,COPY,603a07fd4cff4f715fd65221f1d187446890835be526d0a608d0cbbc078d13ca,603a07fd4cff4f715fd65221f1d187446890835be526d0a608d0cbbc078d13ca,SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/fields_vs_classic_M0770_eta0055_a0035.csv,assets/pinn_subsonic/csv/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Table_fields_vs_classic_M0770_eta0055_a0035.csv,pinn_subsonic,scientific_data,atlas,csv,false,false,false,,ARCHIVE,name/content/dependency audit match,untracked source: copy only,ARCHIVE,obsolete development outputs,2983870,,,second-pass scope classification,archive/csv/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/fields_vs_classic_M0770_eta0055_a0035.csv,COPY,c92013fedab2252c28222112a80ac5d7cb2f264aab8549c39200d424e3ea763c,c92013fedab2252c28222112a80ac5d7cb2f264aab8549c39200d424e3ea763c,SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/fields_vs_classic_M0860_eta0025_a0013.csv,assets/pinn_subsonic/csv/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Table_fields_vs_classic_M0860_eta0025_a0013.csv,pinn_subsonic,scientific_data,atlas,csv,false,false,false,,ARCHIVE,name/content/dependency audit match,untracked source: copy only,ARCHIVE,obsolete development outputs,2937186,,,second-pass scope classification,archive/csv/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/fields_vs_classic_M0860_eta0025_a0013.csv,COPY,ec8fea5ae6d7a425c05b0ea5fddc5452a542c3356f276106f1dbee6d8f4da570,ec8fea5ae6d7a425c05b0ea5fddc5452a542c3356f276106f1dbee6d8f4da570,SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/fields_vs_classic_M0860_eta0040_a0020.csv,assets/pinn_subsonic/csv/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Table_fields_vs_classic_M0860_eta0040_a0020.csv,pinn_subsonic,scientific_data,atlas,csv,false,false,false,,ARCHIVE,name/content/dependency audit match,untracked source: copy only,ARCHIVE,obsolete development outputs,2944472,,,second-pass scope classification,archive/csv/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/fields_vs_classic_M0860_eta0040_a0020.csv,COPY,10fd7319900a3bb57d4edbf71f8c4b5977bc2086d08fe95a2cc0076981c29e57,10fd7319900a3bb57d4edbf71f8c4b5977bc2086d08fe95a2cc0076981c29e57,SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/fields_vs_classic_M0860_eta0055_a0028.csv,assets/pinn_subsonic/csv/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Table_fields_vs_classic_M0860_eta0055_a0028.csv,pinn_subsonic,scientific_data,atlas,csv,false,false,false,,ARCHIVE,name/content/dependency audit match,untracked source: copy only,ARCHIVE,obsolete development outputs,2974876,,,second-pass scope classification,archive/csv/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/fields_vs_classic_M0860_eta0055_a0028.csv,COPY,c8eb8f1493694175b0739740ff7c306ca560b8d70d04a29271bcb7958114523f,c8eb8f1493694175b0739740ff7c306ca560b8d70d04a29271bcb7958114523f,SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/history.csv,assets/pinn_subsonic/csv/joint_ci_mode_atlas_v2/ETAEDGE_HM1/Table_history.csv,pinn_subsonic,scientific_data,atlas,csv,false,false,false,,ARCHIVE,name/content/dependency audit match,untracked source: copy only,ARCHIVE,obsolete development outputs,13166579,,,second-pass scope classification,archive/csv/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/history.csv,COPY,57320110976ca1b3a4a3ff357b2ece9dd5ef5e8b0d0b8fadc6d77c9c10f0bf79,57320110976ca1b3a4a3ff357b2ece9dd5ef5e8b0d0b8fadc6d77c9c10f0bf79,SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/joint_training_metadata.json,assets/pinn_subsonic/csv/joint_ci_mode_atlas_v2/ETAEDGE_HM1/joint_training_metadata.json,pinn_subsonic,scientific_data,atlas,json,false,false,false,,ARCHIVE,name/content/dependency audit match,untracked source: copy only,ARCHIVE,obsolete development outputs,708,,,second-pass scope classification,archive/miscellaneous/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/joint_training_metadata.json,COPY,2e50a7470202bc0f99ad669271f66823da79f19db795d13040a0450b5571844b,2e50a7470202bc0f99ad669271f66823da79f19db795d13040a0450b5571844b,SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/model_best.pt,models_saved/archive/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/model_best.pt,checkpoint,model_checkpoint,atlas,checkpoint,false,false,false,,ARCHIVE,subsonic model state,untracked source: copy only,ARCHIVE,historical checkpoints,3388834,bcb318caf0f4adc79b59e5a6064f3428c78d24a5fa8116de1a6bee52ffe549f0,,second-pass scope classification,models_saved/archive/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/model_best.pt,COPY,bcb318caf0f4adc79b59e5a6064f3428c78d24a5fa8116de1a6bee52ffe549f0,bcb318caf0f4adc79b59e5a6064f3428c78d24a5fa8116de1a6bee52ffe549f0,SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/model_state.pt,models_saved/atlas/N340/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM1/model_state.pt,checkpoint,model_checkpoint,atlas,checkpoint,false,false,false,,EXCLUDE,subsonic model state; explicit checkpoint provenance,untracked source: copy only,EXCLUDE,duplicated outputs,3389374,af30f45b204cabb8572e177b3962658b70228ef647d541a75de7c4f5db4c19a6,pinn_subsonic/checkpoints/joint_atlas_v2/ETAEDGE_HM1/model_state.pt,second-pass scope classification,models_saved/production/atlas/N340/ETAEDGE_HM1/model_state.pt,ARTICLE_COPY_DEFERRED,af30f45b204cabb8572e177b3962658b70228ef647d541a75de7c4f5db4c19a6,,EXCLUDED_BY_MANIFEST
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM2A/ci_anchor_metrics.csv,assets/pinn_subsonic/csv/joint_ci_mode_atlas_v2/ETAEDGE_HM2A/Table_ci_anchor_metrics.csv,pinn_subsonic,scientific_data,atlas,csv,false,false,false,,ARCHIVE,name/content/dependency audit match,untracked source: copy only,ARCHIVE,obsolete development outputs,130,,,second-pass scope classification,archive/csv/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM2A/ci_anchor_metrics.csv,COPY,c03da25cca4e2a71eb2989454f8af556ffbe713fb3ae6db824b4b9721daf145c,c03da25cca4e2a71eb2989454f8af556ffbe713fb3ae6db824b4b9721daf145c,SHA256_OK
assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM2A/ci_anchor_points.csv,assets/pinn_subsonic/csv/joint_ci_mode_atlas_v2/ETAEDGE_HM2A/Table_ci_anchor_points.csv,pinn_subsonic,scientific_data,atlas,csv,false,false,false,,ARCHIVE,name/content/dependency audit match,untracked source: copy only,ARCHIVE,obsolete development outputs,1996,,,second-pass scope classification,archive/csv/assets/pinn_subsonic/joint_ci_mode_atlas_v2/ETAEDGE_HM2A/ci_anchor_points.csv,COPY,fbf9078668a50cb7f08997fabb269558b561370cd4792004b74da41349e10bae,fbf9078668a50cb7f08997fabb269558b561370cd4792004b74da41349e10bae,SHA256_OK
