task_id,convergence_point_id,selection_stratum,chart_id,checkpoint,Mach,eta,alpha,N,mapping_kind,mapping_scale,xi_max,convergence_regime,technical_success,reference_success,selection_source,error,field_family,ci_pinn,ci_classic,selected_raw_index,selected_cr,selected_ci,selected_omega_i,selected_p_overlap_pinn,selected_q_overlap_pinn,selected_combined_overlap_pinn,ci_abs_err_classic,profile_path,p_rel_classic,rho_rel_classic,u_rel_classic,v_rel_classic,p_overlap_classic,N_finest,ci_finest,omega_finest,ci_delta_to_finest,omega_delta_to_finest,p_rel_to_finest,p_overlap_to_finest,rho_rel_to_finest,rho_overlap_to_finest,u_rel_to_finest,u_overlap_to_finest,v_rel_to_finest,v_overlap_to_finest,modal_rel_max_to_finest
29,CONV_07,interior_mid_2,NEUTRAL1_HIM,assets/pinn_subsonic/joint_ci_mode_atlas_v2/NEUTRAL1_HIM/model_state.pt,0.5249999999999999,0.7250000000000001,0.6170491142324087,301,pin,5.0,0.98,standard_map5,True,True,central_max_ci,,pq_legacy,0.1649187017860238,0.1648142114076758,571,1.7796551815874232e-14,0.1648333466701015,0.1017102705587496,0.9999943478436606,0.9999955335519092,0.9999946442707228,1.9135262425695743e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_07__N301.npz,5.87834704446741e-05,5.878347044467023e-05,0.0009501934759815,6.865362829717765e-05,0.9999999982722516,501,0.1648109556058876,0.1016964541724098,2.2391064213894696e-05,1.3816386339793318e-05,4.6954661610280895e-05,0.99999999889763,4.695466161027845e-05,0.99999999889763,0.0006471025559405172,0.9999997994890161,6.093215235155093e-05,0.9999999981446183,0.0006471025559405172
30,CONV_07,interior_mid_2,NEUTRAL1_HIM,assets/pinn_subsonic/joint_ci_mode_atlas_v2/NEUTRAL1_HIM/model_state.pt,0.5249999999999999,0.7250000000000001,0.6170491142324087,401,pin,5.0,0.98,standard_map5,True,True,central_max_ci,,pq_legacy,0.1649187017860238,0.1648142114076758,764,1.1582582694632064e-14,0.1648180369559652,0.1017008237132027,0.9999944290677244,0.9999956422748902,0.999994732369516,3.825548289482228e-06,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_07__N401.npz,3.30170206440303e-05,3.301702064402983e-05,0.000529253675991,3.667897093417115e-05,0.9999999994549382,501,0.1648109556058876,0.1016964541724098,7.081350077597914e-06,4.369540792900639e-06,2.4120823099530553e-05,0.999999999709093,2.412082309952965e-05,0.999999999709093,0.00024327492102137112,0.9999999713026496,3.05674003118747e-05,0.9999999995329119,0.00024327492102137112
31,CONV_07,interior_mid_2,NEUTRAL1_HIM,assets/pinn_subsonic/joint_ci_mode_atlas_v2/NEUTRAL1_HIM/model_state.pt,0.5249999999999999,0.7250000000000001,0.6170491142324087,501,pin,5.0,0.98,standard_map5,True,True,central_max_ci,,pq_legacy,0.1649187017860238,0.1648142114076758,961,-1.1427729202370721e-14,0.1648109556058876,0.1016964541724098,0.9999944491848204,0.9999956067345104,0.9999947385722427,3.2558017881711976e-06,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_07__N501.npz,2.118764604222306e-05,2.118764604222128e-05,0.000334240572091,2.403936483198048e-05,0.999999999775542,501,0.1648109556058876,0.1016964541724098,0.0,0.0,1.485117719146945e-16,1.0,1.4076323072576424e-16,0.9999999999999997,1.4832981135858152e-16,0.9999999999999998,1.737638587362752e-16,1.0,1.737638587362752e-16
32,CONV_08,high_Mach_interior,HM1_LOW,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM1_LOW/model_state.pt,0.7749999999999999,0.38125,0.2409352200767615,201,pin,5.0,0.98,standard_map5,True,True,central_max_ci,,pq_etaaware,0.336966653359587,0.337548524015846,375,3.76886427055084e-14,0.3377224138091217,0.0813692240959558,0.999138696262508,0.9992072808035404,0.9991558423977662,0.0001738897932757,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_08__N201.npz,0.0001210317714914,0.0001210317714914,0.0009321229029501,0.000258533920334,0.9999999926756552,501,0.3375881492256051,0.0813368750289777,0.00013426458351661896,3.234906697810458e-05,0.00011054191461578682,0.9999999938902427,0.00011054191461578789,0.9999999938902424,0.0007784239917109222,0.9999997009986996,0.0002115360272645087,0.9999999822268336,0.0007784239917109222
33,CONV_08,high_Mach_interior,HM1_LOW,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM1_LOW/model_state.pt,0.7749999999999999,0.38125,0.2409352200767615,301,pin,5.0,0.98,standard_map5,True,True,central_max_ci,,pq_etaaware,0.336966653359587,0.337548524015846,571,1.4199505040004865e-13,0.3376335594985811,0.0813478159630909,0.9991132185781284,0.999127133950277,0.9991166974211656,8.503548273508521e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_08__N301.npz,5.492152489220572e-05,5.492152489220627e-05,0.0004248686081555,0.0001237511769287,0.9999999984918132,501,0.3375881492256051,0.0813368750289777,4.5410272975998645e-05,1.0940934113204404e-05,4.631888107970873e-05,0.9999999989272804,4.631888107970713e-05,0.9999999989272803,0.0002733153537169583,0.9999999631053973,7.864867783558982e-05,0.9999999974325184,0.0002733153537169583
34,CONV_08,high_Mach_interior,HM1_LOW,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM1_LOW/model_state.pt,0.7749999999999999,0.38125,0.2409352200767615,401,pin,5.0,0.98,standard_map5,True,True,central_max_ci,,pq_etaaware,0.336966653359587,0.337548524015846,765,7.754036048460235e-14,0.3376025112497817,0.0813403353464335,0.9991213040283744,0.9991491974614936,0.999128277386654,5.398723393573723e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_08__N401.npz,3.189577877409001e-05,3.189577877408989e-05,0.0002474552474329,7.692477363719459e-05,0.9999999994913294,501,0.3375881492256051,0.0813368750289777,1.4362024176595156e-05,3.460317455808437e-06,2.5625472383335322e-05,0.9999999996716677,2.5625472383333916e-05,0.9999999996716675,0.00010412470442105452,0.9999999946212148,3.5550480310303435e-05,0.9999999994205787,0.00010412470442105452
35,CONV_08,high_Mach_interior,HM1_LOW,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM1_LOW/model_state.pt,0.7749999999999999,0.38125,0.2409352200767615,501,pin,5.0,0.98,standard_map5,True,True,central_max_ci,,pq_etaaware,0.336966653359587,0.337548524015846,960,-1.6756678983494318e-13,0.3375881492256051,0.0813368750289777,0.9991093940519924,0.9991111094921712,0.9991098229120372,3.962520975914208e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_08__N501.npz,2.153676366481822e-05,2.1536763664820066e-05,0.0001661143899007,5.542371544696816e-05,0.999999999768084,501,0.3375881492256051,0.0813368750289777,0.0,0.0,0.0,1.0000000000000002,0.0,0.9999999999999998,0.0,1.0,0.0,0.9999999999999998,0.0
36,CONV_09,very_high_Mach_interior,HM2_LOW,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_LOW/model_state.pt,0.98,0.38125,0.0758677920793798,201,pin,5.0,0.98,standard_map5,True,True,central_max_ci,,pq_etaaware,0.3727725266167158,0.3724812557860409,384,-1.3557642181683695e-14,0.3727394946691881,0.028278922481335,0.981540131042958,0.8844996458089336,0.957280009734452,0.0002582388831472,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_09__N201.npz,0.0001761921361383,0.0001761921361383,0.0011565176800597,0.0004138564263302,0.9999999844781652,501,0.3725380123999516,0.0282636364664249,0.00020148226923649704,1.5286014910100704e-05,0.00017237765240995406,0.9999999851429724,0.0001723776524099545,0.9999999851429724,0.0010840299726316471,0.9999994151865311,0.00034757156566107714,0.9999999532735931,0.0010840299726316471
37,CONV_09,very_high_Mach_interior,HM2_LOW,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_LOW/model_state.pt,0.98,0.38125,0.0758677920793798,301,pin,5.0,0.98,standard_map5,True,True,central_max_ci,,pq_etaaware,0.3727725266167158,0.3724812557860409,583,6.231155729249444e-14,0.3726069762303207,0.0282688685999683,0.9802324160504068,0.8866805528259082,0.956844450244282,0.0001257204442798,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_09__N301.npz,3.9007479780065965e-05,3.900747978006263e-05,0.0003405721659749,0.0001845540777645,0.9999999992392083,501,0.3725380123999516,0.0282636364664249,6.896383036908427e-05,5.232133543399409e-06,3.1114317900091566e-05,0.9999999995159495,3.1114317900085495e-05,0.9999999995159496,0.0002222792874473962,0.9999999757680679,0.00010120100809408749,0.9999999971178657,0.0002222792874473962
38,CONV_09,very_high_Mach_interior,HM2_LOW,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_LOW/model_state.pt,0.98,0.38125,0.0758677920793798,401,pin,5.0,0.98,standard_map5,True,True,central_max_ci,,pq_etaaware,0.3727725266167158,0.3724812557860409,781,-5.514202303016753e-13,0.3725600131548621,0.028265305615124,0.980571821079858,0.8861407765205103,0.956964059940021,7.875736882118067e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_09__N401.npz,1.979542591803744e-05,1.979542591804584e-05,0.0002007935250526,0.0001180907593363,0.9999999998040708,501,0.3725380123999516,0.0282636364664249,2.2000754910489473e-05,1.6691486991009252e-06,1.1256388281171518e-05,0.9999999999366469,1.1256388281178255e-05,0.9999999999366466,8.330029938001419e-05,0.9999999965991004,3.359805591572033e-05,0.9999999996785153,8.330029938001419e-05
39,CONV_09,very_high_Mach_interior,HM2_LOW,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_LOW/model_state.pt,0.98,0.38125,0.0758677920793798,501,pin,5.0,0.98,standard_map5,True,True,central_max_ci,,pq_etaaware,0.3727725266167158,0.3724812557860409,978,6.495910768854811e-13,0.3725380123999516,0.0282636364664249,0.9799591367435476,0.8871253242482254,0.956750683619717,5.67566139106912e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_09__N501.npz,1.2512360153173128e-05,1.251236015317264e-05,0.0001358664443294,8.727859409675793e-05,0.9999999999217204,501,0.3725380123999516,0.0282636364664249,0.0,0.0,0.0,1.0,0.0,0.9999999999999999,0.0,0.9999999999999998,0.0,1.0,0.0
40,CONV_10,near_neutral_low_Mach,NEUTRAL3_LOWM,assets/pinn_subsonic/joint_ci_mode_atlas_v2/NEUTRAL3_LOWM/model_state.pt,0.25,0.95,0.9198335447242616,301,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_legacy,0.0316192677892695,0.0314177422438594,603,3.111057305289767e-13,0.031293467660337,0.0287847812847218,0.9999990497906144,0.9999988393041904,0.9999989971690084,0.0001242745835224,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_10__N301.npz,8.60990533142511e-05,8.60990533142511e-05,0.0026967365202321,0.0001745309898769,0.9999999962934764,601,0.0314359173192651,0.0289158112594384,0.0001424496589281024,0.00013102997471660036,8.063805783330846e-05,0.9999999967487515,8.063805783330846e-05,0.9999999967487515,0.0020472971578650613,0.9999979334085406,0.00019240745672550506,0.9999999814977967,0.0020472971578650613
41,CONV_10,near_neutral_low_Mach,NEUTRAL3_LOWM,assets/pinn_subsonic/joint_ci_mode_atlas_v2/NEUTRAL3_LOWM/model_state.pt,0.25,0.95,0.9198335447242616,401,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_legacy,0.0316192677892695,0.0314177422438594,801,-7.135718691070047e-13,0.0314192866515773,0.028900513813428,0.9999990962073964,0.9999988605469364,0.9999990372922816,1.544407717879448e-06,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_10__N401.npz,3.96075036228293e-05,3.96075036228293e-05,0.0015695133006895,4.013981359973057e-05,0.9999999992156224,601,0.0314359173192651,0.0289158112594384,1.6630667687804468e-05,1.5297446010399673e-05,2.97105911404779e-05,0.9999999995586404,2.97105911404779e-05,0.9999999995586404,0.000907118232402832,0.9999995919374955,3.672712873017965e-05,0.9999999993261123,0.000907118232402832
42,CONV_10,near_neutral_low_Mach,NEUTRAL3_LOWM,assets/pinn_subsonic/joint_ci_mode_atlas_v2/NEUTRAL3_LOWM/model_state.pt,0.25,0.95,0.9198335447242616,501,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_legacy,0.0316192677892695,0.0314177422438594,1001,-1.6097808799537278e-13,0.0314345364479219,0.028914541087656,0.9999991164817064,0.9999988834350928,0.999999058220053,1.679420406248272e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_10__N501.npz,2.6198405885709414e-05,2.6198405885709414e-05,0.0010361779555967,3.395906065759913e-05,0.9999999996568218,601,0.0314359173192651,0.0289158112594384,1.3808713432011954e-06,1.2701717824019354e-06,1.7054929152596568e-05,0.9999999998545649,1.7054929152596568e-05,0.9999999998545649,0.0003823623288546043,0.9999999272702826,1.816053672883118e-05,0.9999999998351438,0.0003823623288546043
43,CONV_10,near_neutral_low_Mach,NEUTRAL3_LOWM,assets/pinn_subsonic/joint_ci_mode_atlas_v2/NEUTRAL3_LOWM/model_state.pt,0.25,0.95,0.9198335447242616,601,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_legacy,0.0316192677892695,0.0314177422438594,1201,3.4288162666376517e-12,0.0314359173192651,0.0289158112594384,0.9999991272623286,0.9999988821542296,0.999999065985304,1.817507540568392e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_10__N601.npz,1.9040901573090775e-05,1.9040901573090775e-05,0.0007330181480626,2.982449729502965e-05,0.999999999818722,601,0.0314359173192651,0.0289158112594384,0.0,0.0,0.0,0.9999999999999998,0.0,0.9999999999999998,0.0,1.0000000000000002,0.0,0.9999999999999997,0.0
44,CONV_11,near_neutral_mid_Mach,NEUTRAL3_HIM,assets/pinn_subsonic/joint_ci_mode_atlas_v2/NEUTRAL3_HIM/model_state.pt,0.5249999999999999,0.95,0.8085471152010871,301,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_legacy,0.0287842857551356,0.0285234784545348,566,-1.1262414791117364e-12,0.0282932354321675,0.0228764138883842,0.999995213540404,0.9999985796610412,0.9999960550705632,0.0002302430223673,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_11__N301.npz,8.555964688071054e-05,8.555964688071005e-05,0.0024500330227995,0.0003227710891653,0.9999999963397734,601,0.0285243033240164,0.0230632431657543,0.00023106789184890175,0.00018682927737009858,7.75494422937507e-05,0.999999996993042,7.754944229375281e-05,0.9999999969930418,0.0019076172944360135,0.9999982035388502,0.0003219867461035128,0.9999999481882427,0.0019076172944360135
45,CONV_11,near_neutral_mid_Mach,NEUTRAL3_HIM,assets/pinn_subsonic/joint_ci_mode_atlas_v2/NEUTRAL3_HIM/model_state.pt,0.5249999999999999,0.95,0.8085471152010871,401,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_legacy,0.0287842857551356,0.0285234784545348,759,-1.8472589076360198e-12,0.0284905964474299,0.0230359895679277,0.9999952567557314,0.9999985352195238,0.9999960763716796,3.288200710496389e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_11__N401.npz,3.630447422354908e-05,3.630447422355164e-05,0.0013723565143991,5.759996326093625e-05,0.9999999993409928,601,0.0285243033240164,0.0230632431657543,3.3706876586502704e-05,2.725359782659864e-05,2.7446665422284302e-05,0.9999999996233404,2.74466654222843e-05,0.9999999996233401,0.0007985578978621816,0.9999996833821163,5.369471932255146e-05,0.9999999985594413,0.0007985578978621816
46,CONV_11,near_neutral_mid_Mach,NEUTRAL3_HIM,assets/pinn_subsonic/joint_ci_mode_atlas_v2/NEUTRAL3_HIM/model_state.pt,0.5249999999999999,0.95,0.8085471152010871,501,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_legacy,0.0287842857551356,0.0285234784545348,956,2.4618065241002135e-13,0.0285201579205513,0.0230598914117412,0.9999952791455948,0.9999985228251888,0.9999960900654932,3.3205339834765923e-06,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_11__N501.npz,2.260605310488804e-05,2.2606053104886564e-05,0.0009020772822223,2.344104688414803e-05,0.9999999997444834,601,0.0285243033240164,0.0230632431657543,4.145403465102143e-06,3.3517540131006163e-06,1.555185556060417e-05,0.9999999998790698,1.5551855560605266e-05,0.9999999998790698,0.0003319805842336485,0.9999999451122608,1.7465890001212407e-05,0.9999999998475165,0.0003319805842336485
47,CONV_11,near_neutral_mid_Mach,NEUTRAL3_HIM,assets/pinn_subsonic/joint_ci_mode_atlas_v2/NEUTRAL3_HIM/model_state.pt,0.5249999999999999,0.95,0.8085471152010871,601,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_legacy,0.0287842857551356,0.0285234784545348,1153,-2.283718050414933e-13,0.0285243033240164,0.0230632431657543,0.9999952918572894,0.999998518946589,0.9999960986296142,8.248694816047342e-07,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_11__N601.npz,1.569959669781339e-05,1.5699596697815148e-05,0.0006359068453086,1.6059637030284554e-05,0.9999999998767616,601,0.0285243033240164,0.0230632431657543,0.0,0.0,0.0,0.9999999999999998,0.0,0.9999999999999997,0.0,1.0,0.0,0.9999999999999999,0.0
48,CONV_12,near_neutral_high_Mach,HM1_NEUTRAL3,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM1_NEUTRAL3/model_state.pt,0.7749999999999999,0.95,0.6003631713388157,301,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_etaaware,0.0238428173516787,0.0236128626666257,553,1.2991747373586152e-12,0.0231087817046233,0.013873661469964,0.999938997192692,0.999981016927692,0.999949502126442,0.0005040809620024,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_12__N301.npz,0.0003416769998354,0.0003416769998354,0.0023996095614783,0.000938901127881,0.9999999416284122,601,0.0236213828655096,0.0141814083285457,0.0005126011608863022,0.0003077468585816999,0.0003453577466199633,0.9999999403640116,0.00034535774661996433,0.9999999403640117,0.002132409012228906,0.9999977446725937,0.0009539372522598782,0.9999995466071414,0.002132409012228906
49,CONV_12,near_neutral_high_Mach,HM1_NEUTRAL3,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM1_NEUTRAL3/model_state.pt,0.7749999999999999,0.95,0.6003631713388157,401,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_etaaware,0.0238428173516787,0.0236128626666257,745,3.652032947066798e-12,0.0235210641213681,0.0141211806491681,0.999935634082884,0.9999797536985948,0.9999466639868116,9.179854525766253e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_12__N401.npz,6.95310318969076e-05,6.953103189690978e-05,0.0010593147329909,0.000174001120889,0.9999999975827176,601,0.0236213828655096,0.0141814083285457,0.00010031874414150044,6.0227679377600554e-05,7.185896849641084e-05,0.999999997418144,7.185896849641274e-05,0.9999999974181445,0.0006688223659402435,0.999999777667314,0.00018844470890834597,0.99999998230848,0.0006688223659402435
50,CONV_12,near_neutral_high_Mach,HM1_NEUTRAL3,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM1_NEUTRAL3/model_state.pt,0.7749999999999999,0.95,0.6003631713388157,501,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_etaaware,0.0238428173516787,0.0236128626666257,939,1.918282990479063e-12,0.0236040727531938,0.0141710159746195,0.9999357596678934,0.9999795203010886,0.9999466998261922,8.789913431981461e-06,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_12__N501.npz,2.087123932597839e-05,2.087123932597875e-05,0.0006739253749593,2.632952272963622e-05,0.9999999997821956,601,0.0236213828655096,0.0141814083285457,1.731011231580204e-05,1.039235392620054e-05,1.9671163510625695e-05,0.9999999998065227,1.9671163510627535e-05,0.9999999998065225,0.0002442754563970764,0.9999999702563827,3.622952644529345e-05,0.9999999993456825,0.0002442754563970764
51,CONV_12,near_neutral_high_Mach,HM1_NEUTRAL3,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM1_NEUTRAL3/model_state.pt,0.7749999999999999,0.95,0.6003631713388157,601,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_etaaware,0.0238428173516787,0.0236128626666257,1135,1.3745297873993094e-12,0.0236213828655096,0.0141814083285457,0.9999359861999264,0.9999794796344496,0.9999468595585572,8.520198883824048e-06,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_12__N601.npz,1.4537008335690472e-05,1.453700833569294e-05,0.0004802814704896,2.094580294488066e-05,0.9999999998943376,601,0.0236213828655096,0.0141814083285457,0.0,0.0,0.0,0.9999999999999998,0.0,0.9999999999999999,0.0,1.0000000000000002,0.0,0.9999999999999996,0.0
52,CONV_13,near_neutral_HM1,HM2_NEUTRAL3,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_NEUTRAL3/model_state.pt,0.915,0.95,0.3832811468100145,301,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_etaaware,0.0206406172456379,0.0203808632667593,592,1.3904577726213495e-11,0.0194153772231036,0.0074415480478201,0.9991512305885504,0.9989262677103063,0.9990949898689891,0.0009654860436556,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_13__N301.npz,0.0024239923254452,0.0024239923254451,0.004389264646015,0.0038478830081924,0.9999970621262876,601,0.020364372558467,0.0078052800682756,0.0009489953353634013,0.00036373202045549956,0.002381000601093566,0.9999971654140514,0.0023810006010935663,0.9999971654140514,0.004257343474085151,0.9999909542370238,0.003781740287380067,0.9999932217321243,0.004257343474085151
53,CONV_13,near_neutral_HM1,HM2_NEUTRAL3,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_NEUTRAL3/model_state.pt,0.915,0.95,0.3832811468100145,401,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_etaaware,0.0206406172456379,0.0203808632667593,790,-1.6416646530167496e-11,0.0201483998487538,0.007722501800417,0.9990864387983808,0.9988290029771985,0.999022079843085,0.0002324634180054,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_13__N401.npz,0.0005860646440155,0.0005860646440155,0.001211521259959,0.0009272888574645,0.9999998282641016,601,0.020364372558467,0.0078052800682756,0.0002159727097131997,8.277826785860025e-05,0.0005428441905314179,0.9999998526600815,0.0005428441905314177,0.9999998526600815,0.0010226763525275355,0.9999994781787369,0.000860995445109243,0.9999996494329543,0.0010226763525275355
54,CONV_13,near_neutral_HM1,HM2_NEUTRAL3,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_NEUTRAL3/model_state.pt,0.915,0.95,0.3832811468100145,501,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_etaaware,0.0206406172456379,0.0203808632667593,985,3.1094074863417136e-12,0.0203207594866591,0.0077885640000971,0.9990481571976167,0.9988040054825008,0.998987119268838,6.010378010020551e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_13__N501.npz,0.0001540440573228,0.0001540440573228,0.0005004134380319,0.0002408138111591,0.9999999881352142,601,0.020364372558467,0.0078052800682756,4.361307180790128e-05,1.6716068178500125e-05,0.00011060976153206053,0.9999999938827403,0.00011060976153206255,0.9999999938827403,0.00024511338763379505,0.9999999700160406,0.00017437853504986307,0.999999985621373,0.00024511338763379505
55,CONV_13,near_neutral_HM1,HM2_NEUTRAL3,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_NEUTRAL3/model_state.pt,0.915,0.95,0.3832811468100145,601,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_etaaware,0.0206406172456379,0.0203808632667593,1141,3.109823854704486e-11,0.020364372558467,0.0078052800682756,0.999052539229012,0.9987986440318122,0.998989065429712,1.649070829224178e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_13__N601.npz,4.538133711785468e-05,4.538133711785409e-05,0.0003073258058295,6.779653240371051e-05,0.999999998970267,601,0.020364372558467,0.0078052800682756,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9999999999999999,0.0
56,CONV_14,near_neutral_HM2_eta930,HM2_NEUTRAL3,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_NEUTRAL3/model_state.pt,0.98,0.9275,0.1845701695832781,301,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_etaaware,0.1733089736811119,0.1890471275733052,571,-2.6753835174121112e-14,0.1892261639067313,0.0349255051618585,0.9579195253816594,0.9055209723654984,0.9448198871276192,0.000179036333426,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_14__N301.npz,0.0001415784519601,0.0001415784519601,0.0005755432405744,0.0004506763122199,0.999999989977771,601,0.189100808114676,0.0349023682220606,0.0001253557920553039,2.3136939797899214e-05,9.858727374852704e-05,0.9999999951402747,9.85872737485242e-05,0.9999999951402747,0.0004137326885787802,0.9999999283677922,0.00031658267989751056,0.9999999956393341,0.0004137326885787802
57,CONV_14,near_neutral_HM2_eta930,HM2_NEUTRAL3,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_NEUTRAL3/model_state.pt,0.98,0.9275,0.1845701695832781,401,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_etaaware,0.1733089736811119,0.1890471275733052,767,-1.0299599608925898e-13,0.1891530197599251,0.0349120049342785,0.958535848662123,0.9051603744510948,0.945191980109366,0.0001058921866198,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_14__N401.npz,8.449137880407552e-05,8.449137880407037e-05,0.00033582759473,0.0002667027494762,0.9999999964306036,601,0.189100808114676,0.0349023682220606,5.22116452491006e-05,9.636712217896137e-06,4.228207962932131e-05,0.9999999991061128,4.228207962931764e-05,0.999999999106113,0.000176848553801081,0.9999999866979256,0.0001330446137524212,0.9999999991261357,0.000176848553801081
58,CONV_14,near_neutral_HM2_eta930,HM2_NEUTRAL3,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_NEUTRAL3/model_state.pt,0.98,0.9275,0.1845701695832781,501,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_etaaware,0.1733089736811119,0.1890471275733052,963,5.429305229734922e-14,0.1891191838250605,0.0349057598300425,0.9574487680902626,0.9058042316822544,0.9445376339882604,7.205625175532582e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_14__N501.npz,5.853661650144291e-05,5.8536616501442985e-05,0.0002260421150653,0.0001815173625582,0.9999999982867324,601,0.189100808114676,0.0349023682220606,1.8375710384488375e-05,3.3916079818993583e-06,1.747822097703837e-05,0.999999999847256,1.7478220977044403e-05,0.9999999998472561,6.9457984645674e-05,0.9999999977990454,4.845830476555061e-05,0.9999999998260857,6.9457984645674e-05
