task_index,role,Mach,alpha,modal_setting,spectral_cr,spectral_ci,cr,ci,omega_i,matching_y,numerical_extent,modal_dy,tail_tolerance,analytic_tail_points,gamma_left_real,gamma_left_imag,gamma_right_real,gamma_right_imag,mu_left,mu_right,far_left,far_right,left_distance,right_distance,left_interface_amplitude,right_interface_amplitude,left_far_amplitude,right_far_amplitude,delta_kappa_at_match,delta_q_at_match,gamma_mismatch_at_match,right_log_amplitude_shift,n_coordinates,timestamp,modal_success,error
15,low_alpha,1.35,0.05,modal_nominal,0.1965550968817506,0.0943334435104852,0.1965550968817506,0.0943334435104852,0.0047166721755242,1.0,40.0,0.025,1e-06,300,0.0080830692617368,-0.0636252694515304,-0.0141034175226231,-0.0244852741303286,0.0080830692617368,0.0141034175226231,-1709.6670362105417,980.5481230186408,1669.6670362105417,940.5481230186408,0.7265294498091933,0.5766223810855258,1.0000000000000004e-06,1.0000000000000004e-06,-9.098579528687978e-12,-4.273941617283228e-11,4.369716059693601e-11,-0.2310914186771673,3801,2026-07-24T08:33:30.872921+00:00,True,
15,low_alpha,1.35,0.05,modal_strict,0.1965550968817506,0.0943334435104852,0.1965550968817506,0.0943334435104852,0.0047166721755242,1.0,50.0,0.0125,1e-06,300,0.0080830692617368,-0.0636252694515304,-0.0141034175226231,-0.0244852741303286,0.0080830692617368,0.0141034175226231,-1709.6670384639942,980.5481243100628,1659.6670384639942,930.5481243100628,0.6701143331666453,0.5007732696473418,1.0000000000000004e-06,1.0000000000000004e-06,-1.2890860254244352e-11,-4.530701508409507e-11,4.7105200285370566e-11,-0.2912949012873841,8601,2026-07-24T08:33:31.174781+00:00,True,
16,peak_growth,1.35,0.155,modal_coarse,0.2967549899429557,0.0596339037531516,0.2967549899429557,0.0596339037531516,0.0092432550817384,1.0,40.0,0.05,1e-06,300,0.0151913702922492,-0.2228872117478667,-0.0590930365109078,-0.0310738114193446,0.0151913702922492,0.0590930365109078,-909.90383550254,234.85705203093087,869.9038355025399,194.85705203093087,0.5485486678596464,0.1001770991457742,1.0000000000000004e-06,1.0000000000000004e-06,-3.244617768904945e-11,-1.4458642616510532e-11,3.552191989379719e-11,-1.7003363936953102,2201,2026-07-24T08:33:30.865208+00:00,True,
16,peak_growth,1.35,0.155,modal_nominal,0.2967549899429557,0.0596339037531516,0.2967549899429557,0.0596339037531516,0.0092432550817384,1.0,40.0,0.025,1e-06,300,0.0151913702922492,-0.2228872117478667,-0.0590930365109078,-0.0310738114193446,0.0151913702922492,0.0590930365109078,-909.9037943741116,234.8570414577381,869.9037943741116,194.8570414577381,0.5485483251280904,0.1001770365549354,1.0000000000000004e-06,1.0000000000000004e-06,-6.262137336454643e-11,-4.6833316738603685e-11,7.819716081035359e-11,-1.7003363937001907,3801,2026-07-24T08:33:31.000268+00:00,True,
16,peak_growth,1.35,0.155,modal_strict,0.2967549899429557,0.0596339037531516,0.2967549899429557,0.0596339037531516,0.0092432550817384,1.0,50.0,0.0125,1e-06,300,0.0151913702922492,-0.2228872117478667,-0.0590930365109078,-0.0310738114193446,0.0151913702922492,0.0590930365109078,-909.903765353612,234.85703399727035,859.903765353612,184.85703399727035,0.4712370395976634,0.055479200254355,1.0000000000000004e-06,1.0000000000000004e-06,-6.490617765475548e-11,-4.947529365362247e-11,8.161260061940714e-11,-2.139353055887315,8601,2026-07-24T08:33:31.307977+00:00,True,
17,near_neutral,1.35,0.295,modal_coarse,0.3499127127575298,0.0009336513916959,0.3499127127575298,0.0009336513916959,0.0002754271605503,1.0,40.0,0.05,1e-06,300,0.0004447696812967,-0.4494349377995984,-0.1414136107544571,-0.0006807329612644,0.0004447696812967,0.1414136107544571,-31065.547420733128,98.7223827999394,31025.547420733128,58.7223827999394,0.9838442080781667,0.0040405826620869,1.0000000000000004e-06,1.0000000000000004e-06,1.441665161139305e-07,7.641946167714778e-08,1.6316837466694718e-07,-5.495078654530972,2201,2026-07-24T08:34:19.342830+00:00,True,
17,near_neutral,1.35,0.295,modal_nominal,0.3499127127575298,0.0009336513916959,0.3499127127575298,0.0009336513916959,0.0002754271605503,1.0,40.0,0.025,1e-06,300,0.0004447696812967,-0.4494349377995984,-0.1414136107544571,-0.0006807329612644,0.0004447696812967,0.1414136107544571,-31065.54681494777,98.72238064248472,31025.54681494777,58.72238064248473,0.9838439429961764,0.0040405814293317,1.0000000000000004e-06,1.000000000000004e-06,9.321564353736987e-11,1.7961250869859972e-09,1.7985423220765595e-09,-5.495078690189464,3801,2026-07-24T08:34:19.493417+00:00,True,
17,near_neutral,1.35,0.295,modal_strict,0.3499127127575298,0.0009336513916959,0.3499127127575298,0.0009336513916959,0.0002754271605503,1.0,50.0,0.0125,1e-06,300,0.0004447696812967,-0.4494349377995984,-0.1414136107544571,-0.0006807329612644,0.0004447696812967,0.1414136107544571,-31065.54681494715,98.72238064221386,31015.54681494715,48.72238064221387,0.979477820218918,0.0009824090516549,1.0000000000000004e-06,1.000000000000002e-06,-5.727555929535555e-11,1.31223049760305e-10,1.4317813548510566e-10,-6.904767100959096,8601,2026-07-24T08:34:19.822956+00:00,True,
18,low_alpha,1.4,0.05,modal_coarse,0.2284495959648327,0.0805532227768954,0.2284495959648327,0.0805532227768954,0.0040276611388447,1.0,40.0,0.05,1e-06,300,0.0069193986471862,-0.0700757879688707,-0.0129517928676054,-0.0235132906968394,0.0069193986471862,0.0129517928676054,-1997.0859950445529,1067.6793677252442,1957.0859950445529,1027.6793677252442,0.760596434362891,0.6033726662262147,1.0000000000000004e-06,1.0000000000000004e-06,-2.450279562582481e-13,-1.4072815829324624e-11,1.4074948812178247e-11,-0.231567881449442,2201,2026-07-24T08:34:12.701255+00:00,True,
18,low_alpha,1.4,0.05,modal_nominal,0.2284495959648327,0.0805532227768954,0.2284495959648327,0.0805532227768954,0.0040276611388447,1.0,40.0,0.025,1e-06,300,0.0069193986471862,-0.0700757879688707,-0.0129517928676054,-0.0235132906968394,0.0069193986471862,0.0129517928676054,-1997.0859529061956,1067.6793452129723,1957.0859529061956,1027.6793452129723,0.7605962125942297,0.6033724902982877,1.0000000000000004e-06,1.0000000000000004e-06,-8.457079654633493e-12,-3.3966315871047925e-11,3.500332570109043e-11,-0.231567881451633,3801,2026-07-24T08:34:12.836622+00:00,True,
18,low_alpha,1.4,0.05,modal_strict,0.2284495959648327,0.0805532227768954,0.2284495959648327,0.0805532227768954,0.0040276611388447,1.0,50.0,0.0125,1e-06,300,0.0069193986471862,-0.0700757879688707,-0.0129517928676054,-0.0235132906968394,0.0069193986471862,0.0129517928676054,-1997.0859456738776,1067.679341349054,1947.0859456738776,1017.679341349054,0.7097470077826848,0.5300740722865147,1.0000000000000004e-06,1.0000000000000004e-06,-1.2394979140295526e-11,-3.7892692456020776e-11,3.986842923235045e-11,-0.2918918236572023,8601,2026-07-24T08:34:13.146779+00:00,True,
19,peak_growth,1.4,0.15,modal_coarse,0.3181538770330802,0.0541759298007297,0.3181538770330802,0.0541759298007297,0.0081263894701094,1.0,40.0,0.05,1e-06,300,0.0135299706531619,-0.2327631467875984,-0.0548519873516836,-0.0296988047635528,0.0135299706531619,0.0548519873516836,-1021.65667291424,252.9527069967312,981.65667291424,212.9527069967312,0.586416739880556,0.118288187237586,1.0000000000000004e-06,1.0000000000000004e-06,-7.740544316625629e-13,-4.8836525101680905e-12,4.944615465660353e-12,-1.6009067853187895,2201,2026-07-24T08:34:12.989583+00:00,True,
19,peak_growth,1.4,0.15,modal_nominal,0.3181538770330802,0.0541759298007297,0.3181538770330802,0.0541759298007297,0.0081263894701094,1.0,40.0,0.025,1e-06,300,0.0135299706531619,-0.2327631467875984,-0.0548519873516836,-0.0296988047635528,0.0135299706531619,0.0548519873516836,-1021.6566593200056,252.95270364353803,981.6566593200056,212.95270364353803,0.5864166320211744,0.1182881654809232,1.0000000000000004e-06,1.0000000000000004e-06,-1.245425984564008e-11,-2.6646757717019295e-11,2.941357314459177e-11,-1.6009067853185093,3801,2026-07-24T08:34:13.131903+00:00,True,
19,peak_growth,1.4,0.15,modal_strict,0.3181538770330802,0.0541759298007297,0.3181538770330802,0.0541759298007297,0.0081263894701094,1.0,50.0,0.0125,1e-06,300,0.0135299706531619,-0.2327631467875984,-0.0548519873516836,-0.0296988047635528,0.0135299706531619,0.0548519873516836,-1021.6566178760625,252.95269342082452,971.6566178760625,202.95269342082452,0.5122077199704722,0.0683473843199587,1.0000000000000004e-06,1.0000000000000004e-06,-1.5679145481950485e-11,-3.002604588575597e-11,3.3873279064443865e-11,-2.01412695230454,8601,2026-07-24T08:34:13.455873+00:00,True,
20,near_neutral,1.4,0.285,modal_coarse,0.368425670637616,0.0012536696613355,0.368425670637616,0.0012536696613355,0.0003572958534806,1.0,40.0,0.05,1e-06,300,0.0005864449438289,-0.4657178392642918,-0.1331280414084682,-0.0009468557794997,0.0005864449438289,0.1331280414084682,-23561.379227597547,104.78831581922928,23521.379227597547,64.78831581922927,0.9787131934473065,0.0055699513086427,1.0000000000000004e-06,1.0000000000000004e-06,-3.2617900810882894e-08,-3.6109090086706645e-08,4.8659981917367073e-08,-5.168852328739516,2201,2026-07-24T08:34:28.453453+00:00,True,
20,near_neutral,1.4,0.285,modal_nominal,0.368425670637616,0.0012536696613355,0.368425670637616,0.0012536696613355,0.0003572958534806,1.0,40.0,0.025,1e-06,300,0.0005864449438289,-0.4657178392642918,-0.1331280414084682,-0.0009468557794997,0.0005864449438289,0.1331280414084682,-23561.37923233794,104.78831589861912,23521.37923233794,64.78831589861913,0.9787131961681084,0.0055699513675116,1.0000000000000004e-06,1.0000000000000004e-06,-6.896740123440992e-11,-2.2859408674779852e-10,2.387713528233405e-10,-5.168852320950476,3801,2026-07-24T08:34:28.635455+00:00,True,
20,near_neutral,1.4,0.285,modal_strict,0.368425670637616,0.0012536696613355,0.368425670637616,0.0012536696613355,0.0003572958534806,1.0,50.0,0.0125,1e-06,300,0.0005864449438289,-0.4657178392642918,-0.1331280414084682,-0.0009468557794997,0.0005864449438289,0.1331280414084682,-23561.379232337054,104.78831589872578,23511.379232337054,54.78831589872579,0.97299037910123,0.0014712404797064,1.0000000000000004e-06,1.0000000000000004e-06,-7.852773986627426e-12,-8.987627645156565e-12,1.1934970044915696e-11,-6.494268285582154,8601,2026-07-24T08:34:29.032096+00:00,True,
21,low_alpha,1.45,0.05,modal_coarse,0.2584141991785808,0.0683211956839623,0.2584141991785808,0.0683211956839623,0.0034160597841981,1.0,40.0,0.05,1e-06,300,0.0059164433240929,-0.0763825886547581,-0.0118363176240416,-0.0224996761123868,0.0059164433240929,0.0118363176240416,-2335.546905880368,1168.234293333562,2295.546905880368,1128.234293333562,0.7913322262227633,0.6304186807348645,1.0000000000000004e-06,1.0000000000000004e-06,9.311631327113544e-12,1.416732876846627e-11,1.6953456355737445e-11,-0.2273337162059734,2201,2026-07-24T08:34:20.240334+00:00,True,
21,low_alpha,1.45,0.05,modal_nominal,0.2584141991785808,0.0683211956839623,0.2584141991785808,0.0683211956839623,0.0034160597841981,1.0,40.0,0.025,1e-06,300,0.0059164433240929,-0.0763825886547581,-0.0118363176240416,-0.0224996761123868,0.0059164433240929,0.0118363176240416,-2335.5469216776823,1168.2343012295307,2295.5469216776823,1128.2343012295307,0.7913323001837748,0.6304187396532893,1.0000000000000004e-06,1.0000000000000004e-06,-7.766326644287336e-12,-2.228783997637596e-11,2.360219566816421e-11,-0.2273337162106941,3801,2026-07-24T08:34:20.368987+00:00,True,
21,low_alpha,1.45,0.05,modal_strict,0.2584141991785808,0.0683211956839623,0.2584141991785808,0.0683211956839623,0.0034160597841981,1.0,50.0,0.0125,1e-06,300,0.0059164433240929,-0.0763825886547581,-0.0118363176240416,-0.0224996761123868,0.0059164433240929,0.0118363176240416,-2335.546902281604,1168.23429153423,2285.546902281604,1118.23429153423,0.7458715742643612,0.5600471483751326,1.0000000000000004e-06,1.0000000000000004e-06,-1.0280023360342838e-11,-2.5728927668944298e-11,2.7706616525352965e-11,-0.286532459211042,8601,2026-07-24T08:34:20.664737+00:00,True,
22,peak_growth,1.45,0.15,modal_coarse,0.3409303879527062,0.0476035893642578,0.3409303879527062,0.0476035893642578,0.0071405384046386,1.0,40.0,0.05,1e-06,300,0.0120692088421776,-0.2501990482782076,-0.0532496086502619,-0.0278723181364596,0.0120692088421776,0.0532496086502619,-1145.370574008298,260.5522514763343,1105.370574008298,220.5522514763343,0.6221573448352754,0.1260357754844818,1.0000000000000004e-06,1.0000000000000004e-06,-3.885031185646426e-12,-1.1769111726844804e-11,1.2393766907296636e-11,-1.596627227654974,2201,2026-07-24T08:34:20.211380+00:00,True,
22,peak_growth,1.45,0.15,modal_nominal,0.3409303879527062,0.0476035893642578,0.3409303879527062,0.0476035893642578,0.0071405384046386,1.0,40.0,0.025,1e-06,300,0.0120692088421776,-0.2501990482782076,-0.0532496086502619,-0.0278723181364596,0.0120692088421776,0.0532496086502619,-1145.370572889049,260.5522512226387,1105.370572889049,220.5522512226387,0.6221573364308938,0.1260357737818403,1.0000000000000004e-06,1.0000000000000004e-06,-1.5396725561167557e-11,-2.768721363288762e-11,3.1680292876788063e-11,-1.5966272276557152,3801,2026-07-24T08:34:20.342771+00:00,True,
22,peak_growth,1.45,0.15,modal_strict,0.3409303879527062,0.0476035893642578,0.3409303879527062,0.0476035893642578,0.0071405384046386,1.0,50.0,0.0125,1e-06,300,0.0120692088421776,-0.2501990482782076,-0.0532496086502619,-0.0278723181364596,0.0120692088421776,0.0532496086502619,-1145.370572433096,260.5522511192896,1095.370572433096,210.55225111928965,0.5514222884238159,0.0740003404265013,1.0000000000000004e-06,1.000000000000002e-06,-1.7020669595968485e-11,-2.985536297350766e-11,3.4366348246140695e-11,-2.008431225736861,8601,2026-07-24T08:34:20.638945+00:00,True,
23,near_neutral,1.45,0.275,modal_coarse,0.3858388771063337,0.0017066249129073,0.3858388771063337,0.0017066249129073,0.0004693218510495,1.0,40.0,0.05,1e-06,300,0.0007845645851416,-0.4793177514255587,-0.1251112322708414,-0.0013320652325475,0.0007845645851416,0.1251112322708414,-17612.359889902862,111.42320754537973,17572.359889902862,71.42320754537971,0.9715531417079702,0.0075995590795178,1.0000000000000004e-06,1.0000000000000004e-06,7.1053567612944235e-09,1.7623520379476086e-08,1.900196214265993e-08,-4.85080573824236,2201,2026-07-24T08:34:25.412717+00:00,True,
23,near_neutral,1.45,0.275,modal_nominal,0.3858388771063337,0.0017066249129073,0.3858388771063337,0.0017066249129073,0.0004693218510495,1.0,40.0,0.025,1e-06,300,0.0007845645851416,-0.4793177514255587,-0.1251112322708414,-0.0013320652325475,0.0007845645851416,0.1251112322708414,-17612.359824249357,111.42320712032225,17572.359824249357,71.42320712032225,0.9715530916638364,0.0075995586753773,1.0000000000000004e-06,1.0000000000000004e-06,-6.375042160833289e-11,8.075167173392933e-11,1.0288318007849718e-10,-4.850805739912407,3801,2026-07-24T08:34:25.558139+00:00,True,
23,near_neutral,1.45,0.275,modal_strict,0.3858388771063337,0.0017066249129073,0.3858388771063337,0.0017066249129073,0.0004693218510495,1.0,50.0,0.0125,1e-06,300,0.0007845645851416,-0.4793177514255587,-0.1251112322708414,-0.0013320652325475,0.0007845645851416,0.1251112322708414,-17612.35976392991,111.42320674215608,17562.35976392991,61.42320674215607,0.9639604080826082,0.0021748893866954,1.0000000000000004e-06,1.0000000000000004e-06,-1.1459500015575939e-11,-3.0650222648549025e-11,3.2722412640461166e-11,-6.09407241675774,8601,2026-07-24T08:34:25.876479+00:00,True,
24,low_alpha,1.5,0.05,modal_coarse,0.2867884838082837,0.0578781158051296,0.2867884838082837,0.0578781158051296,0.0028939057902564,1.0,40.0,0.05,1e-06,300,0.0050725135097343,-0.0825887445465577,-0.0108296201985534,-0.0214408516721858,0.0050725135097343,0.0108296201985534,-2724.055216837714,1276.763132642275,2684.055216837714,1236.763132642275,0.8182362174467714,0.6558418798702117,1.0000000000000004e-06,1.0000000000000004e-06,5.976370440197165e-12,1.4781034035626917e-11,1.5943524415913308e-11,-0.2212313461934149,2201,2026-07-24T08:34:20.231081+00:00,True,
24,low_alpha,1.5,0.05,modal_nominal,0.2867884838082837,0.0578781158051296,0.2867884838082837,0.0578781158051296,0.0028939057902564,1.0,40.0,0.025,1e-06,300,0.0050725135097343,-0.0825887445465577,-0.0108296201985534,-0.0214408516721858,0.0050725135097343,0.0108296201985534,-2724.055216837175,1276.7631326417677,2684.055216837175,1236.7631326417677,0.8182362174445353,0.6558418798666072,1.0000000000000004e-06,1.0000000000000004e-06,-6.524372188343453e-12,-1.8580428862158268e-11,1.9692632357147016e-11,-0.2212313461961779,3801,2026-07-24T08:34:20.359286+00:00,True,
24,low_alpha,1.5,0.05,modal_strict,0.2867884838082837,0.0578781158051296,0.2867884838082837,0.0578781158051296,0.0028939057902564,1.0,50.0,0.0125,1e-06,300,0.0050725135097343,-0.0825887445465577,-0.0108296201985534,-0.0214408516721858,0.0050725135097343,0.0108296201985534,-2724.055216837174,1276.763132641718,2674.055216837174,1226.763132641718,0.7777661761412613,0.5885274214520337,1.0000000000000004e-06,1.000000000000002e-06,-8.073452496815126e-12,-2.150719533022816e-11,2.297259424163754e-11,-0.2788024130848966,8601,2026-07-24T08:34:20.653996+00:00,True,
25,peak_growth,1.5,0.145,modal_coarse,0.3599323242867976,0.0433022950552244,0.3599323242867976,0.0433022950552244,0.0062788327830075,1.0,40.0,0.05,1e-06,300,0.0108034439147452,-0.2578603171535389,-0.0493769552473045,-0.0265540657608151,0.0108034439147452,0.0493769552473045,-1279.6214068571608,280.91877613538026,1239.6214068571608,240.91877613538023,0.6548623530375436,0.1466546273301997,1.0000000000000004e-06,1.0000000000000004e-06,3.1651799237142338e-12,1.041606037532894e-12,3.332162524083815e-12,-1.4963447170268511,2201,2026-07-24T08:34:20.212407+00:00,True,
25,peak_growth,1.5,0.145,modal_nominal,0.3599323242867976,0.0433022950552244,0.3599323242867976,0.0433022950552244,0.0062788327830075,1.0,40.0,0.025,1e-06,300,0.0108034439147452,-0.2578603171535389,-0.0493769552473045,-0.0265540657608151,0.0108034439147452,0.0493769552473045,-1279.6214196442436,280.91877893297874,1239.6214196442436,240.9187789329787,0.6548624435032026,0.1466546475886157,1.0000000000000004e-06,9.99999999999999e-07,-2.9029976339467467e-11,-3.510483743973669e-11,4.555314630122029e-11,-1.4963447170344892,3801,2026-07-24T08:34:20.343052+00:00,True,
25,peak_growth,1.5,0.145,modal_strict,0.3599323242867976,0.0433022950552244,0.3599323242867976,0.0433022950552244,0.0062788327830075,1.0,50.0,0.0125,1e-06,300,0.0108034439147452,-0.2578603171535389,-0.0493769552473045,-0.0265540657608151,0.0108034439147452,0.0493769552473045,-1279.6214135634564,280.9187776025124,1229.6214135634564,230.9187776025124,0.5878023187789351,0.0895064659980426,1.0000000000000004e-06,1.0000000000000004e-06,-3.2911114805633795e-11,-3.959768971051325e-11,5.148901347044528e-11,-1.882079830361016,8601,2026-07-24T08:34:20.637155+00:00,True,
26,near_neutral,1.5,0.27,modal_coarse,0.4035142250961763,0.000414615364697,0.4035142250961763,0.000414615364697,0.0001119461484681,1.0,40.0,0.05,1e-06,300,0.0001908201595315,-0.5002049700350145,-0.1205853250516595,-0.0003364039379661,0.0001908201595315,0.1205853250516595,-72404.66859530794,115.53102321693233,72364.66859530794,75.53102321693231,0.99315061255825,0.0090266174510684,1.000000000000002e-06,1.0000000000000004e-06,2.2723068599656007e-07,-1.1699131940626472e-06,1.1917762652026312e-06,-4.700704619705896,2201,2026-07-24T08:34:24.818561+00:00,True,
26,near_neutral,1.5,0.27,modal_nominal,0.4035142250961763,0.000414615364697,0.4035142250961763,0.000414615364697,0.0001119461484681,1.0,40.0,0.025,1e-06,300,0.0001908201595315,-0.5002049700350145,-0.1205853250516595,-0.0003364039379661,0.0001908201595315,0.1205853250516595,-72404.66826264412,115.531022273091,72364.66826264412,75.53102227309101,0.9931505495140802,0.0090266164237183,1.000000000000002e-06,1.0000000000000004e-06,-7.76096895083178e-10,3.941944394205343e-08,3.942708316742757e-08,-4.700704670040341,3801,2026-07-24T08:34:24.962302+00:00,True,
26,near_neutral,1.5,0.27,modal_strict,0.4035142250961763,0.000414615364697,0.4035142250961763,0.000414615364697,0.0001119461484681,1.0,50.0,0.0125,1e-06,300,0.0001908201595315,-0.5002049700350145,-0.1205853250516595,-0.0003364039379661,0.0001908201595315,0.1205853250516595,-72404.66826264774,115.5310222706499,72354.66826264774,65.5310222706499,0.9912572250486776,0.0027028974912024,1.0000000000000004e-06,1.0000000000000004e-06,-2.070985036239925e-09,3.757708440322639e-09,4.290612047575693e-09,-5.904649719256673,8601,2026-07-24T08:34:25.276743+00:00,True,
27,low_alpha,1.55,0.05,modal_coarse,0.3135717144297565,0.0492291037382038,0.3135717144297565,0.0492291037382038,0.0024614551869101,1.0,40.0,0.05,1e-06,300,0.0043786552212176,-0.0887030130940799,-0.0099655119345128,-0.0203667105680873,0.0043786552212176,0.0099655119345128,-3155.6783121561093,1387.4062720742236,3115.6783121561093,1347.4062720742236,0.8411128447097415,0.6784684686231542,1.0000000000000004e-06,1.0000000000000004e-06,4.860469665635137e-12,1.179241947146803e-11,1.2754815653768489e-11,-0.21488782416369,2201,2026-07-24T08:34:20.538315+00:00,True,
27,low_alpha,1.55,0.05,modal_nominal,0.3135717144297565,0.0492291037382038,0.3135717144297565,0.0492291037382038,0.0024614551869101,1.0,40.0,0.025,1e-06,300,0.0043786552212176,-0.0887030130940799,-0.0099655119345128,-0.0203667105680873,0.0043786552212176,0.0099655119345128,-3155.678297942149,1387.4062658287248,3115.678297942149,1347.4062658287248,0.8411127923605357,0.6784684263955552,1.0000000000000004e-06,1.0000000000000004e-06,-6.216230655220478e-12,-1.5121666072093198e-11,1.6349504835156238e-11,-0.2148878241652505,3801,2026-07-24T08:34:20.672954+00:00,True,
27,low_alpha,1.55,0.05,modal_strict,0.3135717144297565,0.0492291037382038,0.3135717144297565,0.0492291037382038,0.0024614551869101,1.0,50.0,0.0125,1e-06,300,0.0043786552212176,-0.0887030130940799,-0.0099655119345128,-0.0203667105680873,0.0043786552212176,0.0099655119345128,-3155.678291468835,1387.4062629844293,3105.678291468835,1337.4062629844293,0.8050780162992776,0.614115361747727,1.000000000000002e-06,9.99999999999999e-07,-7.607606385129362e-12,-1.7973320748376764e-11,1.9517067751972677e-11,-0.2707563912986548,8601,2026-07-24T08:34:20.985513+00:00,True,
28,peak_growth,1.55,0.145,modal_coarse,0.3802800476378144,0.0381293633372997,0.3802800476378144,0.0381293633372997,0.0055287576839084,1.0,40.0,0.05,1e-06,300,0.0096923410298093,-0.2742821077017447,-0.0481090786510592,-0.0248100359551293,0.0096923410298093,0.0481090786510592,-1426.4316416158026,288.31154430301126,1386.4316416158026,248.3115443030113,0.6854071258913985,0.1542052235715592,1.0000000000000004e-06,1.0000000000000004e-06,-3.205474080614224e-12,-2.5721716423454666e-12,4.109882119863753e-12,-1.4917286702191546,2201,2026-07-24T08:34:20.373687+00:00,True,
28,peak_growth,1.55,0.145,modal_nominal,0.3802800476378144,0.0381293633372997,0.3802800476378144,0.0381293633372997,0.0055287576839084,1.0,40.0,0.025,1e-06,300,0.0096923410298093,-0.2742821077017447,-0.0481090786510592,-0.0248100359551293,0.0096923410298093,0.0481090786510592,-1426.4316391158948,288.31154379934173,1386.4316391158948,248.3115437993417,0.6854071092840112,0.1542052198350002,1.0000000000000004e-06,9.99999999999999e-07,-1.3859986075503984e-11,-2.7098089397381564e-11,3.043691283625275e-11,-1.4917286702202734,3801,2026-07-24T08:34:20.508685+00:00,True,
28,peak_growth,1.55,0.145,modal_strict,0.3802800476378144,0.0381293633372997,0.3802800476378144,0.0381293633372997,0.0055287576839084,1.0,50.0,0.0125,1e-06,300,0.0096923410298093,-0.2742821077017447,-0.0481090786510592,-0.0248100359551293,0.0096923410298093,0.0481090786510592,-1426.431653203657,288.3115466375383,1376.431653203657,238.31154663753836,0.6220930677114063,0.0953156162795041,1.0000000000000004e-06,1.000000000000002e-06,-1.5798414659817794e-11,-2.9447947552663216e-11,3.341813161785006e-11,-1.875896046433146,8601,2026-07-24T08:34:20.811429+00:00,True,
29,near_neutral,1.55,0.26,modal_coarse,0.4189714383831418,0.0011522457084474,0.4189714383831418,0.0011522457084474,0.0002995838841963,1.0,40.0,0.05,1e-06,300,0.0005213600285603,-0.5093204494665354,-0.1130168416994644,-0.000962076278289,0.0005213600285603,0.1130168416994644,-26502.490959018294,123.18888544234407,26462.490959018294,83.18888544234407,0.981154326994352,0.0121094945469614,1.0000000000000004e-06,1.0000000000000004e-06,3.562651187949406e-08,4.5207323174365547e-08,5.7558235008478665e-08,-4.394739944980671,2201,2026-07-24T08:34:25.589029+00:00,True,
29,near_neutral,1.55,0.26,modal_nominal,0.4189714383831418,0.0011522457084474,0.4189714383831418,0.0011522457084474,0.0002995838841963,1.0,40.0,0.025,1e-06,300,0.0005213600285603,-0.5093204494665354,-0.1130168416994644,-0.000962076278289,0.0005213600285603,0.1130168416994644,-26502.490958994094,123.1888853727873,26462.490958994094,83.1888853727873,0.9811543269819724,0.0121094944517676,1.0000000000000004e-06,1.0000000000000004e-06,-8.379906699107487e-10,3.8881723632856047e-10,9.238004146587319e-10,-4.394739952829142,3801,2026-07-24T08:34:25.730874+00:00,True,
29,near_neutral,1.55,0.26,modal_strict,0.4189714383831418,0.0011522457084474,0.4189714383831418,0.0011522457084474,0.0002995838841963,1.0,50.0,0.0125,1e-06,300,0.0005213600285603,-0.5093204494665354,-0.1130168416994644,-0.000962076278289,0.0005213600285603,0.1130168416994644,-26502.49095899793,123.18888537437948,26452.49095899793,73.18888537437948,0.9760522920467468,0.0039111106741091,1.0000000000000004e-06,1.0000000000000004e-06,-5.733136188013077e-12,-3.750268867154516e-12,6.850793174972773e-12,-5.519694769360237,8601,2026-07-24T08:34:26.042299+00:00,True,
30,low_alpha,1.6,0.05,modal_coarse,0.3386982234532665,0.0421909590288649,0.3386982234532665,0.0421909590288649,0.0021095479514432,1.0,40.0,0.05,1e-06,300,0.0038161079800431,-0.0947242997409616,-0.0092464017881397,-0.019311957615019,0.0038161079800431,0.0092464017881397,-3620.8516589633714,1495.2486718191435,3580.8516589633714,1455.2486718191435,0.8601968962224337,0.6978880075927647,1.0000000000000004e-06,1.000000000000002e-06,4.252707561103186e-12,1.6448954177905595e-11,1.6989809155699842e-11,-0.2091026698241142,2201,2026-07-24T08:34:20.439519+00:00,True,
30,low_alpha,1.6,0.05,modal_nominal,0.3386982234532665,0.0421909590288649,0.3386982234532665,0.0421909590288649,0.0021095479514432,1.0,40.0,0.025,1e-06,300,0.0038161079800431,-0.0947242997409616,-0.0092464017881397,-0.019311957615019,0.0038161079800431,0.0092464017881397,-3620.851669826488,1495.2486763025097,3580.8516698264884,1455.2486763025097,0.8601969318817484,0.697888036523715,1.0000000000000004e-06,1.000000000000002e-06,-2.9246691873874298e-12,-1.6608711801702203e-11,1.6864252060724646e-11,-0.2091026698239383,3801,2026-07-24T08:34:20.572282+00:00,True,
30,low_alpha,1.6,0.05,modal_strict,0.3386982234532665,0.0421909590288649,0.3386982234532665,0.0421909590288649,0.0021095479514432,1.0,50.0,0.0125,1e-06,300,0.0038161079800431,-0.0947242997409616,-0.0092464017881397,-0.019311957615019,0.0038161079800431,0.0092464017881397,-3620.851658447556,1495.2486716062442,3570.851658447556,1445.2486716062442,0.8279892989842845,0.6362519434920677,1.0000000000000004e-06,1.000000000000002e-06,-3.918048177564693e-12,-1.900715522473728e-11,1.940677848739908e-11,-0.2634056079052256,8601,2026-07-24T08:34:20.876683+00:00,True,
