benchmark_id,atlas_chart,Mach,alpha,shoot_stage1_mismatch,shoot_stage2_mismatch,stage1_fraction_of_nominal,stage2_fraction_of_nominal,critical_common_multiplier
36,C31,1.702,0.11975,8.274270966290567e-07,6.7444383290322435e-21,1.654854193258113e-05,6.7444383290322435e-19,1.654854193258113e-05
37,C31,1.702,0.13525,1.2193329277352325e-06,7.715234011043072e-21,2.438665855470465e-05,7.715234011043072e-19,2.438665855470465e-05
38,C31,1.702,0.15075,1.2209190526717085e-06,8.105118056308397e-21,2.4418381053434167e-05,8.105118056308397e-19,2.4418381053434167e-05
39,C31,1.702,0.16625,3.662527171264994e-07,7.980699667699104e-21,7.325054342529988e-06,7.980699667699104e-19,7.325054342529988e-06
40,C31,1.702,0.18175,1.7640483042035974e-06,7.369992683565922e-21,3.528096608407195e-05,7.369992683565922e-19,3.528096608407195e-05
41,C31,1.702,0.19725,2.04456466507331e-06,6.7072895949950226e-21,4.08912933014662e-05,6.707289594995022e-19,4.08912933014662e-05
42,C31,1.738,0.11975,9.076499761316272e-07,6.710054002631773e-21,1.8152999522632543e-05,6.710054002631773e-19,1.8152999522632543e-05
43,C31,1.738,0.13525,1.055486665682374e-06,7.772759439569569e-21,2.110973331364748e-05,7.772759439569569e-19,2.110973331364748e-05
44,C31,1.738,0.15075,1.169644525128166e-06,8.377965523850107e-21,2.339289050256332e-05,8.377965523850107e-19,2.339289050256332e-05
45,C31,1.738,0.16625,1.0731733509069267e-06,8.40041825963935e-21,2.146346701813853e-05,8.40041825963935e-19,2.146346701813853e-05
46,C31,1.738,0.18175,1.7559680567593366e-06,7.811019098809481e-21,3.511936113518673e-05,7.81101909880948e-19,3.511936113518673e-05
47,C31,1.738,0.19725,2.5782365201852885e-06,7.125616222146485e-21,5.156473040370577e-05,7.125616222146485e-19,5.156473040370577e-05
48,C31,1.7739999999999998,0.11975,8.501778473414874e-07,6.6777896326290005e-21,1.7003556946829746e-05,6.6777896326290005e-19,1.7003556946829746e-05
49,C31,1.7739999999999998,0.13525,1.3642875700670382e-06,7.832699344135007e-21,2.7285751401340763e-05,7.832699344135007e-19,2.7285751401340763e-05
0,C31,1.7739999999999998,0.15075,7.956897153149625e-07,8.471389815195591e-21,1.5913794306299247e-05,8.471389815195591e-19,1.5913794306299247e-05
1,C31,1.7739999999999998,0.16625,5.636319596714663e-07,8.579311834066855e-21,1.1272639193429326e-05,8.579311834066855e-19,1.1272639193429326e-05
2,C31,1.7739999999999998,0.18175,7.552666532350393e-07,8.29686667848886e-21,1.5105333064700786e-05,8.2968666784888605e-19,1.5105333064700786e-05
3,C31,1.7739999999999998,0.19725,8.777992146775617e-07,7.498186041397126e-21,1.7555984293551234e-05,7.498186041397126e-19,1.7555984293551234e-05
4,C31,1.81,0.11975,1.0864740273389693e-06,6.592131455225503e-21,2.1729480546779383e-05,6.592131455225503e-19,2.1729480546779383e-05
5,C31,1.81,0.13525,8.370155443097127e-07,7.866378858026542e-21,1.6740310886194252e-05,7.866378858026542e-19,1.6740310886194252e-05
6,C31,1.81,0.15075,1.2409467045488749e-06,8.591327041567453e-21,2.4818934090977495e-05,8.591327041567453e-19,2.4818934090977495e-05
7,C31,1.81,0.16625,5.187504116582188e-07,8.77722325220907e-21,1.0375008233164376e-05,8.77722325220907e-19,1.0375008233164376e-05
8,C31,1.81,0.18175,1.0972493269795335e-06,8.566482958352149e-21,2.194498653959067e-05,8.566482958352149e-19,2.194498653959067e-05
9,C31,1.81,0.19725,1.2635220704783704e-06,7.955646275230957e-21,2.5270441409567406e-05,7.955646275230957e-19,2.5270441409567406e-05
10,C31,1.846,0.11975,3.201106609460683e-07,6.613783083832832e-21,6.402213218921366e-06,6.613783083832832e-19,6.402213218921366e-06
11,C31,1.846,0.13525,2.3499294176742992e-06,7.893027291746305e-21,4.699858835348598e-05,7.893027291746305e-19,4.699858835348598e-05
12,C31,1.846,0.15075,1.2911669322417709e-06,8.717247985375833e-21,2.5823338644835416e-05,8.717247985375832e-19,2.5823338644835416e-05
13,C31,1.846,0.16625,3.18851385847201e-07,9.034032085764144e-21,6.377027716944019e-06,9.034032085764144e-19,6.377027716944019e-06
14,C31,1.846,0.18175,3.138732565319578e-07,8.848763152070809e-21,6.277465130639156e-06,8.848763152070809e-19,6.277465130639156e-06
15,C31,1.846,0.19725,5.181896272591997e-07,8.486929069463647e-21,1.0363792545183993e-05,8.486929069463647e-19,1.0363792545183993e-05
16,C31,1.882,0.13525,1.0884607585029108e-06,7.884034322391856e-21,2.1769215170058215e-05,7.884034322391856e-19,2.1769215170058215e-05
17,C31,1.882,0.15075,1.5383175610234597e-06,8.830391906874532e-21,3.076635122046919e-05,8.830391906874532e-19,3.076635122046919e-05
18,C31,1.882,0.16625,1.5932266915531013e-06,9.24511694854244e-21,3.186453383106202e-05,9.24511694854244e-19,3.186453383106202e-05
19,C31,1.882,0.18175,1.2126246851899396e-06,9.208942923939963e-21,2.425249370379879e-05,9.208942923939963e-19,2.425249370379879e-05
20,C31,1.882,0.19725,1.2022415369675969e-06,9.085939799915151e-21,2.4044830739351935e-05,9.085939799915151e-19,2.4044830739351935e-05
21,C31,1.882,0.21275,1.2671695069936582e-06,1.171082100882313e-20,2.5343390139873164e-05,1.171082100882313e-18,2.5343390139873164e-05
22,C32,1.63,0.21275,5.213126943031902e-07,4.554542280783458e-21,1.0426253886063804e-05,4.554542280783457e-19,1.0426253886063804e-05
23,C32,1.63,0.2282499999999999,1.0267127001549803e-06,3.4642415056714825e-21,2.0534254003099604e-05,3.4642415056714825e-19,2.0534254003099604e-05
24,C32,1.63,0.24375,6.670360823639792e-07,3.8532795228595074e-21,1.3340721647279583e-05,3.8532795228595074e-19,1.3340721647279583e-05
25,C32,1.63,0.25925,0.0001006040857537,3.6294236514554242e-19,0.0020120817150739998,3.6294236514554244e-17,0.0020120817150739998
26,C32,1.63,0.27475,0.0007668098094146,3.1390750802891355e-19,0.015336196188292,3.1390750802891355e-17,0.015336196188292
27,C32,1.63,0.29025,0.0034609371528305,2.584258470788557e-19,0.06921874305661,2.584258470788557e-17,0.06921874305661
28,C32,1.63,0.3057499999999999,0.0052116401380529,2.2258470032531017e-19,0.104232802761058,2.2258470032531017e-17,0.104232802761058
29,C32,1.63,0.32125,0.0085086990674102,2.1330716835720905e-19,0.170173981348204,2.1330716835720905e-17,0.170173981348204
30,C32,1.63,0.33675,0.0151517419810637,1.4234655392307025e-19,0.303034839621274,1.4234655392307026e-17,0.303034839621274
31,C32,1.666,0.21275,1.3329372096635071e-06,5.1490416048592864e-21,2.665874419327014e-05,5.149041604859286e-19,2.665874419327014e-05
32,C32,1.666,0.2282499999999999,7.471289174269283e-07,4.121209614115608e-21,1.4942578348538565e-05,4.121209614115608e-19,1.4942578348538565e-05
33,C32,1.666,0.24375,7.221315427739566e-07,1.2065245926792727e-20,1.4442630855479131e-05,1.2065245926792727e-18,1.4442630855479131e-05
34,C32,1.666,0.25925,0.0005786411395622,3.6299159421228113e-19,0.011572822791243999,3.6299159421228115e-17,0.011572822791243999
35,C32,1.666,0.27475,0.0009523823619468,3.264368523680717e-19,0.019047647238936,3.264368523680717e-17,0.019047647238936
36,C32,1.666,0.29025,0.0053896128549436,2.6841680383201764e-19,0.10779225709887198,2.6841680383201762e-17,0.10779225709887198
37,C32,1.666,0.3057499999999999,0.0085865913403055,2.221256774305983e-19,0.17173182680611,2.221256774305983e-17,0.17173182680611
38,C32,1.666,0.32125,0.0125842357288319,1.4646480036894432e-19,0.251684714576638,1.464648003689443e-17,0.251684714576638
39,C32,1.666,0.33675,0.0157645576227216,1.2101489600792272e-19,0.31529115245443196,1.2101489600792272e-17,0.31529115245443196
40,C32,1.666,0.3522499999999999,0.0190300763618424,1.057696846432765e-19,0.380601527236848,1.057696846432765e-17,0.380601527236848
41,C32,1.702,0.21275,5.584105389451551e-07,5.7457459766032145e-21,1.11682107789031e-05,5.745745976603214e-19,1.11682107789031e-05
42,C32,1.702,0.2282499999999999,1.1368422543165487e-06,5.193623226159213e-21,2.2736845086330972e-05,5.193623226159213e-19,2.2736845086330972e-05
43,C32,1.702,0.24375,0.0002228749915911,3.7640122046492483e-19,0.0044574998318219995,3.7640122046492484e-17,0.0044574998318219995
44,C32,1.702,0.25925,0.0011242812570972,3.6656959645847053e-19,0.022485625141944,3.665695964584705e-17,0.022485625141944
45,C32,1.702,0.27475,0.0021434103685971,3.2450326577918144e-19,0.042868207371941996,3.2450326577918144e-17,0.042868207371941996
46,C32,1.702,0.29025,0.0056275741564247,2.66651795656581e-19,0.112551483128494,2.6665179565658097e-17,0.112551483128494
47,C32,1.702,0.3057499999999999,0.010037315396441,2.032593372098039e-19,0.20074630792881998,2.032593372098039e-17,0.20074630792881998
48,C32,1.702,0.32125,0.0128186356468125,1.1743482959515652e-19,0.25637271293624997,1.1743482959515652e-17,0.25637271293624997
49,C32,1.702,0.33675,0.0048235253286298,2.435592534294644e-19,0.096470506572596,2.435592534294644e-17,0.096470506572596
0,C32,1.702,0.3522499999999999,0.0048516245963656,3.147669940787792e-19,0.09703249192731199,3.147669940787792e-17,0.09703249192731199
1,C32,1.738,0.21275,1.5390157061353972e-06,6.3677830654177766e-21,3.078031412270794e-05,6.367783065417776e-19,3.078031412270794e-05
2,C32,1.738,0.2282499999999999,1.1184206746104907e-06,6.821537479998924e-21,2.2368413492209812e-05,6.821537479998924e-19,2.2368413492209812e-05
3,C32,1.738,0.24375,0.0006142215935747,4.074315268442362e-19,0.012284431871493999,4.074315268442362e-17,0.012284431871493999
4,C32,1.738,0.25925,0.0003309608290122,3.6675460495210264e-19,0.006619216580244,3.6675460495210265e-17,0.006619216580244
5,C32,1.738,0.27475,0.0043667067124056,3.1068920723903857e-19,0.087334134248112,3.106892072390386e-17,0.087334134248112
6,C32,1.738,0.29025,0.0065168648147954,2.751594150164095e-19,0.13033729629590798,2.751594150164095e-17,0.13033729629590798
7,C32,1.738,0.3057499999999999,0.0101771979246339,1.548418212760366e-19,0.20354395849267798,1.5484182127603662e-17,0.20354395849267798
8,C32,1.738,0.32125,0.008865099172072,3.4076502622033816e-19,0.17730198344144,3.4076502622033816e-17,0.17730198344144
9,C32,1.738,0.33675,0.0170848073783306,4.1156465283893603e-19,0.341696147566612,4.11564652838936e-17,0.341696147566612
10,C32,1.738,0.3522499999999999,0.0182297220532725,3.859120371040518e-19,0.36459444106545,3.859120371040518e-17,0.36459444106545
11,C32,1.7739999999999998,0.21275,1.5526132719766234e-06,7.061284331335786e-21,3.105226543953247e-05,7.0612843313357855e-19,3.105226543953247e-05
12,C32,1.7739999999999998,0.2282499999999999,5.609354865325394e-07,1.1792275957829908e-20,1.1218709730650787e-05,1.1792275957829909e-18,1.1218709730650787e-05
13,C32,1.7739999999999998,0.24375,0.0006158396768428,4.2247235920101284e-19,0.012316793536855998,4.2247235920101285e-17,0.012316793536855998
14,C32,1.7739999999999998,0.25925,0.0010347291563806,3.735817007775942e-19,0.020694583127611996,3.735817007775942e-17,0.020694583127611996
15,C32,1.7739999999999998,0.27475,0.0043343630176406,3.2666017191680937e-19,0.08668726035281199,3.2666017191680937e-17,0.08668726035281199
16,C32,1.7739999999999998,0.29025,0.0077828446638518,2.5200065313461457e-19,0.155656893277036,2.5200065313461457e-17,0.155656893277036
17,C32,1.7739999999999998,0.3057499999999999,0.0103266191312855,2.1582667153846812e-19,0.20653238262571,2.1582667153846813e-17,0.20653238262571
18,C32,1.7739999999999998,0.32125,0.0130762413624609,7.357061206550845e-20,0.261524827249218,7.357061206550845e-18,0.261524827249218
19,C32,1.7739999999999998,0.33675,0.0200749226890868,4.829158268325553e-19,0.401498453781736,4.829158268325553e-17,0.401498453781736
20,C32,1.7739999999999998,0.3522499999999999,0.0209816944303589,4.989636998729159e-19,0.419633888607178,4.9896369987291594e-17,0.419633888607178
21,C32,1.81,0.21275,1.0944560710795568e-06,7.874888843347464e-21,2.1889121421591135e-05,7.874888843347464e-19,2.1889121421591135e-05
22,C32,1.81,0.2282499999999999,1.565616809274414e-06,3.9526003648780673e-19,3.131233618548828e-05,3.9526003648780675e-17,3.131233618548828e-05
23,C32,1.81,0.24375,0.0003672091255789,4.2600700686669713e-19,0.007344182511578,4.2600700686669714e-17,0.007344182511578
24,C32,1.81,0.25925,0.0015251977757333,3.785916715612285e-19,0.030503955514665997,3.785916715612285e-17,0.030503955514665997
25,C32,1.81,0.27475,0.0022091619197994,3.306419081137482e-19,0.044183238395988,3.306419081137482e-17,0.044183238395988
26,C32,1.81,0.29025,0.0080459771194308,2.4088405214025324e-19,0.16091954238861597,2.4088405214025323e-17,0.16091954238861597
27,C32,1.81,0.3057499999999999,0.0105109490244918,1.1128765101251156e-19,0.21021898048983598,1.1128765101251156e-17,0.21021898048983598
28,C32,1.81,0.32125,0.013034488922789,1.7030157630590972e-19,0.26068977845578,1.703015763059097e-17,0.26068977845578
29,C32,1.81,0.33675,0.0181019616718365,5.14487750459899e-19,0.36203923343672995,5.14487750459899e-17,0.36203923343672995
30,C32,1.81,0.3522499999999999,0.0192800175994431,5.494946124039141e-19,0.38560035198886194,5.494946124039141e-17,0.38560035198886194
31,C32,1.846,0.21275,3.345433995661076e-06,9.09982956417419e-21,6.690867991322151e-05,9.09982956417419e-19,6.690867991322151e-05
32,C32,1.846,0.2282499999999999,0.0003805155537155,4.471534327786745e-19,0.00761031107431,4.4715343277867453e-17,0.00761031107431
33,C32,1.846,0.24375,0.0005709142176519,4.356774536300192e-19,0.011418284353038,4.356774536300192e-17,0.011418284353038
34,C32,1.846,0.25925,0.0017709801563796,3.8394864627238107e-19,0.03541960312759199,3.839486462723811e-17,0.03541960312759199
35,C32,1.846,0.27475,0.0050268372959074,3.2687950540188005e-19,0.100536745918148,3.2687950540188005e-17,0.100536745918148
36,C32,1.846,0.29025,0.0174265133648958,1.3787421554372554e-20,0.348530267297916,1.3787421554372554e-18,0.348530267297916
37,C32,1.846,0.3057499999999999,0.0188574560425395,1.5037335190621957e-19,0.37714912085079,1.5037335190621957e-17,0.37714912085079
38,C32,1.846,0.32125,0.0130663564489204,7.214895880026681e-20,0.261327128978408,7.214895880026681e-18,0.261327128978408
39,C32,1.846,0.33675,0.0161396984787271,1.5462800253453857e-19,0.322793969574542,1.5462800253453857e-17,0.322793969574542
40,C32,1.846,0.3522499999999999,0.0161595117110269,5.624901011192466e-19,0.32319023422053794,5.624901011192465e-17,0.32319023422053794
41,C32,1.882,0.2282499999999999,4.9735941575793365e-05,4.8040703173205405e-19,0.0009947188315158671,4.804070317320541e-17,0.0009947188315158671
42,C32,1.882,0.24375,0.0018171034333622,4.40261022540848e-19,0.036342068667243994,4.40261022540848e-17,0.036342068667243994
43,C32,1.882,0.25925,0.0019689768842315,3.8931665395428884e-19,0.03937953768463,3.893166539542888e-17,0.03937953768463
44,C32,1.882,0.27475,0.0051763382868091,3.3274837952039548e-19,0.103526765736182,3.327483795203955e-17,0.103526765736182
45,C32,1.882,0.29025,0.0082001197145703,2.8374763950826864e-19,0.16400239429140598,2.8374763950826864e-17,0.16400239429140598
46,C32,1.882,0.3057499999999999,0.0145507772129891,7.146774609950799e-21,0.291015544259782,7.146774609950799e-19,0.291015544259782
47,C32,1.882,0.32125,0.0078798062263216,3.3769688906641764e-19,0.15759612452643199,3.376968890664176e-17,0.15759612452643199
48,C32,1.882,0.33675,0.0129234709386708,4.702824674185992e-19,0.258469418773416,4.702824674185992e-17,0.258469418773416
49,C32,1.882,0.3522499999999999,0.0127086199595272,5.2493630830644045e-19,0.25417239919054396,5.249363083064404e-17,0.25417239919054396
