point_id,seam_id,chart_a,checkpoint_a,chart_b,checkpoint_b,Mach,eta,alpha,overlap_mach_min,overlap_mach_max,overlap_eta_min,overlap_eta_max
SEAM_0009_ETAEDGE_LM__ETAEDGE_MM_P0,SEAM_0009_ETAEDGE_LM__ETAEDGE_MM,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,ETAEDGE_MM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_MM/model_state.pt,0.3249999999999999,0.04,0.0378285606387554,0.3,0.35,0.02,0.06
SEAM_0009_ETAEDGE_LM__ETAEDGE_MM_P1,SEAM_0009_ETAEDGE_LM__ETAEDGE_MM,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,ETAEDGE_MM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_MM/model_state.pt,0.31,0.0279999999999999,0.0266206235839808,0.3,0.35,0.02,0.06
SEAM_0009_ETAEDGE_LM__ETAEDGE_MM_P2,SEAM_0009_ETAEDGE_LM__ETAEDGE_MM,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,ETAEDGE_MM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_MM/model_state.pt,0.31,0.0519999999999999,0.0494383009416788,0.3,0.35,0.02,0.06
SEAM_0009_ETAEDGE_LM__ETAEDGE_MM_P3,SEAM_0009_ETAEDGE_LM__ETAEDGE_MM,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,ETAEDGE_MM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_MM/model_state.pt,0.3399999999999999,0.0279999999999999,0.0263319121979395,0.3,0.35,0.02,0.06
SEAM_0009_ETAEDGE_LM__ETAEDGE_MM_P4,SEAM_0009_ETAEDGE_LM__ETAEDGE_MM,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,ETAEDGE_MM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_MM/model_state.pt,0.3399999999999999,0.0519999999999999,0.0489021226533163,0.3,0.35,0.02,0.06
SEAM_0010_ETAEDGE_LM__LMEDGE_VLOW_P0,SEAM_0010_ETAEDGE_LM__LMEDGE_VLOW,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,LMEDGE_VLOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_VLOW/model_state.pt,0.055,0.055,0.0549167494941206,0.05,0.06,0.05,0.06
SEAM_0010_ETAEDGE_LM__LMEDGE_VLOW_P1,SEAM_0010_ETAEDGE_LM__LMEDGE_VLOW,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,LMEDGE_VLOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_VLOW/model_state.pt,0.052,0.052,0.0519296484101327,0.05,0.06,0.05,0.06
SEAM_0010_ETAEDGE_LM__LMEDGE_VLOW_P2,SEAM_0010_ETAEDGE_LM__LMEDGE_VLOW,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,LMEDGE_VLOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_VLOW/model_state.pt,0.052,0.0579999999999999,0.0579215309189941,0.05,0.06,0.05,0.06
SEAM_0010_ETAEDGE_LM__LMEDGE_VLOW_P3,SEAM_0010_ETAEDGE_LM__LMEDGE_VLOW,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,LMEDGE_VLOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_VLOW/model_state.pt,0.0579999999999999,0.052,0.051912462318792,0.05,0.06,0.05,0.06
SEAM_0010_ETAEDGE_LM__LMEDGE_VLOW_P4,SEAM_0010_ETAEDGE_LM__LMEDGE_VLOW,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,LMEDGE_VLOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_VLOW/model_state.pt,0.0579999999999999,0.0579999999999999,0.0579023618171141,0.05,0.06,0.05,0.06
SEAM_0011_ETAEDGE_LM__LOWM_EXT_VLOW_EXTREME_P0,SEAM_0011_ETAEDGE_LM__LOWM_EXT_VLOW_EXTREME,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,LOWM_EXT_VLOW_EXTREME,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_VLOW_EXTREME/model_state.pt,0.075,0.055,0.0548450943567426,0.05,0.1,0.05,0.06
SEAM_0011_ETAEDGE_LM__LOWM_EXT_VLOW_EXTREME_P1,SEAM_0011_ETAEDGE_LM__LOWM_EXT_VLOW_EXTREME,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,LOWM_EXT_VLOW_EXTREME,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_VLOW_EXTREME/model_state.pt,0.06,0.052,0.0519063156080259,0.05,0.1,0.05,0.06
SEAM_0011_ETAEDGE_LM__LOWM_EXT_VLOW_EXTREME_P2,SEAM_0011_ETAEDGE_LM__LOWM_EXT_VLOW_EXTREME,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,LOWM_EXT_VLOW_EXTREME,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_VLOW_EXTREME/model_state.pt,0.06,0.0579999999999999,0.0578955058704905,0.05,0.1,0.05,0.06
SEAM_0011_ETAEDGE_LM__LOWM_EXT_VLOW_EXTREME_P3,SEAM_0011_ETAEDGE_LM__LOWM_EXT_VLOW_EXTREME,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,LOWM_EXT_VLOW_EXTREME,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_VLOW_EXTREME/model_state.pt,0.09,0.052,0.051788971799023,0.05,0.1,0.05,0.06
SEAM_0011_ETAEDGE_LM__LOWM_EXT_VLOW_EXTREME_P4,SEAM_0011_ETAEDGE_LM__LOWM_EXT_VLOW_EXTREME,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,LOWM_EXT_VLOW_EXTREME,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_VLOW_EXTREME/model_state.pt,0.09,0.0579999999999999,0.0577646223912179,0.05,0.1,0.05,0.06
SEAM_0012_ETAEDGE_LM__ULTRALOW_M002_006_eta002_006_P0,SEAM_0012_ETAEDGE_LM__ULTRALOW_M002_006_eta002_006,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,ULTRALOW_M002_006_eta002_006,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ULTRALOW_M002_006_eta002_006/model_state.pt,0.055,0.04,0.0399394541775422,0.05,0.06,0.02,0.06
SEAM_0012_ETAEDGE_LM__ULTRALOW_M002_006_eta002_006_P1,SEAM_0012_ETAEDGE_LM__ULTRALOW_M002_006_eta002_006,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,ULTRALOW_M002_006_eta002_006,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ULTRALOW_M002_006_eta002_006/model_state.pt,0.052,0.0279999999999999,0.0279621183746868,0.05,0.06,0.02,0.06
SEAM_0012_ETAEDGE_LM__ULTRALOW_M002_006_eta002_006_P2,SEAM_0012_ETAEDGE_LM__ULTRALOW_M002_006_eta002_006,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,ULTRALOW_M002_006_eta002_006,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ULTRALOW_M002_006_eta002_006/model_state.pt,0.052,0.0519999999999999,0.0519296484101327,0.05,0.06,0.02,0.06
SEAM_0012_ETAEDGE_LM__ULTRALOW_M002_006_eta002_006_P3,SEAM_0012_ETAEDGE_LM__ULTRALOW_M002_006_eta002_006,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,ULTRALOW_M002_006_eta002_006,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ULTRALOW_M002_006_eta002_006/model_state.pt,0.0579999999999999,0.0279999999999999,0.0279528643255033,0.05,0.06,0.02,0.06
SEAM_0012_ETAEDGE_LM__ULTRALOW_M002_006_eta002_006_P4,SEAM_0012_ETAEDGE_LM__ULTRALOW_M002_006_eta002_006,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,ULTRALOW_M002_006_eta002_006,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ULTRALOW_M002_006_eta002_006/model_state.pt,0.0579999999999999,0.0519999999999999,0.051912462318792,0.05,0.06,0.02,0.06
SEAM_0013_ETAEDGE_LM__VLOW_EXTREME_CI_ONLY_P0,SEAM_0013_ETAEDGE_LM__VLOW_EXTREME_CI_ONLY,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,VLOW_EXTREME_CI_ONLY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_EXTREME_CI_ONLY/model_state.pt,0.2249999999999999,0.055,0.0535897319922389,0.1,0.35,0.05,0.06
SEAM_0013_ETAEDGE_LM__VLOW_EXTREME_CI_ONLY_P1,SEAM_0013_ETAEDGE_LM__VLOW_EXTREME_CI_ONLY,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,VLOW_EXTREME_CI_ONLY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_EXTREME_CI_ONLY/model_state.pt,0.15,0.052,0.0514116718265415,0.1,0.35,0.05,0.06
SEAM_0013_ETAEDGE_LM__VLOW_EXTREME_CI_ONLY_P2,SEAM_0013_ETAEDGE_LM__VLOW_EXTREME_CI_ONLY,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,VLOW_EXTREME_CI_ONLY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_EXTREME_CI_ONLY/model_state.pt,0.15,0.0579999999999999,0.057343787806527,0.1,0.35,0.05,0.06
SEAM_0013_ETAEDGE_LM__VLOW_EXTREME_CI_ONLY_P3,SEAM_0013_ETAEDGE_LM__VLOW_EXTREME_CI_ONLY,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,VLOW_EXTREME_CI_ONLY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_EXTREME_CI_ONLY/model_state.pt,0.3,0.052,0.0496048384736811,0.1,0.35,0.05,0.06
SEAM_0013_ETAEDGE_LM__VLOW_EXTREME_CI_ONLY_P4,SEAM_0013_ETAEDGE_LM__VLOW_EXTREME_CI_ONLY,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,VLOW_EXTREME_CI_ONLY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_EXTREME_CI_ONLY/model_state.pt,0.3,0.0579999999999999,0.0553284736821828,0.1,0.35,0.05,0.06
SEAM_0014_ETAEDGE_MM__VLOW_EXTREME_CI_ONLY_P0,SEAM_0014_ETAEDGE_MM__VLOW_EXTREME_CI_ONLY,ETAEDGE_MM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_MM/model_state.pt,VLOW_EXTREME_CI_ONLY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_EXTREME_CI_ONLY/model_state.pt,0.5,0.055,0.0476313972081441,0.3,0.7,0.05,0.06
SEAM_0014_ETAEDGE_MM__VLOW_EXTREME_CI_ONLY_P1,SEAM_0014_ETAEDGE_MM__VLOW_EXTREME_CI_ONLY,ETAEDGE_MM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_MM/model_state.pt,VLOW_EXTREME_CI_ONLY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_EXTREME_CI_ONLY/model_state.pt,0.38,0.052,0.0480992972921642,0.3,0.7,0.05,0.06
SEAM_0014_ETAEDGE_MM__VLOW_EXTREME_CI_ONLY_P2,SEAM_0014_ETAEDGE_MM__VLOW_EXTREME_CI_ONLY,ETAEDGE_MM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_MM/model_state.pt,VLOW_EXTREME_CI_ONLY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_EXTREME_CI_ONLY/model_state.pt,0.38,0.0579999999999999,0.0536492162104909,0.3,0.7,0.05,0.06
SEAM_0014_ETAEDGE_MM__VLOW_EXTREME_CI_ONLY_P3,SEAM_0014_ETAEDGE_MM__VLOW_EXTREME_CI_ONLY,ETAEDGE_MM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_MM/model_state.pt,VLOW_EXTREME_CI_ONLY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_EXTREME_CI_ONLY/model_state.pt,0.62,0.052,0.0407992941115407,0.3,0.7,0.05,0.06
SEAM_0014_ETAEDGE_MM__VLOW_EXTREME_CI_ONLY_P4,SEAM_0014_ETAEDGE_MM__VLOW_EXTREME_CI_ONLY,ETAEDGE_MM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_MM/model_state.pt,VLOW_EXTREME_CI_ONLY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_EXTREME_CI_ONLY/model_state.pt,0.62,0.0579999999999999,0.0455069049705646,0.3,0.7,0.05,0.06
SEAM_0015_HIGH_HIM__HIGH_LOWM_COMPACTY_P0,SEAM_0015_HIGH_HIM__HIGH_LOWM_COMPACTY,HIGH_HIM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_HIM/model_state.pt,HIGH_LOWM_COMPACTY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_LOWM_COMPACTY/model_state.pt,0.375,0.6000000000000001,0.5562148865321748,0.35,0.4,0.55,0.65
SEAM_0015_HIGH_HIM__HIGH_LOWM_COMPACTY_P1,SEAM_0015_HIGH_HIM__HIGH_LOWM_COMPACTY,HIGH_HIM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_HIM/model_state.pt,HIGH_LOWM_COMPACTY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_LOWM_COMPACTY/model_state.pt,0.36,0.5700000000000001,0.5317828128098915,0.35,0.4,0.55,0.65
SEAM_0015_HIGH_HIM__HIGH_LOWM_COMPACTY_P2,SEAM_0015_HIGH_HIM__HIGH_LOWM_COMPACTY,HIGH_HIM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_HIM/model_state.pt,HIGH_LOWM_COMPACTY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_LOWM_COMPACTY/model_state.pt,0.36,0.63,0.5877599510004063,0.35,0.4,0.55,0.65
SEAM_0015_HIGH_HIM__HIGH_LOWM_COMPACTY_P3,SEAM_0015_HIGH_HIM__HIGH_LOWM_COMPACTY,HIGH_HIM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_HIM/model_state.pt,HIGH_LOWM_COMPACTY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_LOWM_COMPACTY/model_state.pt,0.39,0.5700000000000001,0.5248644682201301,0.35,0.4,0.55,0.65
SEAM_0015_HIGH_HIM__HIGH_LOWM_COMPACTY_P4,SEAM_0015_HIGH_HIM__HIGH_LOWM_COMPACTY,HIGH_HIM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_HIM/model_state.pt,HIGH_LOWM_COMPACTY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_LOWM_COMPACTY/model_state.pt,0.39,0.63,0.5801133596117227,0.35,0.4,0.55,0.65
SEAM_0016_HIGH_HIM__MID_P0,SEAM_0016_HIGH_HIM__MID,HIGH_HIM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_HIM/model_state.pt,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,0.5249999999999999,0.525,0.4468286689269166,0.35,0.7,0.5,0.55
SEAM_0016_HIGH_HIM__MID_P1,SEAM_0016_HIGH_HIM__MID,HIGH_HIM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_HIM/model_state.pt,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,0.42,0.51,0.4628372932251678,0.35,0.7,0.5,0.55
SEAM_0016_HIGH_HIM__MID_P2,SEAM_0016_HIGH_HIM__MID,HIGH_HIM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_HIM/model_state.pt,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,0.42,0.54,0.4900630163560601,0.35,0.7,0.5,0.55
SEAM_0016_HIGH_HIM__MID_P3,SEAM_0016_HIGH_HIM__MID,HIGH_HIM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_HIM/model_state.pt,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,0.6299999999999999,0.51,0.39606351763322,0.35,0.7,0.5,0.55
SEAM_0016_HIGH_HIM__MID_P4,SEAM_0016_HIGH_HIM__MID,HIGH_HIM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_HIM/model_state.pt,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,0.6299999999999999,0.54,0.4193613716116448,0.35,0.7,0.5,0.55
SEAM_0017_HM1_LOW__HM1_MID_P0,SEAM_0017_HM1_LOW__HM1_MID,HM1_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM1_LOW/model_state.pt,HM1_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM1_MID/model_state.pt,0.7749999999999999,0.375,0.2369854623705851,0.7,0.85,0.35,0.4
SEAM_0017_HM1_LOW__HM1_MID_P1,SEAM_0017_HM1_LOW__HM1_MID,HM1_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM1_LOW/model_state.pt,HM1_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM1_MID/model_state.pt,0.73,0.36,0.2460409721977215,0.7,0.85,0.35,0.4
SEAM_0017_HM1_LOW__HM1_MID_P2,SEAM_0017_HM1_LOW__HM1_MID,HM1_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM1_LOW/model_state.pt,HM1_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM1_MID/model_state.pt,0.73,0.39,0.2665443865475317,0.7,0.85,0.35,0.4
SEAM_0017_HM1_LOW__HM1_MID_P3,SEAM_0017_HM1_LOW__HM1_MID,HM1_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM1_LOW/model_state.pt,HM1_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM1_MID/model_state.pt,0.82,0.36,0.2060508675060603,0.7,0.85,0.35,0.4
SEAM_0017_HM1_LOW__HM1_MID_P4,SEAM_0017_HM1_LOW__HM1_MID,HM1_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM1_LOW/model_state.pt,HM1_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM1_MID/model_state.pt,0.82,0.39,0.2232217731315653,0.7,0.85,0.35,0.4
SEAM_0018_HM2_LOW__HM2_MID_P0,SEAM_0018_HM2_LOW__HM2_MID,HM2_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM2_LOW/model_state.pt,HM2_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM2_MID/model_state.pt,0.915,0.375,0.1512951895302688,0.85,0.98,0.35,0.4
SEAM_0018_HM2_LOW__HM2_MID_P1,SEAM_0018_HM2_LOW__HM2_MID,HM2_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM2_LOW/model_state.pt,HM2_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM2_MID/model_state.pt,0.876,0.36,0.1736319970512347,0.85,0.98,0.35,0.4
