alpha,Mach,blumen_cr,blumen_ci,blumen_target_available,seed_name,seed_cr_center,seed_ci_center,requested_cr_half_window,requested_ci_half_window,used_cr_half_window,used_ci_half_window,retry_index,shooting_cr,shooting_ci,shooting_omega_i,err_cr_abs,err_ci_abs,err_ci_rel,stage1_mismatch,stage2_mismatch,ln_p_start_right,spectral_success,mode_success,success,status,selection_metric,selection_metric_name,y_limit
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_04,0.26,0.07,0.06,0.03,0.06,0.03,0,0.2998828125,0.05236328125000001,0.009425390625000002,0.02277838210202915,0.0015134693661616738,0.029763519472187108,3.8943190943024595e-06,1.52419872636386e-18,-27.36592617871717,True,True,True,validated,0.010010451140045949,distance_to_blumen,390.67554079112864
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_05,0.34,0.085,0.06,0.03,0.06,0.03,0,0.2998828125,0.05236328125000001,0.009425390625000002,0.02277838210202915,0.0015134693661616738,0.029763519472187108,3.8943190943024595e-06,1.52419872636386e-18,-27.36592617871717,True,True,True,validated,0.010010451140045949,distance_to_blumen,390.67554079112864
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_02,0.1,0.04,0.1,0.015,0.1,0.015,0,0.2998046875000002,0.052373046874999996,0.0094271484375,0.022700257102029386,0.001523234991161658,0.029955567871939166,2.009449679164835e-05,1.5254558844306047e-18,-27.346581077251244,True,True,True,validated,0.010012410913152834,distance_to_blumen,390.5910641763646
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_04,0.26,0.07,0.1,0.03,0.1,0.03,0,0.2999088541666667,0.05236328125000001,0.009425390625000002,0.022804423768695847,0.0015134693661616738,0.029763519472187108,1.0893617084427711e-05,1.5257882884972688e-18,-27.370894924261208,True,True,True,validated,0.010017711611250544,distance_to_blumen,390.67944722744335
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_03,0.18,0.055,0.1,0.008,0.1,0.008,0,0.2998567708333334,0.052369791666666665,0.0094265625,0.02275234043536256,0.0015199797828283276,0.029891551738688432,4.798628475594106e-06,1.5248742644497063e-18,-27.35799738476161,True,True,True,validated,0.010018975424958497,distance_to_blumen,390.623126299669
0.18,1.33,0.27710443039797084,0.05084981188383834,True,blumen,0.27710443039797084,0.05084981188383834,0.1,0.008,0.1,0.008,0,0.2998257845646375,0.052375853550505,0.0094276536390909,0.022721354166666652,0.0015260416666666651,0.030010763267969708,1.392329810357847e-05,1.5242066762258045e-18,-27.349331161647477,True,True,True,validated,0.010025103129265758,distance_to_blumen,390.573323581525
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_03,0.18,0.055,0.1,0.015,0.1,0.015,0,0.2998567708333334,0.052373046874999996,0.0094271484375,0.02275234043536256,0.001523234991161658,0.029955567871939166,4.761517118771869e-06,1.5247952977281334e-18,-27.35651782657522,True,True,True,validated,0.010026882333776575,distance_to_blumen,390.5988769333275
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_04,0.26,0.07,0.03,0.015,0.03,0.015,0,0.29986328125,0.052373046874999996,0.0094271484375,0.022758850852029167,0.001523234991161658,0.029955567871939166,2.8504588072063917e-06,1.5253020363924659e-18,-27.357759819308768,True,True,True,validated,0.010028692122886184,distance_to_blumen,390.5998534514098
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_03,0.18,0.055,0.06,0.015,0.06,0.015,0,0.29988281249999993,0.052373046874999996,0.0094271484375,0.022778382102029093,0.001523234991161658,0.029955567871939166,2.9307708462338496e-06,1.525463563323845e-18,-27.361485663343053,True,True,True,validated,0.010034122636438022,distance_to_blumen,390.60278290361566
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_04,0.26,0.07,0.06,0.015,0.06,0.015,0,0.2998828125,0.052373046874999996,0.0094271484375,0.02277838210202915,0.001523234991161658,0.029955567871939166,2.9307708463323227e-06,1.5255932846912842e-18,-27.361485663343,True,True,True,validated,0.010034122636438037,distance_to_blumen,390.60278290361566
0.18,1.33,0.27710443039797084,0.05084981188383834,True,blumen,0.27710443039797084,0.05084981188383834,0.03,0.008,0.03,0.008,0,0.29985833664797085,0.052375853550505,0.0094276536390909,0.02275390625000001,0.0015260416666666651,0.030010763267969708,4.435242416378577e-06,1.5269728408756841e-18,-27.35554097949903,True,True,True,validated,0.01003414327556586,distance_to_blumen,390.57820614145544
0.18,1.33,0.27710443039797084,0.05084981188383834,True,blumen,0.27710443039797084,0.05084981188383834,0.015,0.008,0.015,0.008,0,0.29986810227297084,0.052375853550505,0.0094276536390909,0.022763671875000002,0.0015260416666666651,0.030010763267969708,1.8055592282995564e-06,1.525622356198197e-18,-27.357403815611484,True,True,True,validated,0.010036856253600823,distance_to_blumen,390.57967082652556
0.18,1.33,0.27710443039797084,0.05084981188383834,True,blumen,0.27710443039797084,0.05084981188383834,0.06,0.008,0.06,0.008,0,0.29987786789797083,0.052375853550505,0.0094276536390909,0.022773437499999993,0.0015260416666666651,0.030010763267969708,1.8406024772022033e-06,1.5245537490276837e-18,-27.359266601281334,True,True,True,validated,0.010039569662158288,distance_to_blumen,390.5811354733328
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_04,0.26,0.07,0.1,0.015,0.1,0.015,0,0.2999088541666667,0.052373046874999996,0.0094271484375,0.022804423768695847,0.001523234991161658,0.029955567871939166,1.0587334423830368e-05,1.5251668430062098e-18,-27.366453141126392,True,True,True,validated,0.010041365991836717,distance_to_blumen,390.60668860181056
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_05,0.34,0.085,0.015,0.03,0.015,0.03,0,0.3100292968749999,0.052558593750000014,0.009460546875000002,0.03292486647702908,0.0017087818661616766,0.03360448746723448,0.0029073182623006086,7.316623901956999e-19,-29.174905752798807,True,True,True,validated,0.013398309760671918,distance_to_blumen,390.72156936793647
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_04,0.26,0.07,0.015,0.008,0.015,0.008,0,0.28997070312499995,0.054015625000000005,0.0097228125,0.012866272727029116,0.003165813116161667,0.062258108710287315,0.0030210648106912003,1.207587490439624e-18,-24.80520255819124,True,True,True,validated,0.013440116527934228,distance_to_blumen,377.2793180383075
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_04,0.26,0.07,0.03,0.008,0.03,0.008,0,0.29986328125,0.054015625000000005,0.0097228125,0.022758850852029167,0.003165813116161667,0.062258108710287315,0.0004824863987154573,1.5032705704346293e-18,-26.63470386406209,True,True,True,validated,0.014960237674122401,distance_to_blumen,378.7366491856253
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_04,0.26,0.07,0.06,0.008,0.06,0.008,0,0.2998828125,0.054015625000000005,0.0097228125,0.02277838210202915,0.003165813116161667,0.062258108710287315,0.00048246206157689654,1.5032975227416003e-18,-26.638274951263668,True,True,True,validated,0.014963878596596206,distance_to_blumen,378.73948834856895
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_04,0.26,0.07,0.1,0.008,0.1,0.008,0,0.2999088541666667,0.054015625000000005,0.0097228125,0.022804423768695847,0.003165813116161667,0.062258108710287315,0.0004825355662462177,1.503164124795899e-18,-26.64303612047346,True,True,True,validated,0.014968736638494472,distance_to_blumen,378.7432736685254
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_03,0.18,0.055,0.06,0.008,0.06,0.008,0,0.29988281249999993,0.055015624999999985,0.009902812499999997,0.022778382102029093,0.004165813116161647,0.08192386484492921,0.0007745506005279058,1.468394109589371e-18,-26.219903714776702,True,True,True,validated,0.01847224085948536,distance_to_blumen,371.8642534156825
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_05,0.34,0.085,0.1,0.015,0.1,0.015,0,0.29983072916666675,0.05502929687500001,0.0099052734375,0.02272629876869592,0.004179484991161671,0.08219273260458299,0.0007787349126307382,1.4676478106800798e-18,-26.205011349370395,True,True,True,validated,0.018513748593618862,distance_to_blumen,371.76455870710066
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_05,0.34,0.085,0.06,0.015,0.06,0.015,0,0.2998828125,0.05502929687500001,0.0099052734375,0.02277838210202915,0.004179484991161671,0.08219273260458299,0.0007785365599971653,1.4692076138424494e-18,-26.214293047563636,True,True,True,validated,0.018521587845857623,distance_to_blumen,371.77198867107376
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_05,0.34,0.085,0.03,0.015,0.03,0.015,0,0.29990234374999997,0.05502929687500001,0.0099052734375,0.02279791335202913,0.004179484991161671,0.08219273260458299,0.000778539279589017,1.4682439736589511e-18,-26.21777337654352,True,True,True,validated,0.018524531334944555,distance_to_blumen,371.77477464088776
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_05,0.34,0.085,0.015,0.015,0.015,0.015,0,0.3100292968749999,0.05502929687500001,0.0099052734375,0.03292486647702908,0.004179484991161671,0.08219273260458299,0.002992713886338876,1.6148116422864885e-18,-27.99783854112588,True,True,True,validated,0.020304808633584297,distance_to_blumen,373.1999557096034
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_01,0.05,0.025,0.1,0.015,0.1,0.015,0,0.22485351562500014,0.05497070312499999,0.009894726562499997,0.0522509147729707,0.004120891241161655,0.08104044220606847,0.02391458623896514,8.995222049009153e-19,-13.754420087934113,True,True,True,validated,0.024620160042812998,distance_to_blumen,360.26826833596874
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_02,0.1,0.04,0.06,0.008,0.06,0.008,0,0.21988281249999997,0.05598437500000002,0.010077187500000003,0.05722161789797087,0.005134563116161679,0.10097506610036455,0.025347013112946792,6.593088789136115e-19,-13.116513108945764,True,True,True,validated,0.02868663843624913,distance_to_blumen,352.892756352467
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_02,0.1,0.04,0.03,0.03,0.03,0.03,0,0.15994140624999997,0.05146484375000001,0.009263671875,0.11716302414797086,0.0006150318661616722,0.012095066694969398,0.04078146596939902,1.2292868831532373e-18,-8.917601907498257,True,True,True,validated,0.04108078711527828,distance_to_blumen,371.27646253151994
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_03,0.18,0.055,0.03,0.03,0.03,0.03,0,0.23994140624999993,0.061113281250000005,0.011000390625,0.0371630241479709,0.010263469366161668,0.201838885650307,0.01912111352822894,1.2511889422173646e-18,-15.048125090623323,True,True,True,validated,0.04306511841909297,distance_to_blumen,326.4634447300012
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_03,0.18,0.055,0.03,0.008,0.03,0.008,0,0.23994140624999993,0.06111979166666667,0.011001562500000001,0.0371630241479709,0.010269979782828335,0.2019669179168086,0.019121113640716097,1.2508747720563348e-18,-15.047417583437909,True,True,True,validated,0.04308994459735961,distance_to_blumen,326.42874677717094
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_03,0.18,0.055,0.03,0.015,0.03,0.015,0,0.23994140624999993,0.061123046874999996,0.0110021484375,0.0371630241479709,0.010273234991161659,0.20203093405005917,0.019121113790929983,1.250757061539505e-18,-15.047063866893911,True,True,True,validated,0.0431023582244212,distance_to_blumen,326.41140057558
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_01,0.05,0.025,0.1,0.008,0.1,0.008,0,0.22485351562500014,0.04098437500000002,0.007377187500000003,0.0522509147729707,0.00986543688383832,0.19401127591926973,0.025050306688693586,1.6381476118473751e-18,-14.953875479693988,True,True,True,validated,0.04349337748593412,distance_to_blumen,483.0057530165526
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_01,0.05,0.025,0.1,0.03,0.1,0.03,0,0.22485351562500014,0.06345302734375,0.011421544921874999,0.0522509147729707,0.012603215459911658,0.2478517617469762,0.023736729205977445,6.045227509163769e-19,-13.135080017204285,True,True,True,validated,0.05362742773481961,distance_to_blumen,312.2079995254139
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_02,0.1,0.04,0.06,0.03,0.06,0.03,0,0.21988281249999997,0.06388671875,0.011499609375,0.05722161789797087,0.013036906866161664,0.2563806311799789,0.02520316476337944,4.647043348865242e-19,-12.624058356069936,True,True,True,validated,0.05586124292084888,distance_to_blumen,309.33818447990683
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_02,0.1,0.04,0.06,0.015,0.06,0.015,0,0.21988281249999997,0.063896484375,0.0115013671875,0.05722161789797087,0.013046672491161669,0.25657267957973134,0.025203164588242562,4.645083364732965e-19,-12.623477898428689,True,True,True,validated,0.055897710328211773,distance_to_blumen,309.291032725379
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_03,0.18,0.055,0.015,0.03,0.015,0.03,0,0.20997070312499996,0.06419921875000001,0.011555859375000001,0.06713372727297087,0.013349406866161671,0.26252617997205474,0.028046218714090198,7.415331186787671e-19,-11.739471543742228,True,True,True,validated,0.05833872164098636,distance_to_blumen,306.30370139571033
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_03,0.18,0.055,0.015,0.015,0.015,0.015,0,0.20997070312499996,0.06420898437500001,0.011557617187500003,0.06713372727297087,0.013359172491161676,0.2627182283718072,0.028046218226843785,7.416545405731266e-19,-11.739032673988618,True,True,True,validated,0.058374477798341574,distance_to_blumen,306.2572473288902
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_03,0.18,0.055,0.015,0.008,0.015,0.008,0,0.20997070312499996,0.06421354166666669,0.011558437500000004,0.06713372727297087,0.013363729782828355,0.26280785095835857,0.028046218127133263,7.417184105666488e-19,-11.738827879698716,True,True,True,validated,0.058391165454943245,distance_to_blumen,306.23557360645833
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_02,0.1,0.04,0.03,0.008,0.03,0.008,0,0.15994140624999997,0.039984375000000016,0.007197187500000003,0.11716302414797086,0.010865436883838321,0.21367703205391203,0.0408990896535241,1.4754313760934234e-18,-9.04100538288141,True,True,True,validated,0.059753680570281964,distance_to_blumen,477.648461458308
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_02,0.1,0.04,0.03,0.015,0.03,0.015,0,0.15994140624999997,0.03997070312499999,0.007194726562499998,0.11716302414797086,0.010879108758838345,0.2139458998135658,0.040899363706843314,1.4757728508190276e-18,-9.041141026582169,True,True,True,validated,0.059793469217420694,distance_to_blumen,477.8115993507932
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_05,0.34,0.085,0.1,0.008,0.1,0.008,0,0.3004817708333334,0.06901562499999998,0.012422812499999996,0.023377340435362548,0.018165813116161646,0.35724445072992117,0.004757706999563353,3.979205050723325e-19,-21.751737146159037,True,True,True,validated,0.07312246244728939,distance_to_blumen,296.6121281417071
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_05,0.34,0.085,0.06,0.008,0.06,0.008,0,0.30050781249999997,0.06901562499999998,0.012422812499999996,0.023403382102029135,0.018165813116161646,0.35724445072992117,0.00475769975940611,3.9907213435743454e-19,-21.755098082199133,True,True,True,validated,0.07312348288842054,distance_to_blumen,296.615072828673
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_05,0.34,0.085,0.03,0.008,0.03,0.008,0,0.30052734375000006,0.06901562499999998,0.012422812499999996,0.02342291335202923,0.018165813116161646,0.35724445072992117,0.004757701895651805,3.9998272733651898e-19,-21.757618712677175,True,True,True,validated,0.07312424895548199,distance_to_blumen,296.61728121008514
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_05,0.34,0.085,0.015,0.008,0.015,0.008,0,0.3100292968749999,0.06901562499999998,0.012422812499999996,0.03292486647702908,0.018165813116161646,0.35724445072992117,0.005444009470906401,7.947728170156864e-19,-22.9752800328022,True,True,True,validated,0.07357135309157985,distance_to_blumen,297.6782164343248
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_00,0.0,0.015,0.06,0.03,0.105,0.0525,1,0.15739746093749998,0.025391396484375002,0.004570451367187501,0.11970696946047085,0.025458415399463336,0.5006589888202677,0.041838494211755006,1.2645814622870137e-19,-7.6911990903267045,True,True,True,validated,0.11011580293154496,distance_to_blumen,500.0
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_01,0.05,0.025,0.06,0.008,0.06,0.008,0,0.16489257812499997,0.024984375000000003,0.0044971875,0.11221185227297087,0.025865436883838334,0.5086633740735466,0.040415434666462455,1.3883006153578707e-19,-7.90099688944893,True,True,True,validated,0.11066522456223203,distance_to_blumen,500.0
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_01,0.05,0.025,0.06,0.015,0.06,0.015,0,0.16489257812499997,0.024970703124999993,0.004494726562499999,0.11221185227297087,0.025879108758838344,0.5089322418332001,0.04041611284628743,1.3801204186764996e-19,-7.899489579409131,True,True,True,validated,0.11071635401677833,distance_to_blumen,500.0
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_01,0.05,0.025,0.03,0.008,0.0525,0.014,1,0.15364990234375003,0.024972656249999996,0.004495078124999999,0.1234545280542208,0.025877155633838342,0.5088938321532496,0.04256769679891042,9.091680639385183e-20,-7.533715398714115,True,True,True,validated,0.11216532418737903,distance_to_blumen,500.0
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_02,0.1,0.04,0.015,0.008,0.015,0.008,0,0.129970703125,0.024484374999999996,0.004407187499999999,0.14713372727297083,0.026365436883838342,0.5184962521408679,0.047018907512806435,3.229337858609636e-20,-6.888520082137993,True,True,True,validated,0.11736311631689123,distance_to_blumen,500.0
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_02,0.1,0.04,0.015,0.015,0.015,0.015,0,0.129970703125,0.022470703124999998,0.0040447265625,0.14713372727297083,0.02837910875883834,0.5580966321698057,0.04702093086532862,3.503244189842577e-21,-6.738535505487902,True,True,True,validated,0.12465112073919402,distance_to_blumen,500.0
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_01,0.05,0.025,0.06,0.03,0.06,0.03,0,0.16489257812499997,0.02071,0.0037278,0.11221185227297087,0.03013981188383834,0.5927221904515583,0.04063859819088799,2.526716765978992e-21,-7.424740719103929,True,True,True,validated,0.12679507439419976,distance_to_blumen,500.0
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_02,0.1,0.04,0.015,0.03,0.015,0.03,0,0.129970703125,0.020784673828124992,0.0037412412890624985,0.14713372727297083,0.030065138055713345,0.5912536731580119,0.0470250794537263,8.223356068105982e-22,-6.6122603855915045,True,True,True,validated,0.13082248009935896,distance_to_blumen,500.0
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_00,0.0,0.015,0.1,0.03,0.1,0.03,0,0.1499023437500001,0.016964882812500002,0.00305367890625,0.12720208664797072,0.03388492907133833,0.6663727517565905,0.04351635633495816,3.21076223708032e-20,-6.669306346080987,True,True,True,validated,0.14266432672376375,distance_to_blumen,500.0
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_00,0.0,0.015,0.1,0.008,0.1,0.008,0,0.1499023437500001,0.014984375,0.0026971875,0.12720208664797072,0.035865436883838336,0.7053209354199694,0.043583758477432295,5.592182004843211e-20,-6.479497308946498,True,True,True,validated,0.15021107960043492,distance_to_blumen,500.0
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_00,0.0,0.015,0.03,0.015,0.091875,0.0459375,2,0.1377227783203125,0.012728079996744794,0.002291054399414063,0.13938165207765835,0.03812173188709354,0.7496926827217983,0.04574523848366131,3.632581321123453e-20,-6.095168576051672,True,True,True,validated,0.1601002828785463,distance_to_blumen,500.0
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_00,0.0,0.015,0.1,0.015,0.1,0.015,0,0.1499023437500001,0.011347207031249997,0.0020424972656249993,0.12720208664797072,0.039502604852588344,0.7768485937141394,0.043714970727454526,2.9545123277271303e-20,-6.128481187795041,True,True,True,validated,0.16416268781628338,distance_to_blumen,500.0
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_01,0.05,0.025,0.03,0.015,0.03,0.015,0,0.10986328124999997,2.9252495659722234e-05,5.265449218750002e-06,0.16724114914797086,0.050820559388178616,0.9994247275540262,0.048750875703317015,6.389773332290196e-29,-5.023484152625121,True,True,True,validated,0.21154182646833494,distance_to_blumen,500.0
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_01,0.05,0.025,0.03,0.03,0.03,0.03,0,0.10916015625000001,2.7041666666666662e-05,4.867499999999999e-06,0.1679442741479708,0.05082277021717167,0.9994682051778591,0.048511422648974595,1.7749370367472766e-28,-5.023224275557934,True,True,True,validated,0.211618548962744,distance_to_blumen,500.0
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_01,0.05,0.025,0.015,0.015,0.02625,0.02625,1,0.10152587890624999,9.09186770592207e-06,1.6365361870659724e-06,0.17557855149172086,0.050840720016132414,0.9998212015468869,0.0203084251874569,2.5559093329160782e-28,-5.011476032124034,True,True,True,validated,0.21244498084626948,distance_to_blumen,500.0
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_01,0.05,0.025,0.015,0.008,0.02625,0.014,1,0.10135498046875001,7.778669945987659e-06,1.4001605902777785e-06,0.1757494499292208,0.05084203321389235,0.9998470265737903,0.0016400971715524403,6.389773332290196e-29,-5.0048159119172695,True,True,True,validated,0.2124673185035464,distance_to_blumen,500.0
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_00,0.0,0.015,0.06,0.008,0.06,0.008,0,0.08970703124999999,1.401432291666664e-05,2.5225781249999953e-06,0.18739739914797085,0.05083579756092167,0.9997243977431287,0.04852484129645336,7.099748146989106e-30,-5.0218057763323705,True,True,True,validated,0.2136594994527264,distance_to_blumen,500.0
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_00,0.0,0.015,0.06,0.015,0.06,0.015,0,0.08830078125000002,9.560745804398152e-06,1.7209342447916673e-06,0.18880364914797082,0.05084025113803394,0.9998119807045455,0.021405428126262834,1.5461673742331831e-28,-5.011690075073371,True,True,True,validated,0.21382804626398655,distance_to_blumen,500.0
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_01,0.05,0.025,0.015,0.03,0.015,0.03,0,0.07973632812499998,1.6624999999999998e-05,2.9924999999999993e-06,0.19736810227297086,0.05083318688383834,0.9996730568042616,0.04858740333801225,9.545216953174243e-29,-5.0218105687627554,True,True,True,validated,0.2147465757006218,distance_to_blumen,500.0
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_00,0.0,0.015,0.015,0.015,0.0459375,0.0459375,2,0.06790435791015624,1.0612644650808572e-05,1.910276037145543e-06,0.20920007248781458,0.050839199239187526,0.9997912943183536,0.030754037390182894,1.9721522630525295e-29,-5.014220783159278,True,True,True,validated,0.21613689870959096,distance_to_blumen,500.0
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_00,0.0,0.015,0.03,0.03,0.03,0.03,0,0.044892578124999985,8.110721289866256e-06,1.459929832175926e-06,0.23221185227297086,0.05084170116254847,0.9998404965330374,0.0305450799174932,4.1730741886191525e-28,-5.01027100802706,True,True,True,validated,0.21900580908915523,distance_to_blumen,500.0
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_00,0.0,0.015,0.03,0.008,0.03,0.008,0,0.044248046875,7.025149498456787e-06,1.2645269097222216e-06,0.23285638352297083,0.05084278673433988,0.999861845123154,0.016880152451916597,1.2924697071141057e-26,-4.999711299117756,True,True,True,validated,0.21909365597085004,distance_to_blumen,500.0
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_00,0.0,0.015,0.015,0.008,0.015,0.008,0,0.022338867187499997,1.3050298996913575e-05,2.3490538194444432e-06,0.25476556321047084,0.050836761584841426,0.9997433560024426,0.04693598093774262,2.279808016088724e-28,-5.01962013316694,True,True,True,validated,0.22203815899343252,distance_to_blumen,500.0
0.18,1.33,0.27710443039797084,0.05084981188383834,True,generic_00,0.0,0.015,0.015,0.03,0.015,0.03,0,0.022348632812499995,8.110721289866256e-06,1.459929832175926e-06,0.25475579758547084,0.05084170116254847,0.9998404965330374,0.008958662947977836,1.0984099244297368e-26,-5.004435709486202,True,True,True,validated,0.22205488171406584,distance_to_blumen,500.0
0.2,1.2,0.23697519236816028,0.06222266952409093,True,blumen,0.23697519236816028,0.06222266952409093,0.1,0.03,0.1,0.03,0,0.23977467153482698,0.06349220077409093,0.012698440154818186,0.002799479166666702,0.0012695312499999972,0.020403034130647018,2.0376389252358352e-05,1.3579736947419392e-18,-24.909699385516458,True,True,True,validated,0.005171788496950402,distance_to_blumen,292.10162266205157
0.2,1.2,0.23697519236816028,0.06222266952409093,True,blumen,0.23697519236816028,0.06222266952409093,0.06,0.03,0.06,0.03,0,0.2398267548681603,0.06349220077409093,0.012698440154818186,0.0028515625000000155,0.0012695312499999972,0.020403034130647018,4.550655652149672e-06,1.3599580219372027e-18,-24.91701830673968,True,True,True,validated,0.005175273044035663,distance_to_blumen,292.11156227952733
0.2,1.2,0.23697519236816028,0.06222266952409093,True,blumen,0.23697519236816028,0.06222266952409093,0.015,0.03,0.015,0.03,0,0.23983652049316032,0.06349220077409093,0.012698440154818186,0.0028613281250000344,0.0012695312499999972,0.020403034130647018,2.72513182117665e-06,1.3605790364172442e-18,-24.918390510253634,True,True,True,validated,0.005175933282886491,distance_to_blumen,292.1134257835912
0.2,1.2,0.23697519236816028,0.06222266952409093,True,blumen,0.23697519236816028,0.06222266952409093,0.03,0.03,0.03,0.03,0,0.23984628611816025,0.06349220077409093,0.012698440154818186,0.00287109374999997,0.0012695312499999972,0.020403034130647018,3.6471533047406537e-06,1.3605272366301119e-18,-24.91976268400742,True,True,True,validated,0.005176595694322938,distance_to_blumen,292.1152892326461
0.2,1.2,0.23697519236816028,0.06222266952409093,True,generic_02,0.1,0.04,0.1,0.03,0.1,0.03,0,0.23977864583333333,0.06349609374999998,0.012699218749999998,0.0028034534651730503,0.0012734242259090506,0.02046559936513195,1.8995716305997976e-05,1.3580479579554915e-18,-24.90888676719584,True,True,True,validated,0.00518734215993204,distance_to_blumen,292.0845413754939
0.2,1.2,0.23697519236816028,0.06222266952409093,True,generic_03,0.18,0.055,0.06,0.03,0.06,0.03,0,0.23980468749999995,0.06349609374999998,0.012699218749999998,0.0028294951318396655,0.0012734242259090506,0.02046559936513195,1.078199778322683e-05,1.3591204726371831e-18,-24.91254601073827,True,True,True,validated,0.0051890739421401886,distance_to_blumen,292.08951100618225
0.2,1.2,0.23697519236816028,0.06222266952409093,True,generic_05,0.34,0.085,0.06,0.03,0.06,0.03,0,0.23980468749999995,0.06349609374999998,0.012699218749999998,0.0028294951318396655,0.0012734242259090506,0.02046559936513195,1.078199778322683e-05,1.3591204726371831e-18,-24.91254601073827,True,True,True,validated,0.0051890739421401886,distance_to_blumen,292.08951100618225
0.2,1.2,0.23697519236816028,0.06222266952409093,True,generic_05,0.34,0.085,0.1,0.03,0.1,0.03,0,0.23980468750000003,0.06349609374999998,0.012699218749999998,0.0028294951318397488,0.0012734242259090506,0.02046559936513195,1.0781997783073387e-05,1.3590078697661052e-18,-24.912546010738357,True,True,True,validated,0.005189073942140195,distance_to_blumen,292.08951100618225
0.2,1.2,0.23697519236816028,0.06222266952409093,True,generic_04,0.26,0.07,0.06,0.03,0.06,0.03,0,0.23980468749999995,0.06349609375000001,0.012699218750000003,0.0028294951318396655,0.0012734242259090783,0.020465599365132398,1.0781997783231427e-05,1.3590278014287947e-18,-24.912546010738318,True,True,True,validated,0.005189073942140298,distance_to_blumen,292.0895110061821
0.2,1.2,0.23697519236816028,0.06222266952409093,True,generic_03,0.18,0.055,0.03,0.03,0.03,0.03,0,0.23982421874999993,0.06349609374999998,0.012699218749999998,0.0028490263818396477,0.0012734242259090506,0.02046559936513195,4.7173166588887915e-06,1.3598935460723127e-18,-24.915290304595366,True,True,True,validated,0.005190382903346754,distance_to_blumen,292.0932379724693
