stage,dataset,source_id,chart,Mach,alpha,n_xi,xi_boundary,mapping_scale,cr_pred,ci_pred,r_kappa_abs_median,r_kappa_abs_p90,r_kappa_abs_p95,r_kappa_abs_max,r_q_abs_median,r_q_abs_p90,r_q_abs_p95,r_q_abs_max,r_logamp_abs_median,r_logamp_abs_p90,r_logamp_abs_p95,r_logamp_abs_max,r_kappa_normalized_rms,r_q_normalized_rms,r_logamp_normalized_rms,bc_kappa_rmse,bc_q_rmse,bc_kappa_max_abs,bc_q_max_abs,reference_ci
joint,T401,50,C01,1.1,0.19,256,0.9850000143051147,3.0,0.15417605638504028,0.07346479594707489,0.005801675608381629,0.015208676923066378,0.020243370439857244,0.034934740513563156,0.006571635603904724,0.018514280207455158,0.021833234932273626,0.031703028827905655,0.004451174288988113,0.01879727840423584,0.02122733974829316,0.03605290502309799,0.009115443613050068,0.010344211607257844,0.009611800280735015,0.0024050895782944362,0.0009590519147883551,0.0032762251794338226,0.001147434115409851,0.0869943604140983
joint,T401,52,C01,1.15,0.12,256,0.9850000143051147,3.0,0.14297735691070557,0.13013611733913422,0.006099039455875754,0.016064666211605072,0.019740427378565073,0.027917591854929924,0.006507553393021226,0.017921270802617073,0.019150052685290575,0.031556807458400726,0.00460136728361249,0.021322368644177914,0.025938041042536497,0.03305697441101074,0.009185989035566288,0.009551615372047045,0.010849302491505557,0.004411500505011561,0.0015790448634438047,0.00529804453253746,0.0016141459345817566,0.1164175356042111
joint,T401,58,C01,1.15,0.1875,256,0.9850000143051147,3.0,0.2000536024570465,0.06532871723175049,0.0069163397420197725,0.0154139488004148,0.019203465897589922,0.034380607306957245,0.006634903606027365,0.017304387874901295,0.019799523521214724,0.040256600826978683,0.005176940001547337,0.019547048024833202,0.022777206264436245,0.040500327944755554,0.009353759042970188,0.01012054749508253,0.010632592579972852,0.002474619468499116,0.0022515534636356723,0.0030149072408676147,0.00312235951423645,0.0790109172963611
joint,T401,59,C01,1.15,0.195,256,0.9850000143051147,3.0,0.20593491196632385,0.06465615332126617,0.006508341524749994,0.017064730636775494,0.019557236693799496,0.03766830265522003,0.007597747258841991,0.01889132522046566,0.022654601372778416,0.03469385579228401,0.0046489296946674585,0.01638010796159506,0.02144965948536992,0.036502085626125336,0.009162126201715023,0.010522827368305987,0.009430673872492367,0.00262461290608004,0.0025198831270350094,0.00346297025680542,0.0033447742462158203,0.074931515120691
joint,T401,63,C01,1.2,0.15,256,0.9850000143051147,3.0,0.21712885797023773,0.08273335546255112,0.005632807733491063,0.014429140836000443,0.016352080274373293,0.03444095700979233,0.006939687067642808,0.016104787588119507,0.02079894347116351,0.02743733674287796,0.004221346927806735,0.023098846897482872,0.030842849984765053,0.04252801090478897,0.008306333143766779,0.009533568807636667,0.012450952153978633,0.005007924450951859,0.0035217382207353306,0.006298784166574478,0.004942163825035095,0.089063544049155
joint,T401,68,C01,1.2,0.205,256,0.9850000143051147,3.0,0.25399744510650635,0.0585012324154377,0.00766691705211997,0.02334934938699007,0.028058253228664398,0.047679733484983444,0.008372639771550894,0.017950037494301796,0.021917918231338263,0.048668231815099716,0.0045561715960502625,0.02188698574900627,0.03175469394773245,0.06819169968366623,0.012726537309749594,0.01110925972397701,0.013237383174558023,0.004789889042368657,0.004739582511244933,0.006504133343696594,0.006700009107589722,0.0609592307494944
joint,V64,12,C02,1.0,0.25,256,0.9850000143051147,3.0,0.11011087894439697,0.06385912001132965,0.010805850848555565,0.026565071195364,0.030889094807207584,0.058503665030002594,0.00962076149880886,0.023725350387394428,0.029525511898100376,0.05287620797753334,0.005233811447396874,0.016061938367784023,0.01752357417717576,0.07798698544502258,0.015462077656533813,0.014161984350323106,0.009963058907273507,0.0014324200931142164,0.002433868409470657,0.0020246729254722595,0.0033042728900909424,0.0638826719697617
joint,V64,13,C02,1.0,0.315,256,0.9850000143051147,3.0,0.15882554650306702,0.02823902852833271,0.011943650431931019,0.03218835033476353,0.03856205195188522,0.05754688382148743,0.01024003280326724,0.0243766438215971,0.028812434524297714,0.04321044683456421,0.005323132965713739,0.01551068015396595,0.021209321916103363,0.1274133324623108,0.018520169399598177,0.01379040444763053,0.013466601041845737,0.0033617194154976363,0.002878972649010754,0.004453083500266075,0.0036094272509217262,0.0259287963122211
joint,V64,14,C02,1.05,0.22,256,0.9850000143051147,3.0,0.12625545263290405,0.07812359929084778,0.007648386526852846,0.019443878903985023,0.02501370618119836,0.04261734336614609,0.0067070783115923405,0.016588568687438965,0.020205842331051826,0.03445041924715042,0.0036541621666401625,0.01087267603725195,0.012940662214532495,0.02635106071829796,0.01124839673398218,0.009763280020741049,0.006499777360731629,0.0038482456807952623,0.0011765549361834932,0.004749909043312073,0.0013525262475013733,0.0776899506702274
joint,V64,15,C02,1.05,0.225,256,0.9850000143051147,3.0,0.1288270652294159,0.07458049058914185,0.007452081888914108,0.01825658790767193,0.021775168366730213,0.0504748560488224,0.0064441494178026915,0.017380314879119396,0.020696626976132393,0.035210587084293365,0.003278817282989621,0.012095141224563122,0.014112934470176697,0.024987393990159035,0.011014521041825539,0.009998047543657202,0.006912267234322231,0.003804472332821253,0.0010837749164254657,0.004844442009925842,0.0010932087898254395,0.0747033476696535
