benchmark_id,mach_index,alpha_index,Mach,alpha,primary_chart,charts,cr,ci,omega_i,point_role,mach_split
339,16,19,1.594,0.3522499999999999,C22,C22;C32,0.0,0.0,0.0,validation,test
340,17,0,1.63,0.05775,C30,C30;C20,0.0,0.0,0.0,validation,test
341,17,1,1.63,0.07325,C30,C30;C20,0.0,0.0,0.0,validation,test
342,17,2,1.63,0.08875,C30,C30;C20,0.0,0.0,0.0,validation,test
343,17,3,1.63,0.10425,C30,C30;C20;C21;C31,0.0,0.0,0.0,validation,test
344,17,4,1.63,0.11975,C31,C31;C30;C20;C21,0.0,0.0,0.0,validation,test
345,17,5,1.63,0.13525,C31,C31;C21,0.0,0.0,0.0,validation,test
346,17,6,1.63,0.15075,C31,C31;C21,0.0,0.0,0.0,validation,test
347,17,7,1.63,0.16625,C31,C31;C21,0.0,0.0,0.0,validation,test
348,17,8,1.63,0.18175,C31,C31;C21,0.0,0.0,0.0,validation,test
349,17,9,1.63,0.19725,C31,C31;C21;C22;C32,0.0,0.0,0.0,validation,test
350,17,10,1.63,0.21275,C32,C32;C22;C21;C31,0.0,0.0,0.0,validation,test
351,17,11,1.63,0.2282499999999999,C32,C32;C22,0.0,0.0,0.0,validation,test
352,17,12,1.63,0.24375,C32,C32;C22,0.0,0.0,0.0,validation,test
353,17,13,1.63,0.25925,C32,C32;C22,0.0,0.0,0.0,validation,test
354,17,14,1.63,0.27475,C32,C32;C22,0.0,0.0,0.0,validation,test
355,17,15,1.63,0.29025,C32,C32;C22,0.0,0.0,0.0,validation,test
356,17,16,1.63,0.3057499999999999,C32,C32;C22,0.0,0.0,0.0,validation,test
357,17,17,1.63,0.32125,C32,C32;C22,0.0,0.0,0.0,validation,test
358,17,18,1.63,0.33675,C32,C32;C22,0.0,0.0,0.0,validation,test
359,17,19,1.63,0.3522499999999999,C22,C22;C32,0.0,0.0,0.0,validation,test
360,18,0,1.666,0.05775,C30,C30,0.0,0.0,0.0,validation,test
361,18,1,1.666,0.07325,C30,C30,0.0,0.0,0.0,validation,test
362,18,2,1.666,0.08875,C30,C30,0.0,0.0,0.0,validation,test
363,18,3,1.666,0.10425,C30,C30;C31,0.0,0.0,0.0,validation,test
364,18,4,1.666,0.11975,C31,C31;C30,0.0,0.0,0.0,validation,test
365,18,5,1.666,0.13525,C31,C31,0.0,0.0,0.0,validation,test
366,18,6,1.666,0.15075,C31,C31,0.0,0.0,0.0,validation,test
367,18,7,1.666,0.16625,C31,C31,0.0,0.0,0.0,validation,test
368,18,8,1.666,0.18175,C31,C31,0.0,0.0,0.0,validation,test
369,18,9,1.666,0.19725,C31,C31;C32,0.0,0.0,0.0,validation,test
370,18,10,1.666,0.21275,C32,C32;C31,0.0,0.0,0.0,validation,test
371,18,11,1.666,0.2282499999999999,C32,C32,0.0,0.0,0.0,validation,test
372,18,12,1.666,0.24375,C32,C32,0.0,0.0,0.0,validation,test
373,18,13,1.666,0.25925,C32,C32,0.0,0.0,0.0,validation,test
374,18,14,1.666,0.27475,C32,C32,0.0,0.0,0.0,validation,test
375,18,15,1.666,0.29025,C32,C32,0.0,0.0,0.0,validation,test
376,18,16,1.666,0.3057499999999999,C32,C32,0.0,0.0,0.0,validation,test
377,18,17,1.666,0.32125,C32,C32,0.0,0.0,0.0,validation,test
378,18,18,1.666,0.33675,C32,C32,0.0,0.0,0.0,validation,test
379,18,19,1.666,0.3522499999999999,C32,C32,0.0,0.0,0.0,validation,test
380,19,0,1.702,0.05775,C30,C30,0.0,0.0,0.0,validation,test
381,19,1,1.702,0.07325,C30,C30,0.0,0.0,0.0,validation,test
382,19,2,1.702,0.08875,C30,C30,0.0,0.0,0.0,validation,test
383,19,3,1.702,0.10425,C30,C30;C31,0.0,0.0,0.0,validation,test
384,19,4,1.702,0.11975,C31,C31;C30,0.0,0.0,0.0,validation,test
385,19,5,1.702,0.13525,C31,C31,0.0,0.0,0.0,validation,test
386,19,6,1.702,0.15075,C31,C31,0.0,0.0,0.0,validation,test
387,19,7,1.702,0.16625,C31,C31,0.0,0.0,0.0,validation,test
388,19,8,1.702,0.18175,C31,C31,0.0,0.0,0.0,validation,test
389,19,9,1.702,0.19725,C31,C31;C32,0.0,0.0,0.0,validation,test
390,19,10,1.702,0.21275,C32,C32;C31,0.0,0.0,0.0,validation,test
391,19,11,1.702,0.2282499999999999,C32,C32,0.0,0.0,0.0,validation,test
392,19,12,1.702,0.24375,C32,C32,0.0,0.0,0.0,validation,test
393,19,13,1.702,0.25925,C32,C32,0.0,0.0,0.0,validation,test
394,19,14,1.702,0.27475,C32,C32,0.0,0.0,0.0,validation,test
395,19,15,1.702,0.29025,C32,C32,0.0,0.0,0.0,validation,test
396,19,16,1.702,0.3057499999999999,C32,C32,0.0,0.0,0.0,validation,test
397,19,17,1.702,0.32125,C32,C32,0.0,0.0,0.0,validation,test
398,19,18,1.702,0.33675,C32,C32,0.0,0.0,0.0,validation,test
399,19,19,1.702,0.3522499999999999,C32,C32,0.0,0.0,0.0,validation,test
400,20,0,1.738,0.05775,C30,C30,0.0,0.0,0.0,validation,test
401,20,1,1.738,0.07325,C30,C30,0.0,0.0,0.0,validation,test
402,20,2,1.738,0.08875,C30,C30,0.0,0.0,0.0,validation,test
403,20,3,1.738,0.10425,C30,C30;C31,0.0,0.0,0.0,validation,test
404,20,4,1.738,0.11975,C31,C31;C30,0.0,0.0,0.0,validation,test
405,20,5,1.738,0.13525,C31,C31,0.0,0.0,0.0,validation,test
406,20,6,1.738,0.15075,C31,C31,0.0,0.0,0.0,validation,test
407,20,7,1.738,0.16625,C31,C31,0.0,0.0,0.0,validation,test
408,20,8,1.738,0.18175,C31,C31,0.0,0.0,0.0,validation,test
409,20,9,1.738,0.19725,C31,C31;C32,0.0,0.0,0.0,validation,test
410,20,10,1.738,0.21275,C32,C32;C31,0.0,0.0,0.0,validation,test
411,20,11,1.738,0.2282499999999999,C32,C32,0.0,0.0,0.0,validation,test
412,20,12,1.738,0.24375,C32,C32,0.0,0.0,0.0,validation,test
413,20,13,1.738,0.25925,C32,C32,0.0,0.0,0.0,validation,test
414,20,14,1.738,0.27475,C32,C32,0.0,0.0,0.0,validation,test
415,20,15,1.738,0.29025,C32,C32,0.0,0.0,0.0,validation,test
416,20,16,1.738,0.3057499999999999,C32,C32,0.0,0.0,0.0,validation,test
417,20,17,1.738,0.32125,C32,C32,0.0,0.0,0.0,validation,test
418,20,18,1.738,0.33675,C32,C32,0.0,0.0,0.0,validation,test
419,20,19,1.738,0.3522499999999999,C32,C32,0.0,0.0,0.0,validation,test
420,21,0,1.7739999999999998,0.05775,C30,C30,0.0,0.0,0.0,validation,test
421,21,1,1.7739999999999998,0.07325,C30,C30,0.0,0.0,0.0,validation,test
422,21,2,1.7739999999999998,0.08875,C30,C30,0.0,0.0,0.0,validation,test
423,21,3,1.7739999999999998,0.10425,C30,C30;C31,0.0,0.0,0.0,validation,test
424,21,4,1.7739999999999998,0.11975,C31,C31;C30,0.0,0.0,0.0,validation,test
425,21,5,1.7739999999999998,0.13525,C31,C31,0.0,0.0,0.0,validation,test
426,21,6,1.7739999999999998,0.15075,C31,C31,0.0,0.0,0.0,validation,test
427,21,7,1.7739999999999998,0.16625,C31,C31,0.0,0.0,0.0,validation,test
428,21,8,1.7739999999999998,0.18175,C31,C31,0.0,0.0,0.0,validation,test
429,21,9,1.7739999999999998,0.19725,C31,C31;C32,0.0,0.0,0.0,validation,test
430,21,10,1.7739999999999998,0.21275,C32,C32;C31,0.0,0.0,0.0,validation,test
431,21,11,1.7739999999999998,0.2282499999999999,C32,C32,0.0,0.0,0.0,validation,test
432,21,12,1.7739999999999998,0.24375,C32,C32,0.0,0.0,0.0,validation,test
433,21,13,1.7739999999999998,0.25925,C32,C32,0.0,0.0,0.0,validation,test
434,21,14,1.7739999999999998,0.27475,C32,C32,0.0,0.0,0.0,validation,test
435,21,15,1.7739999999999998,0.29025,C32,C32,0.0,0.0,0.0,validation,test
436,21,16,1.7739999999999998,0.3057499999999999,C32,C32,0.0,0.0,0.0,validation,test
437,21,17,1.7739999999999998,0.32125,C32,C32,0.0,0.0,0.0,validation,test
438,21,18,1.7739999999999998,0.33675,C32,C32,0.0,0.0,0.0,validation,test
439,21,19,1.7739999999999998,0.3522499999999999,C32,C32,0.0,0.0,0.0,validation,test
440,22,0,1.81,0.05775,C30,C30,0.0,0.0,0.0,validation,test
441,22,1,1.81,0.07325,C30,C30,0.0,0.0,0.0,validation,test
442,22,2,1.81,0.08875,C30,C30,0.0,0.0,0.0,validation,test
443,22,3,1.81,0.10425,C30,C30;C31,0.0,0.0,0.0,validation,test
444,22,4,1.81,0.11975,C31,C31;C30,0.0,0.0,0.0,validation,test
445,22,5,1.81,0.13525,C31,C31,0.0,0.0,0.0,validation,test
446,22,6,1.81,0.15075,C31,C31,0.0,0.0,0.0,validation,test
447,22,7,1.81,0.16625,C31,C31,0.0,0.0,0.0,validation,test
448,22,8,1.81,0.18175,C31,C31,0.0,0.0,0.0,validation,test
449,22,9,1.81,0.19725,C31,C31;C32,0.0,0.0,0.0,validation,test
450,22,10,1.81,0.21275,C32,C32;C31,0.0,0.0,0.0,validation,test
451,22,11,1.81,0.2282499999999999,C32,C32,0.0,0.0,0.0,validation,test
452,22,12,1.81,0.24375,C32,C32,0.0,0.0,0.0,validation,test
453,22,13,1.81,0.25925,C32,C32,0.0,0.0,0.0,validation,test
454,22,14,1.81,0.27475,C32,C32,0.0,0.0,0.0,validation,test
455,22,15,1.81,0.29025,C32,C32,0.0,0.0,0.0,validation,test
456,22,16,1.81,0.3057499999999999,C32,C32,0.0,0.0,0.0,validation,test
457,22,17,1.81,0.32125,C32,C32,0.0,0.0,0.0,validation,test
458,22,18,1.81,0.33675,C32,C32,0.0,0.0,0.0,validation,test
459,22,19,1.81,0.3522499999999999,C32,C32,0.0,0.0,0.0,validation,test
460,23,0,1.846,0.05775,C30,C30,0.0,0.0,0.0,validation,test
461,23,1,1.846,0.07325,C30,C30,0.0,0.0,0.0,validation,test
462,23,2,1.846,0.08875,C30,C30,0.0,0.0,0.0,validation,test
463,23,3,1.846,0.10425,C30,C30;C31,0.0,0.0,0.0,validation,test
464,23,4,1.846,0.11975,C31,C31;C30,0.0,0.0,0.0,validation,test
465,23,5,1.846,0.13525,C31,C31,0.0,0.0,0.0,validation,test
466,23,6,1.846,0.15075,C31,C31,0.0,0.0,0.0,validation,test
467,23,7,1.846,0.16625,C31,C31,0.0,0.0,0.0,validation,test
468,23,8,1.846,0.18175,C31,C31,0.0,0.0,0.0,validation,test
469,23,9,1.846,0.19725,C31,C31;C32,0.0,0.0,0.0,validation,test
470,23,10,1.846,0.21275,C32,C32;C31,0.0,0.0,0.0,validation,test
471,23,11,1.846,0.2282499999999999,C32,C32,0.0,0.0,0.0,validation,test
472,23,12,1.846,0.24375,C32,C32,0.0,0.0,0.0,validation,test
473,23,13,1.846,0.25925,C32,C32,0.0,0.0,0.0,validation,test
474,23,14,1.846,0.27475,C32,C32,0.0,0.0,0.0,validation,test
475,23,15,1.846,0.29025,C32,C32,0.0,0.0,0.0,validation,test
476,23,16,1.846,0.3057499999999999,C32,C32,0.0,0.0,0.0,validation,test
477,23,17,1.846,0.32125,C32,C32,0.0,0.0,0.0,validation,test
478,23,18,1.846,0.33675,C32,C32,0.0,0.0,0.0,validation,test
479,23,19,1.846,0.3522499999999999,C32,C32,0.0,0.0,0.0,validation,test
480,24,0,1.882,0.05775,C30,C30,0.0,0.0,0.0,validation,test
481,24,1,1.882,0.07325,C30,C30,0.0,0.0,0.0,validation,test
482,24,2,1.882,0.08875,C30,C30,0.0,0.0,0.0,validation,test
483,24,3,1.882,0.10425,C30,C30;C31,0.0,0.0,0.0,validation,test
484,24,4,1.882,0.11975,C30,C30;C31,0.0,0.0,0.0,validation,test
485,24,5,1.882,0.13525,C31,C31,0.0,0.0,0.0,validation,test
486,24,6,1.882,0.15075,C31,C31,0.0,0.0,0.0,validation,test
487,24,7,1.882,0.16625,C31,C31,0.0,0.0,0.0,validation,test
488,24,8,1.882,0.18175,C31,C31,0.0,0.0,0.0,validation,test
489,24,9,1.882,0.19725,C31,C31;C32,0.0,0.0,0.0,validation,test
490,24,10,1.882,0.21275,C31,C31;C32,0.0,0.0,0.0,validation,test
491,24,11,1.882,0.2282499999999999,C32,C32,0.0,0.0,0.0,validation,test
492,24,12,1.882,0.24375,C32,C32,0.0,0.0,0.0,validation,test
493,24,13,1.882,0.25925,C32,C32,0.0,0.0,0.0,validation,test
494,24,14,1.882,0.27475,C32,C32,0.0,0.0,0.0,validation,test
495,24,15,1.882,0.29025,C32,C32,0.0,0.0,0.0,validation,test
496,24,16,1.882,0.3057499999999999,C32,C32,0.0,0.0,0.0,validation,test
497,24,17,1.882,0.32125,C32,C32,0.0,0.0,0.0,validation,test
498,24,18,1.882,0.33675,C32,C32,0.0,0.0,0.0,validation,test
499,24,19,1.882,0.3522499999999999,C32,C32,0.0,0.0,0.0,validation,test
