alpha,cr_reference,ci_reference,cr_pinn,ci_pinn,cr_corrected,ci_corrected,pinn_spectral_error,corrected_spectral_error,corrected_mismatch,optimization_seconds,nfev_reported,optimizer_success,optimizer_message,p_rel_l2_core40,u_rel_l2_core40,v_rel_l2_core40,p_overlap_error_core40,fixed_c_total_seconds,oracle_p_rel_l2_core40,oracle_u_rel_l2_core40,oracle_v_rel_l2_core40,cr_pinn_error,ci_pinn_error,cr_corrected_error,ci_corrected_error,modal_max,oracle_modal_max,modal_excess_over_oracle
0.28,0.1330953299345456,0.0461140721276878,0.1389414370059967,0.0437079071998596,0.1330953445226659,0.0461140785190738,0.0063219140733468,1.5926803532652028e-08,5.968613448927771e-09,15.593120843172072,80,False,Maximum number of function evaluations has been exceeded.,4.03058858580459e-05,3.674500371799009e-05,3.977515874913339e-05,7.289935322063457e-10,6.344398216344416,4.031307183392861e-05,3.674731077885344e-05,3.979625495625196e-05,0.005846107071451112,-0.0024061649278281985,1.4588120295089269e-08,6.391386003778976e-09,4.03058858580459e-05,4.031307183392861e-05,-7.1859758827059095e-09
0.285,0.1361969665986558,0.0431966635770222,0.1431703865528106,0.0400042869150638,0.1361969565340026,0.0431966604652882,0.0076694103168901,1.0534710777913861e-08,4.7591577203175605e-09,15.759392595849931,80,False,Maximum number of function evaluations has been exceeded.,4.3940640471653695e-05,4.013024515122069e-05,4.338852967977517e-05,8.602506484933771e-10,6.376614424400032,4.393158681887857e-05,4.012496608415825e-05,4.337037976995191e-05,0.006973419954154819,-0.0031923766619583946,-1.0064653194197248e-08,-3.1117339954755963e-09,4.3940640471653695e-05,4.393158681887857e-05,9.053652775127107e-09
0.29,0.1391874590368678,0.040290999984792,0.1468600928783416,0.0364494957029819,0.1391874567619973,0.0402909947658884,0.0085805865307969,5.693152933768839e-09,2.7270111472692717e-09,15.935156703926625,80,False,Maximum number of function evaluations has been exceeded.,4.7668193554598745e-05,4.364627202527104e-05,4.706862038969025e-05,1.004549332606075e-09,6.45900387968868,4.76888455411924e-05,4.366610935408852e-05,4.708440089033915e-05,0.007672633841473792,-0.0038415042818100986,-2.274870486429492e-09,-5.218903600945346e-09,4.7668193554598745e-05,4.76888455411924e-05,-2.0651986593657197e-08
0.295,0.1420746815122738,0.0373967867420934,0.1500266194343567,0.033104483038187,0.1420746919265336,0.0373967722015421,0.0090364366762141,1.7885313498626334e-08,7.893413423805027e-09,16.14798134472221,80,False,Maximum number of function evaluations has been exceeded.,5.208104376063386e-05,4.784403218166346e-05,5.14282470567292e-05,1.1902808738639692e-09,6.513447437435389,5.2178892566145805e-05,4.79314390846553e-05,5.152596294290653e-05,0.007951937922082902,-0.004292303703906403,1.0414259815627602e-08,-1.4540551304675908e-08,5.208104376063386e-05,5.2178892566145805e-05,-9.784880551194338e-08
0.3,0.1448656309735745,0.0345137362903051,0.1526934504508972,0.0300144329667091,0.1448656301860384,0.0345137202072961,0.00902875894945,1.6102279016493608e-08,7.467643364677857e-09,16.31000746227801,80,False,Maximum number of function evaluations has been exceeded.,5.7050619466527e-05,5.2566813761768864e-05,5.6357784583810494e-05,1.417621353638765e-09,6.573726355098188,5.713694611279583e-05,5.26471241854238e-05,5.643479746206838e-05,0.007827819477322695,-0.004499303323596004,-7.875360918951912e-10,-1.6083009000966708e-08,5.7050619466527e-05,5.713694611279583e-05,-8.632664626882943e-08
0.305,0.1475665612791113,0.0316415687502149,0.1548889577388763,0.0272076223045587,0.1475665477451601,0.0316415571687331,0.0085602202656781,1.7812876096497304e-08,8.477512691884796e-09,16.48917744215578,80,False,Maximum number of function evaluations has been exceeded.,6.208734649392791e-05,5.733383641697008e-05,6.135792526257915e-05,1.6624183141189521e-09,6.66002126596868,6.212815145009973e-05,5.737620254434969e-05,6.13812238715899e-05,0.007322396459764985,-0.0044339464456562006,-1.3533951209732109e-08,-1.1581481801359317e-08,6.208734649392791e-05,6.212815145009973e-05,-4.080495617182008e-08
0.31,0.1501830911082068,0.0287800107969297,0.1566441059112548,0.0246962253004312,0.1501831056568238,0.0287800174206603,0.0076434296141599,1.598549548539539e-08,7.537750305800046e-09,16.833153798244894,80,False,Maximum number of function evaluations has been exceeded.,6.720806024389716e-05,6.220196670803048e-05,6.64045564196524e-05,1.9289885244688776e-09,6.813833948224783,6.719377940406558e-05,6.218362581106489e-05,6.640638362935433e-05,0.006461014803048004,-0.0040837854964985015,1.4548617005560871e-08,6.623730598731559e-09,6.720806024389716e-05,6.719377940406558e-05,1.4280839831577632e-08
0.315,0.1527202937243574,0.0259287963122211,0.1579905301332473,0.0224786549806594,0.1527202894128522,0.0259287840411013,0.0062991163676613,1.3006515911776122e-08,6.4366896395133825e-09,17.235860800370574,80,False,Maximum number of function evaluations has been exceeded.,7.288936290276655e-05,6.773918628618164e-05,7.20687418690114e-05,2.243970897986003e-09,6.953280983492732,7.295988324946261e-05,6.780646828209212e-05,7.212992869151468e-05,0.005270236408889906,-0.0034501413315616986,-4.3115051806541516e-09,-1.2271119800844055e-08,7.288936290276655e-05,7.295988324946261e-05,-7.052034669606066e-08
0.32,0.1551827691540694,0.0230876654706422,0.1589592695236206,0.0205427352339029,0.1551827735464341,0.0230876753177998,0.0045539680445837,1.0782364385329676e-08,5.443430685921402e-09,17.752074672840536,80,False,Maximum number of function evaluations has been exceeded.,7.96167759042793e-05,7.453239520966481e-05,7.873354816860115e-05,2.649519603714623e-09,7.198637832887471,7.955833945391711e-05,7.447644560435704e-05,7.868319374772327e-05,0.003776500369551211,-0.002544930236739299,4.3923646941834704e-09,9.847157599746081e-09,7.96167759042793e-05,7.955833945391711e-05,5.843645036218454e-08
0.325,0.1575747050177987,0.0202563643575863,0.1595800817012787,0.0188691075891256,0.1575747205781912,0.020256369110035,0.0024384456082277,1.626995962218087e-08,7.378356753279425e-09,18.403781744651496,80,False,Maximum number of function evaluations has been exceeded.,8.669116790950343e-05,8.180552490608189e-05,8.575577771552476e-05,3.1074797179897473e-09,7.229253409430385,8.667938690110356e-05,8.178923599746547e-05,8.576100064390056e-05,0.002005376683479998,-0.0013872567684607012,1.5560392502278475e-08,4.752448701933476e-09,8.669116790950343e-05,8.667938690110356e-05,1.1781008399863258e-08
0.33,0.1598999343016857,0.0174346473149311,0.1598813980817794,0.0174343269318342,0.1598999333559143,0.0174346579001691,1.8538988476816375e-05,1.0627405523551731e-08,5.4789308589034785e-09,19.021695635281503,80,False,Maximum number of function evaluations has been exceeded.,9.408619377342216e-05,8.92223225976379e-05,9.312801446765684e-05,3.614888721692465e-09,7.529468078166246,9.400913255106076e-05,8.915116588801291e-05,9.305333373051076e-05,-1.8536219906301055e-05,-3.203830968995236e-07,-9.45771405636009e-10,1.0585238002097652e-08,9.408619377342216e-05,9.400913255106076e-05,7.706122236140166e-08
0.335,0.1621619650587023,0.0146222731676132,0.1598903834819793,0.0162134356796741,0.1621619718394101,0.014622281679363,0.0027734240569187,1.0882457610423589e-08,5.728149513381874e-09,19.739202497527003,80,False,Maximum number of function evaluations has been exceeded.,0.0001016253599064,9.655168275681385e-05,0.0001006284706261,4.1610512813150535e-09,7.103221573866904,0.0001015688363224,9.64965360006855e-05,0.0001005813281705,-0.002271581576723025,0.0015911625120609008,6.780707800801977e-09,8.511749801515256e-09,0.0001016253599064,0.0001015688363224,5.652358399999599e-08
0.34,0.1643640295114108,0.0118190064873413,0.1596331149339676,0.0151817370206117,0.1643640490371428,0.011818987164523,0.0058042664806548,2.74704480354836e-08,1.5077763734630595e-08,20.567433239892125,80,False,Maximum number of function evaluations has been exceeded.,0.0001090275928478,0.0001043104525139,0.0001080000056519,4.723293534070194e-09,9.162743207067251,0.0001091938238848,0.00010445840879,0.0001081824573595,-0.004730914577443207,0.0033627305332704013,1.952573200347807e-08,-1.932281829854221e-08,0.0001090275928478,0.0001091938238848,-1.662310370000085e-07
0.345,0.1665091101224234,0.0090246176943539,0.1591347455978393,0.0143160196021199,0.1665091144578755,0.0090246079776167,0.0090763531382904,1.0640071708025031e-08,6.04565918522199e-09,21.69248349312693,80,False,Maximum number of function evaluations has been exceeded.,0.0001178644554746,0.0001141553592542,0.0001168249503105,5.438754113740174e-09,9.471605404280126,0.000117945419216,0.000114229680886,0.0001169087354443,-0.007374364524584093,0.005291401907766001,4.335452108428228e-09,-9.716737199572112e-09,0.0001178644554746,0.000117945419216,-8.09637414000107e-08
0.35,0.1685999676593348,0.0062388836682454,0.1584194451570511,0.0135951740667223,0.1685999486939479,0.0062388870840785,0.0125601770228858,1.92705427039151e-08,9.767321448626392e-09,21.68720747716725,80,False,Maximum number of function evaluations has been exceeded.,0.0001273082934196,0.0001292115295514,0.0001262712217166,6.2462957028941454e-09,9.957024388946593,0.000127270522811,0.0001291871306989,0.0001262130373079,-0.010180522502283712,0.0073562903984769,-1.8965386899827408e-08,3.4158330998804165e-09,0.0001292115295514,0.0001291871306989,2.4398852499989783e-08
0.355,0.1706391613231045,0.0034615899609482,0.1575104743242263,0.0130004761740565,0.1706391662570097,0.0034615943623987,0.01622814753757,6.611821811834396e-09,6.93779701454097e-09,22.818577798083425,80,False,Maximum number of function evaluations has been exceeded.,0.0001372272467183,0.0001875037119853,0.0001361480444966,7.140513846870533e-09,9.04326961375773,0.000137190800248,0.0001874680246285,0.0001361175809936,-0.013128686998878203,0.0095388862131083,4.933905201065514e-09,4.401450500075843e-09,0.0001875037119853,0.0001874680246285,3.5687356800013104e-08
0.36,0.1726277897845503,0.0006922200572213,0.1564305573701858,0.0125155840069055,0.1726290008993363,0.0006925354160312,0.0200534853073382,1.2514991825794571e-06,1.0922226883810613e-08,23.303568896837533,80,False,Maximum number of function evaluations has been exceeded.,0.0001510099345607,0.0018369989439842,0.0001485868347116,8.439920429204051e-09,9.896814668551087,0.0001477271642133,0.0018225888308438,0.0001466489049578,-0.016197232414364493,0.011823363949684201,1.2111147860149885e-06,3.1535880990005843e-07,0.0018369989439842,0.0018225888308438,1.44101131403999e-05
