point_id,Mach,alpha,cr,ci,omega_i,validation_status,has_exported_modal_fields,reference_tier,spectral_ok,modal_ok,pinning_use,best_status,best_stage1_mismatch,best_stage2_mismatch,trusted_spectral,trusted_modal,valid_spectral_candidate,valid_modal_candidate,decision,source_kind,source_short,source,modal_fields_file,modes_pdf,blumen_ci_overlay_pdf,validation_note,reference_role,selected_setting,cr_range,ci_range,max_stage1,max_edge_frac,max_center_jump,max_modal_rel_l2,max_core_rel_l2_amp_ge_5pct,max_tail_rel_l2_amp_0p1pct_to_2pct,note,stage1_mismatch,cr_box_min,cr_box_max,ci_box_min,ci_box_max,status,exception,ln_p_start_right_exact_600,stage2_mismatch_exact_600,y_limit_600,amplitude_status_600,ln_p_start_right_exact_1200,stage2_mismatch_exact_1200,y_limit_1200,amplitude_status_1200,p_edge_frac,p_center_jump,p_adjacent_jump,p_left_right_energy_ratio,rho_edge_frac,rho_center_jump,rho_adjacent_jump,rho_left_right_energy_ratio,u_edge_frac,u_center_jump,u_adjacent_jump,u_left_right_energy_ratio,v_edge_frac,v_center_jump,v_adjacent_jump,v_left_right_energy_ratio,all_finite,max_adjacent_jump,max_left_right_energy_ratio,p_ylimit_rel_l2,rho_ylimit_rel_l2,u_ylimit_rel_l2,v_ylimit_rel_l2,max_ylimit_rel_l2,reject_reasons,campaign_target_status,source_file,touches_ci_upper_0p12,touches_cr_lower_0,boundary_flag,tail_polish_available,tail_polish_version,tail_polish_note
M1.40_a0.181250,1.4,0.18125,0.3153193678544234,0.0427209194542578,0.0077431666510842,modal_spectral_validated_with_exported_fields,1.0,B_EXTENSION_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,0.0058666869984485,1.3654422406630672e-18,True,True,,,extension_or_unmatched,candidate_dense,shooting/supersonic_reference_core_local_modal_M140_branch_guided.csv,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_M140_branch_guided.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"extension point kept because best_status=validated, best_spectral_success=True, best_mode_success=True; not part of canonical FINAL23",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
M1.40_a0.187500,1.4,0.1875,0.3183709082056269,0.0411403935788011,0.0077138237960252,modal_spectral_validated_with_exported_fields,1.0,B_EXTENSION_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,0.0060030096781822,6.8384475574140265e-19,True,True,,,extension_or_unmatched,candidate_dense,shooting/supersonic_reference_core_local_modal_M140_branch_guided.csv,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_M140_branch_guided.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"extension point kept because best_status=validated, best_spectral_success=True, best_mode_success=True; not part of canonical FINAL23",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
M1.40_a0.193750,1.4,0.19375,0.3222828767123289,0.024414084798728,0.0047302289297535,modal_spectral_validated_with_exported_fields,1.0,B_EXTENSION_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,0.0307914139539887,2.902276857159237e-19,,,,,extension_or_unmatched,other_csv,shooting/supersonic_shooting_point_batch_M140_summary.csv,assets/classic_supersonic/shooting/supersonic_shooting_point_batch_M140_summary.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"extension point kept because best_status=validated, best_spectral_success=True, best_mode_success=True; not part of canonical FINAL23",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
M1.40_a0.200000,1.4,0.2,0.3240857069010081,0.0232528549709631,0.0046505709941926,modal_spectral_validated_with_exported_fields,1.0,B_EXTENSION_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,0.0333763724194165,7.4904355973566175e-19,,,,,extension_or_unmatched,other_csv,shooting/supersonic_shooting_core_band_M14_summary.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M14_summary.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"extension point kept because best_status=validated, best_spectral_success=True, best_mode_success=True; not part of canonical FINAL23",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
M1.50_a0.100000,1.5,0.1,0.3293676490936765,0.0460323254563964,0.0046032325456396,modal_spectral_validated_with_exported_fields,1.0,B_EXTENSION_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,0.0052546983899283,1.2701143457145361e-18,,,,,extension_or_unmatched,other_csv,shooting/supersonic_shooting_core_band_M15_summary.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M15_summary.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"extension point kept because best_status=validated, best_spectral_success=True, best_mode_success=True; not part of canonical FINAL23",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
M1.50_a0.125000,1.5,0.125,0.3492641497157056,0.0487962958623987,0.0060995369827998,modal_spectral_validated_with_exported_fields,1.0,A_FINAL23_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,1.940808103109891e-06,8.584788614904849e-21,True,True,True,True,canonical_FINAL23,canonical_FINAL23_source,shooting/supersonic_reference_core_local_modal.csv,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"strict FINAL23 canonical point: best_status=validated, spectral_ok=True, modal_ok=True",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
M1.50_a0.137500,1.5,0.1375,0.3561293840907055,0.0454370701278998,0.0062475971425862,modal_spectral_validated_with_exported_fields,1.0,A_FINAL23_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,2.9242691405786992e-06,8.883374749124309e-19,True,True,True,True,canonical_FINAL23,canonical_FINAL23_source,shooting/supersonic_reference_core_local_modal.csv,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"strict FINAL23 canonical point: best_status=validated, spectral_ok=True, modal_ok=True",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
M1.50_a0.150000,1.5,0.15,0.3623598528407056,0.0418239381434009,0.0062735907215101,modal_spectral_validated_with_exported_fields,1.0,A_FINAL23_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,1.5826674783649809e-06,1.7707920233320626e-18,True,True,True,True,canonical_FINAL23,canonical_FINAL23_source,shooting/supersonic_reference_core_local_modal.csv,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"strict FINAL23 canonical point: best_status=validated, spectral_ok=True, modal_ok=True",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
M1.50_a0.156250,1.5,0.15625,0.3652797747157056,0.0399391725184009,0.0062404957060001,modal_spectral_validated_with_exported_fields,1.0,A_FINAL23_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,1.7671296518669656e-06,2.0131771728764467e-18,True,True,True,True,canonical_FINAL23,canonical_FINAL23_source,shooting/supersonic_reference_core_local_modal.csv,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"strict FINAL23 canonical point: best_status=validated, spectral_ok=True, modal_ok=True",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
M1.50_a0.158333,1.5,0.158333,0.2399414062499999,0.0374707031249999,0.0059328488378906,modal_spectral_validated_with_exported_fields,1.0,B_EXTENSION_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,0.0254194812899849,1.3342919540887097e-18,,,,,extension_or_unmatched,candidate_dense,shooting/supersonic_shooting_modal_front_spectral_dense_summary.csv,assets/classic_supersonic/shooting/supersonic_shooting_modal_front_spectral_dense_summary.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"extension point kept because best_status=validated, best_spectral_success=True, best_mode_success=True; not part of canonical FINAL23",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
M1.50_a0.162500,1.5,0.1625,0.3680825090907056,0.0380056534011514,0.0061759186776871,modal_spectral_validated_with_exported_fields,1.0,A_FINAL23_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,1.5637777600864958e-06,2.376309309757678e-18,True,True,True,True,canonical_FINAL23,canonical_FINAL23_source,shooting/supersonic_reference_core_local_modal.csv,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"strict FINAL23 canonical point: best_status=validated, spectral_ok=True, modal_ok=True",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
M1.50_a0.165625,1.5,0.165625,0.3680825090907056,0.0380056534011514,0.0062946863445657,modal_spectral_validated_with_exported_fields,1.0,B_EXTENSION_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,2.1496167389108205e-06,4.5129458631744745e-19,,,,,extension_or_unmatched,candidate_dense,shooting/supersonic_shooting_modal_front_spectral_dense_M140_M150_branch_guided_summary.csv,assets/classic_supersonic/shooting/supersonic_shooting_modal_front_spectral_dense_M140_M150_branch_guided_summary.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"extension point kept because best_status=validated, best_spectral_success=True, best_mode_success=True; not part of canonical FINAL23",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
M1.60_a0.100000,1.6,0.1,0.3723024463246057,0.0286170504353144,0.0028617050435314,modal_spectral_validated_with_exported_fields,1.0,B_EXTENSION_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,0.010372068730472,7.9348249071463715e-19,,,,,extension_or_unmatched,other_csv,shooting/supersonic_shooting_core_band_M16_summary.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_summary.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"extension point kept because best_status=validated, best_spectral_success=True, best_mode_success=True; not part of canonical FINAL23",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
M1.60_a0.125000,1.6,0.125,0.3875635867175142,0.0251098747521818,0.0031387343440227,modal_spectral_validated_with_exported_fields,1.0,B_EXTENSION_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,0.0170167361331252,1.1590165901932192e-18,,,,,extension_or_unmatched,other_csv,shooting/supersonic_shooting_core_band_M16_summary.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_summary.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"extension point kept because best_status=validated, best_spectral_success=True, best_mode_success=True; not part of canonical FINAL23",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
M1.70_a0.100000,1.7,0.1,0.4086724851271471,0.0255832924228237,0.0025583292422823,modal_spectral_validated_with_exported_fields,1.0,B_EXTENSION_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,3.966230544132926e-06,2.0468394813472072e-19,,,,,extension_or_unmatched,other_csv,shooting/supersonic_shooting_core_band_M17_manual_summary.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_summary.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"extension point kept because best_status=validated, best_spectral_success=True, best_mode_success=True; not part of canonical FINAL23",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
M1.70_a0.125000,1.7,0.125,0.4192415320846353,0.0221873441527381,0.0027734180190922,modal_spectral_validated_with_exported_fields,1.0,B_EXTENSION_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,2.126825320674722e-06,1.0484868630338316e-20,,,,,extension_or_unmatched,other_csv,shooting/supersonic_shooting_core_band_M17_manual_summary.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_summary.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"extension point kept because best_status=validated, best_spectral_success=True, best_mode_success=True; not part of canonical FINAL23",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
M1.70_a0.150000,1.7,0.15,0.4298105790421235,0.0187913958826526,0.0028187093823978,modal_spectral_validated_with_exported_fields,1.0,B_EXTENSION_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,6.137244186249679e-07,5.716878123491789e-18,,,,,extension_or_unmatched,other_csv,shooting/supersonic_shooting_core_band_M17_manual_summary.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_summary.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"extension point kept because best_status=validated, best_spectral_success=True, best_mode_success=True; not part of canonical FINAL23",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
M1.70_a0.175000,1.7,0.175,0.4403796259996116,0.015395447612567,0.0026942033321992,modal_spectral_validated_with_exported_fields,1.0,B_EXTENSION_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,0.0348075333486777,9.819810000294112e-21,,,,,extension_or_unmatched,other_csv,shooting/supersonic_shooting_core_band_M17_manual_summary.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_summary.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"extension point kept because best_status=validated, best_spectral_success=True, best_mode_success=True; not part of canonical FINAL23",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
,1.8,0.07,0.434396576,0.027510992,0.00192576944,validated_core_stable_tail_sensitive,,,,,,,,,,,,,,,,shooting_convergence_audit_ms3_y2000,,,,,M18_M19_extension_core_stable,ms3_y2000,0.0,0.0,6.652553652405743e-07,0.0111383778297345,0.0029919544793979,0.0401501633613648,0.0452356299816895,0.8265122179359564,Core/mid-field stable; weak oscillatory tails are mapping-sensitive and should be improved later.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
,1.8,0.0725,0.4356868639999999,0.027642608,0.00200408908,validated_core_stable_tail_sensitive,,,,,,,,,,,,,,,,shooting_convergence_audit_ms3_y2000,,,,,M18_M19_extension_core_stable,ms3_y2000,0.0,0.0,9.734389028336337e-07,0.0092827132725293,0.0029579088511789,0.0402969622385542,0.0451537716296039,0.8072508800765248,Core/mid-field stable; weak oscillatory tails are mapping-sensitive and should be improved later.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
,1.8,0.075,0.4369730559999999,0.02773224,0.0020799179999999,validated_core_stable_tail_sensitive,,,,,,,,,,,,,,,,shooting_convergence_audit_ms3_y2000,,,,,M18_M19_extension_core_stable,ms3_y2000,0.0,0.0,8.059275451195422e-07,0.0077817249076135,0.0029714039435515,0.0405399692791887,0.0452260641126491,0.8244529424161376,Core/mid-field stable; weak oscillatory tails are mapping-sensitive and should be improved later.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
,1.8,0.0775,0.4382428639999999,0.0277911519999999,0.0021538142799999,validated_core_stable_tail_sensitive,,,,,,,,,,,,,,,,shooting_convergence_audit_ms3_y2000,,,,,M18_M19_extension_core_stable,ms3_y2000,0.0,0.0,2.387756868276131e-07,0.0065532133038914,0.0029752864681562,0.0406306648652019,0.0452124337912317,0.8393412619158144,Core/mid-field stable; weak oscillatory tails are mapping-sensitive and should be improved later.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
,1.8,0.08,0.439484,0.027816272,0.00222530176,validated_core_stable_tail_sensitive,,,,,,,,,,,,,,,,shooting_convergence_audit_ms3_y2000,,,,,M18_M19_extension_core_stable,ms3_y2000,0.0,0.0,9.187815366991816e-07,0.005549941108775,0.0029702685655906,0.0405490637117354,0.0450183572599239,0.8515243578422211,Core/mid-field stable; weak oscillatory tails are mapping-sensitive and should be improved later.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
,1.8,0.0825,0.440713576,0.0278117599999999,0.0022944701999999,validated_core_stable_tail_sensitive,,,,,,,,,,,,,,,,shooting_convergence_audit_ms3_y2000,,,,,M18_M19_extension_core_stable,ms3_y2000,0.0,0.0,6.025643075825798e-07,0.0047259605797106,0.0029684689179675,0.0404263366628338,0.0447247541139026,0.8629994728048872,Core/mid-field stable; weak oscillatory tails are mapping-sensitive and should be improved later.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
,1.8,0.085,0.441930864,0.0277765279999999,0.0023610048799999,validated_core_stable_tail_sensitive,,,,,,,,,,,,,,,,shooting_convergence_audit_ms3_y2000,,,,,M18_M19_extension_core_stable,ms3_y2000,0.0,0.0,7.137139471362719e-07,0.0040492733117907,0.0029773778517973,0.0403866092433184,0.044489548680204,0.8746503573649441,Core/mid-field stable; weak oscillatory tails are mapping-sensitive and should be improved later.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
,1.8,0.0875,0.4431235759999999,0.027708528,0.0024244962,validated_core_stable_tail_sensitive,,,,,,,,,,,,,,,,shooting_convergence_audit_ms3_y2000,,,,,M18_M19_extension_core_stable,ms3_y2000,0.0,0.0,1.260201720784174e-06,0.0034942941432702,0.0029969345676871,0.0404243807651227,0.044371853222101,0.8843586233398346,Core/mid-field stable; weak oscillatory tails are mapping-sensitive and should be improved later.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
,1.8,0.09,0.444279424,0.027618,0.00248562,validated_core_stable_tail_sensitive,,,,,,,,,,,,,,,,shooting_convergence_audit_ms3_y2000,,,,,M18_M19_extension_core_stable,ms3_y2000,0.0,0.0,1.2413016969454155e-06,0.0030321224030661,0.0029769249650856,0.040462639992593,0.0443873867638129,0.8522822154061493,Core/mid-field stable; weak oscillatory tails are mapping-sensitive and should be improved later.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
,1.8,0.0925,0.4454361919999999,0.027504384,0.00254415552,validated_core_stable_tail_sensitive,,,,,,,,,,,,,,,,shooting_convergence_audit_ms3_y2000,,,,,M18_M19_extension_core_stable,ms3_y2000,0.0,0.0,7.774971963969906e-07,0.0026471138319437,0.0029620300332696,0.0404491130162062,0.0444893794584002,0.8197960512573874,Core/mid-field stable; weak oscillatory tails are mapping-sensitive and should be improved later.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
,1.8,0.095,0.4465765759999999,0.027360048,0.00259920456,validated_core_stable_tail_sensitive,,,,,,,,,,,,,,,,shooting_convergence_audit_ms3_y2000,,,,,M18_M19_extension_core_stable,ms3_y2000,0.0,0.0,2.0434221291705384e-07,0.0023299183908799,0.002973897049535,0.0404084304836355,0.0445572421277274,0.81997050883717,Core/mid-field stable; weak oscillatory tails are mapping-sensitive and should be improved later.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
,1.8,0.0975,0.4477005759999999,0.027195232,0.00265153512,validated_core_stable_tail_sensitive,,,,,,,,,,,,,,,,shooting_convergence_audit_ms3_y2000,,,,,M18_M19_extension_core_stable,ms3_y2000,0.0,0.0,1.3219415866160025e-06,0.0020638174021933,0.0029693348401748,0.0403715915906917,0.0446589189236895,0.813730341986494,Core/mid-field stable; weak oscillatory tails are mapping-sensitive and should be improved later.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
,1.8,0.1,0.4488,0.027003792,0.0027003792,validated_core_stable_tail_sensitive,,,,,,,,,,,,,,,,shooting_convergence_audit_ms3_y2000,,,,,M18_M19_extension_core_stable,ms3_y2000,0.0,0.0,1.083967100750551e-06,0.0018430548570273,0.0029766995818661,0.0403646408691019,0.0448266988485867,0.8003071034584399,Core/mid-field stable; weak oscillatory tails are mapping-sensitive and should be improved later.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
,1.8,0.1025,0.449885,0.0267903199999999,0.0027460077999999,validated_core_stable_tail_sensitive,,,,,,,,,,,,,,,,shooting_convergence_audit_ms3_y2000,,,,,M18_M19_extension_core_stable,ms3_y2000,0.0,0.0,1.370406238695513e-06,0.0016583219445713,0.002986072156892,0.0403659058741213,0.0449912503507728,0.7529175129989607,Core/mid-field stable; weak oscillatory tails are mapping-sensitive and should be improved later.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,left_asymptotic_fit_v1,Spectral values unchanged. Modal core unchanged. Weak left tail regularized by fitted complex exponential where available.
